,Date,Index_Component_Count,Internal_Number,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,InfoCode,Close_USD_Cutoff,shares_Cutoff,freeFloat_Cutoff,Free_Float,Capfactor,Free_Float_Market_Cutoff,Full_Market_Cap_Cutoff,FOR_FF,Weight
177087,2023-12-18,2027,597895,PLSOFTB00016,597895,ASSECO POLAND,PL,PLN,10101015.0,948670245.0,37902.0,19.14672584272,83000303.0,0.6731,0.6206,1.0,986247619.1981304,1589184046.4036906,0.62,0.0006886666224879751
175513,2023-12-18,2027,IN11LS,INE738I01010,B29NPW,Eclerx Services,IN,INR,50205020.0,674604990.0,200711.0,32.37050922095,49025359.0,0.4557,0.4559,1.0,723502283.4363102,1586975835.569884,0.46,0.0004897148850461039
176657,2023-12-18,2027,KR034I,KR7175330000,BB96Z3,JB FINANCIAL GROUP,KR,KRW,30101010.0,1139546127.0,267810.0,8.053469786,196982894.0,0.7135,0.7182,1.0,1139349452.9219072,1586395785.1878407,0.72,0.0008272288359274336
177188,2023-12-18,2027,MY309W,MYL7293OO003,698671,YINSON HOLDINGS,MY,MYR,60101030.0,1070604661.0,44004.0,0.517221111772,3066511564.0,0.6551,0.6689,1.0,1060918557.691396,1586064520.3937745,0.67,0.0007771822714970402
177389,2023-12-18,2027,SA218D,SA0007879501,B131QN,SOUTHERN PROVINCE CEMENT,SA,SAR,50101030.0,789929515.0,42421.0,11.3288364735,140000000.0,0.6257,0.6257,0.7831229,777158179.7506254,1586037106.29,0.49,0.0005734322268098693
175621,2023-12-18,2027,IN0308,INE085A01013,609993,Chambal Fert,IN,INR,55201015.0,799149912.0,5182.0,3.80963540637,416139852.0,0.4516,0.4516,1.0,715940047.1640364,1585341114.1807714,0.45,0.0005801255743597214
175185,2023-12-18,2027,B03MVN,TRAKONYA91F6,B03MVN,KONYA CIMENTO,TR,TRY,50101030.0,268258762.0,23543.0,322.594826403,4873440.0,0.1812,0.1812,1.0,284872951.37832105,1572146530.7854362,0.18,0.00019473663957842967
175387,2023-12-18,2027,IN071D,INE271B01025,B12G54,Mah Seamless,IN,INR,55102010.0,634018508.0,4563.0,11.6915156475,133999252.0,0.4286,0.4282,1.0,670841393.3171369,1566654351.5112958,0.43,0.0004602520072706879
175640,2023-12-18,2027,IN60R2,INE208C01025,BYZ5JH,AEGIS LOGISTICS,IN,INR,60101035.0,650703776.0,5446.0,4.4583646335800005,351000000.0,0.4193,0.419,1.0,655687228.2959771,1564885986.3865802,0.42,0.0004723643162836755
173929,2023-12-18,2027,CN2D0E,KYG4212K1040,BP6TX6,GUSHENGTANG HOLDINGS,CN,HKD,20101025.0,926788641.0,348882.0,6.497843732275,240796458.0,0.6419,0.6409,1.0,1002789155.4161977,1564657755.3693204,0.64,0.0006727821458737651
175575,2023-12-18,2027,IN313C,INE0NNS01018,BQPDVR,NMDC STEEL,IN,INR,55102000.0,458178791.0,361357.0,0.533372939488,2930605850.0,0.2505,0.2505,1.0,391558017.1021548,1563105856.6952288,0.25,0.0003326049722299384
177416,2023-12-18,2027,PH703G,PHY9584X1055,BYXYHM,WILCON DEPOT,PH,PHP,40401025.0,500538407.0,296372.0,0.3811496976449999,4099724116.0,0.3462,0.3462,1.0,540975099.8269432,1562608607.2413146,0.35,0.000363355018238399
175589,2023-12-18,2027,IN20IP,INE118D01016,BKPR4Y,NUVOCO VISTAS,IN,INR,50101030.0,527362985.0,343524.0,4.371427722355,357156153.0,0.3308,0.3308,1.0,516472187.6299222,1561282308.433864,0.33,0.0003828277397960623
175624,2023-12-18,2027,IN0BM2,INE686Y01026,BG5KMJ,FINE ORGANIC INDUSTRIES,IN,INR,55201020.0,615682336.0,307348.0,50.8670865402,30659976.0,0.3648,0.3648,1.0,568936116.4365436,1559583652.512455,0.36,0.00044694126024646914
175554,2023-12-18,2027,IN617J,INE951I01027,BD0F6Q,V-GUARD INDUSTRIES,IN,INR,50202010.0,757884015.0,149656.0,3.59619030019,433528225.0,0.4995,0.4995,1.0,778745473.8029921,1559049997.603588,0.5,0.0005501694899766524
175963,2023-12-18,2027,TW055Z,TW0002845005,632845,Far Eastern Bk,TW,TWD,30101010.0,1644613940.0,44453.0,0.3825225520299999,4069483855.0,1.0,1.0,1.0,1556669349.6594822,1556669349.6594822,1.0,0.0011938718783748102
175309,2023-12-18,2027,CL0276,CLP8716G1059,245823,ORO BLANCO,CL,CLP,30202010.0,292806999.0,27594.0,0.007314401805,212551108088.0,0.1883,0.1883,1.0,292747036.48947614,1554684208.6536174,0.19,0.00021255690067750562
175905,2023-12-18,2027,TW02PG,TW0003706008,BDRZRW,MITAC HOLDING,TW,TWD,10102030.0,1157914162.0,268437.0,1.2868122670800002,1206556789.0,0.7454,0.7454,1.0,1157317042.206128,1552612077.0138557,0.75,0.0008405627132065622
175619,2023-12-18,2027,IN02Z6,INE486A01021,BNVXB6,CESC,IN,INR,65101015.0,1069017813.0,48765.0,1.1651944363770002,1325570430.0,0.5376,0.5376,1.0,830348623.1372601,1544547290.0618677,0.54,0.0007760303335519834
177020,2023-12-18,2027,ID30KI,ID1000144108,BG20RW,MAP AKTIF ADIPERKASA,ID,IDR,40401020.0,457445874.0,307415.0,0.05416656,28504000000.0,0.3116,0.3115,1.0,480944669.57376,1543963626.24,0.31,0.00033207292700388196
175429,2023-12-18,2027,IN801E,INE022Q01020,BGLRNT,INDIAN ENERGY EXCHANGE,IN,INR,30202015.0,805099330.0,301257.0,1.723749101875,891692735.0,0.9296,0.9296,0.5271084,753156681.8392782,1537054551.104712,0.49,0.0005844444255321107
175174,2023-12-18,2027,TR008S,TRAGUSGR91O3,B03MTD,TURKIYE SIGORTA,TR,TRY,30302025.0,271815009.0,3527.0,1.3212264069279998,1161523363.0,0.189,0.189,1.0,290046079.15782976,1534635339.4594166,0.19,0.00019731822008349018
175414,2023-12-18,2027,IN81O2,INE399G01023,BP95CX,RAMKRISHNA FORGINGS,IN,INR,55102015.0,1014137064.0,147973.0,9.59423760981,159889535.0,0.6275,0.6212,1.0,952932099.6975946,1534018190.112033,0.62,0.0007361908421663963
175622,2023-12-18,2027,IN50T3,INE183A01024,BN4MYC,FINOLEX INDUSTRIES,IN,INR,50101020.0,789576803.0,2402.0,2.4702074086000003,620476905.0,0.4846,0.4863,1.0,745355242.7260314,1532706647.5961986,0.49,0.0005731761831708586
176294,2023-12-18,2027,KR12JX,KR7005290002,621929,DONGJIN SEMICHEM,KR,KRW,55201020.0,956233761.0,19979.0,29.80326403,51414494.0,0.6251,0.6251,1.0,957853069.2557468,1532319739.6508508,0.63,0.000694157193152868
175391,2023-12-18,2027,IN13GP,INE419U01012,BMC52Y,HAPPIEST MINDS TECH. PVT,IN,INR,10101010.0,818362598.0,329720.0,10.04630954818,152274811.0,0.4761,0.4763,1.0,728643686.509893,1529799887.696605,0.48,0.0005940726077427932
177387,2023-12-18,2027,SA24V3,SA13R051UVH9,BYYTJ6,SAUDI GROUND SERVICES,SA,SAR,50206060.0,699549978.0,283845.0,8.1301061751,188000000.0,0.475,0.475,0.8555789,621166093.7270511,1528459960.9188,0.41,0.0005078231589426495
175527,2023-12-18,2027,IN70YA,INE406M01024,BYXKYT,ERIS LIFESCIENCES,IN,INR,20103010.0,547276785.0,298379.0,11.208865898975,136005995.0,0.38,0.38,1.0,579299724.5764325,1524472959.4116645,0.38,0.0003972837317059815
175696,2023-12-18,2027,IN10QW,INE373A01013,615261,BASF India,IN,INR,55201000.0,421711942.0,5451.0,35.172276022015005,43285640.0,0.2667,0.2667,1.0,406038609.24781525,1522454477.8695736,0.27,0.00030613265282709997
175296,2023-12-18,2027,401344,TRAALARK91Q0,B03MNK,ALARKO HOLDING,TR,TRY,50101010.0,499661494.0,23999.0,3.49369417152,435000000.0,0.3349,0.3674,1.0,558358708.7981548,1519756964.6112,0.37,0.0003627184422341355
176686,2023-12-18,2027,KR82EZ,KR7298040007,BD8317,HYOSUNG HEAVY INDUSTRIES,KR,KRW,10102015.0,649767154.0,307595.0,162.774654,9324548.0,0.5163,0.5163,1.0,783640178.4160202,1517800074.406392,0.52,0.00047168439582376064
173878,2023-12-18,2027,TH20NZ,TH0808010Y07,B7Z071,BANGKOK CHAIN HOSPITAL,TH,THB,20101010.0,589735821.0,21617.0,0.60834424568,2493747984.0,0.6046,0.6057,0.653789,600754661.4559758,1517057236.2425008,0.4,0.00042810594951066803
177332,2023-12-18,2027,MY237W,MYL2089OO000,691714,UNITED PLANTATIONS,MY,MYR,45102010.0,682847686.0,40789.0,3.644155385016,416268532.0,0.4327,0.4395,1.0,666698299.893972,1516947212.5005052,0.44,0.0004956984917254882
177440,2023-12-18,2027,ZA104E,ZAE000269890,BK9S75,MOMENTUM METROPOLITAN HOLDINGS,ZA,ZAR,30301010.0,1065679894.0,40199.0,1.06121487566,1424779972.0,0.6822,0.6775,1.0,1024378442.311538,1511997700.828838,0.68,0.0007736072435309947
173913,2023-12-18,2027,CN8FH3,KYG371091086,BH4TZ7,FU SHOU YUAN INTL.GP.,CN,HKD,40201020.0,905228430.0,270190.0,0.650424554876,2319863422.0,0.5884,0.5884,1.0,887834485.0264001,1508896133.6274643,0.59,0.0006571309775486765
173734,2023-12-18,2027,AE21TK,AED000701014,B0VR4L,DANA GAS,AE,AED,60101000.0,1176354858.0,154173.0,0.2156712270768,6995373373.0,0.8,0.8,1.0,1206960607.3722267,1508700759.2152834,0.8,0.0008539493371652882
176594,2023-12-18,2027,KR10Q2,KR7039030002,628591,EO Technics,KR,KRW,10102020.0,1008651666.0,20294.0,122.31352572,12319550.0,0.7177,0.7177,1.0,1081464519.494052,1506847595.783826,0.72,0.0007322088362654288
175482,2023-12-18,2027,IN08S5,INE891D01026,B1R3S1,REDINGTON,IN,INR,10102030.0,1252738514.0,136408.0,1.92460334505,781685642.0,0.7587,0.7587,1.0,1141414683.7999933,1504434801.3707569,0.76,0.0009093983982779864
176852,2023-12-18,2027,KR076O,KR7111770004,B622C1,Youngone,KR,KRW,40204020.0,781412684.0,213836.0,33.87263038,44311468.0,0.4952,0.4952,1.0,743268447.8892347,1500945977.1591978,0.5,0.0005672496177631706
