RIC;Name;Country;ISO;Weight
UPRO.MM;YUNIPRO PAO ORD;RUSSIAN FEDERATION;RU;0
KANE.NS;KANSAI NEROLAC PAINTS LTD ORD;INDIA;IN;0.000679
GMRI.NS;GMR AIRPORTS INFRASTRUCTURE LTD ORD;INDIA;IN;0.001795
NAAL.NS;NAVA LIMITED ORD;INDIA;IN;0.000287
EMAM.NS;EMAMI LTD ORD;INDIA;IN;0.001143
DCBA.NS;DCB BANK LTD ORD;INDIA;IN;0.000166
043150.KQ;VALUE ADDED TECHNOLOGY CO LTD ORD;KOREA;KR;0.000174
ACEL.NS;ACTION CONSTRUCTION EQUIPMENT LTD ORD;INDIA;IN;0.00026
VOTL.NS;VOLTAMP TRANSFORMERS LTD ORD;INDIA;IN;0.000444
FORTHn.BK;FORTH CORP NVDR;THAILAND;TH;0.000144
3983.HK;CHINA BLUECHEMICAL LTD ORD;CHINA;CN;0.00029
ANRA.NS;ANANT RAJ LTD ORD;INDIA;IN;0.000222
VART.NS;VARDHMAN TEXTILES LTD ORD;INDIA;IN;0.000363
4220.SE;EMAAR THE ECONOMIC CITY SJSC ORD;SAUDI ARABIA;SA;0.00073
0558.HK;LK TECHNOLOGY HOLDINGS LTD ORD;HONG KONG;HK;0.000321
MDIA3.SA;M DIAS BRANCO SA INDUSTRIA E COMERCIO DE ALIMENTOS ORD;BRAZIL;BR;0.000447
TAEE11.SA;TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;BRAZIL;BR;0.001327
6191.TW;GLOBAL BRANDS MANUFACTURE LTD ORD;TAIWAN;TW;0.000506
IRPCn.BK;IRPC NVDR;THAILAND;TH;0.000552
AFTJ.J;AFRIMAT LTD ORD;SOUTH AFRICA;ZA;0.000334
091700.KQ;PARTRON CO LTD ORD;KOREA;KR;0.000224
FREN.JK;SMARTFREN TELECOM TBK PT ORD;INDONESIA;ID;0.000455
TOPO.NS;TORRENT POWER LTD ORD;INDIA;IN;0.00137
SOBH.NS;SOBHA LTD ORD;INDIA;IN;0.000379
TLEVISACPO.MX;GRUPO TELEVISA SAB;MEXICO;MX;0.001363
ODPV3.SA;ODONTOPREV SA ORD;BRAZIL;BR;0.000526
TNSL.NS;TANLA PLATFORMS LTD ORD;INDIA;IN;0.000711
LTOL.NS;LT FOODS LTD ORD;INDIA;IN;0.000297
093370.KS;FOOSUNG CO LTD ORD;KOREA;KR;0.000375
4240.SE;FAWAZ ABDULAZIZ ALHOKAIR COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000208
MYEG.KL;MY EG SERVICES BHD ORD;MALAYSIA;MY;0.00075
090460.KS;BH CO LTD ORD;KOREA;KR;0.000313
039200.KQ;OSCOTEC INC ORD;KOREA;KR;0.000497
HBLS.NS;HBL POWER SYSTEMS LTD ORD;INDIA;IN;0.000446
INRL.NS;INDIABULLS REAL ESTATE LTD ORD;INDIA;IN;0.000391
REDI.NS;REDINGTON LTD ORD;INDIA;IN;0.001013
0546.HK;FUFENG GROUP LTD ORD;CHINA;CN;0.000672
FISO.NS;FIRSTSOURCE SOLUTIONS LTD ORD;INDIA;IN;0.000557
UNOI.NS;UNO MINDA LTD ORD;INDIA;IN;0.001411
NEFI.NS;NETWORK18 MEDIA & INVESTMENTS LTD ORD;INDIA;IN;0.000183
GNAV.DU;GULF NAVIGATION HOLDING PJSC ORD;UNITED ARAB EMIRATES;AE;0.000538
SMTO3.SA;SAO MARTINHO SA ORD;BRAZIL;BR;0.000786
TAVHL.IS;TAV HAVALIMANLARI HOLDING AS ORD;TURKEY;TR;0.00055
DFM.DU;DUBAI FINANCIAL MARKET PJSC ORD;UNITED ARAB EMIRATES;AE;0.000484
LAOP.NS;LA OPALA R G LTD ORD;INDIA;IN;0.000138
ICRA.NS;ICRA LTD ORD;INDIA;IN;0.000283
BAMN.NS;BALAJI AMINES LTD ORD;INDIA;IN;0.0003
0811.HK;XINHUA WINSHARE PUBLISHING AND MEDIA CO LTD ORD;CHINA;CN;0.000229
0819.HK;TIANNENG POWER INTERNATIONAL LTD ORD;HONG KONG;HK;0.000489
ISMEN.IS;IS YATIRIM MENKUL DEGERLER AS ORD;TURKEY;TR;0.0005
095660.KQ;NEOWIZ ORD;KOREA;KR;0.000167
086450.KQ;DONGKOOK PHARMACEUTICAL CO LTD ORD;KOREA;KR;0.000272
FOHE.NS;FORTIS HEALTHCARE LTD ORD;INDIA;IN;0.001943
PHOE.NS;PHOENIX MILLS LTD ORD;INDIA;IN;0.002232
JHSF3.SA;JHS F PARTICIPACOES SA ORD;BRAZIL;BR;0.00026
6176.TW;RADIANT OPTO-ELECTRONICS CORP ORD;TAIWAN;TW;0.001679
NAFL.NS;NAVIN FLUORINE INTERNATIONAL LTD ORD;INDIA;IN;0.001328
078340.KQ;COM2USCORP ORD;KOREA;KR;0.000295
SLCE3.SA;SLC AGRICOLA SA ORD;BRAZIL;BR;0.000687
HGSL.NS;HINDUJA GLOBAL SOLUTIONS LTD ORD;INDIA;IN;0.0001
0658.HK;CHINA HIGH SPEED TRANSMISSION EQUIPMENT GROUP CO LTD ORD;HONG KONG;HK;0.000063
MNCN.JK;MEDIA NUSANTARA CITRA TBK PT ORD;INDONESIA;ID;0.000111
EZTC3.SA;EZ TEC EMPREENDIMENTOS E PARTICIPACOES SA ORD;BRAZIL;BR;0.000391
3552.TWO;TUNG THIH ELECTRONIC CO LTD ORD;TAIWAN;TW;0.000275
3545.TW;FOCALTECH SYSTEMS CO LTD ORD;TAIWAN;TW;0.00061
MRFG3.SA;MARFRIG GLOBAL FOODS SA ORD;BRAZIL;BR;0.000778
AGNr.AT;AEGEAN AIRLINES SA ORD;GREECE;GR;0.000415
KIBK.KW;KUWAIT INTERNATIONAL BANK KSCP ORD;KUWAIT;KW;0.000282
AIRA.DU;AIR ARABIA PJSC ORD;UNITED ARAB EMIRATES;AE;0.001512
0826.HK;TIANGONG INTERNATIONAL CO LTD ORD;CHINA;CN;0.000355
SPRC.NS;SUN PHARMA ADVANCED RESEARCH CO LTD ORD;INDIA;IN;0.000193
BEEF3.SA;MINERVA SA ORD;BRAZIL;BR;0.000328
MRVE3.SA;MRV ENGENHARIA E PARTICIPACOES SA ORD;BRAZIL;BR;0.00079
COGN3.SA;COGNA EDUCACAO SA ORD;BRAZIL;BR;0.001163
ABCB4.SA;BANCO ABC BRASIL SA;BRAZIL;BR;0.000422
MULT3.SA;MULTIPLAN EMPREENDIMENTOS IMOBILIARIOS SA ORD;BRAZIL;BR;0.001408
YDUQ3.SA;YDUQS PARTICIPACOES SA ORD;BRAZIL;BR;0.001024
BRSR6.SA;BANCO DO ESTADO DO RIO GRANDE DO SUL SA;BRAZIL;BR;0.000559
0817.HK;CHINA JINMAO HOLDINGS GROUP LTD ORD;HONG KONG;HK;0.000488
KPRM.NS;KPR MILL LTD ORD;INDIA;IN;0.000736
5522.TW;FARGLORY LAND DEVELOPMENT CO LTD ORD;TAIWAN;TW;0.000358
MOFS.NS;MOTILAL OSWAL FINANCIAL SERVICES LTD ORD;INDIA;IN;0.000466
4260.SE;UNITED INTERNATIONAL TRANSPORTATION COMPANY SJSC ORD;SAUDI ARABIA;SA;0.00058
CIEA.NS;CIE AUTOMOTIVE INDIA LTD ORD;INDIA;IN;0.000632
DEYR.DU;DEYAAR DEVELOPMENT PJSC ORD;UNITED ARAB EMIRATES;AE;0.000151
KVRI.NS;KAVERI SEED COMPANY LTD ORD;INDIA;IN;0.000071
;CHINA METAL RECYCLING HOLDINGS LTD;;#N/A;0
;WINTEK CORP;;#N/A;0
1668.HK;CHINA SOUTH CITY HOLDINGS LTD ORD;HONG KONG;HK;0.000176
1600.HK;TIAN LUN GAS HOLDINGS LTD ORD;CHINA;CN;0.000098
1866.HK;CHINA XLX FERTILISER LTD ORD;CHINA;CN;0.000238
101490.KQ;S&S TECH CORP ORD;KOREA;KR;0.000481
ATTP.WA;GRUPA AZOTY SA ORD;POLAND;PL;0.000304
ARVN.NS;ARVIND LTD ORD;INDIA;IN;0.000387
6001.SE;HALWANI BROTHERS CO SJSC ORD;SAUDI ARABIA;SA;0.000158
4001.SE;ABDULLAH AL-OTHAIM MARKETS COMPANY SJSC ORD;SAUDI ARABIA;SA;0.001281
2331.TW;ELITEGROUP COMPUTER SYSTEMS CO LTD ORD;TAIWAN;TW;0.000234
BPAN4.SA;BANCO PAN SA;BRAZIL;BR;0.00057
TKIM.JK;PABRIK KERTAS TJIWI KIMIA TBK PT ORD;INDONESIA;ID;0.000546
2354.TW;FOXCONN TECHNOLOGY CO LTD ORD;TAIWAN;TW;0.001422
STBP3.SA;SANTOS BRASIL PARTICIPACOES SA ORD;BRAZIL;BR;0.000774
0743.HK;ASIA CEMENT (CHINA) HOLDINGS CORP ORD;CHINA;CN;0.000105
1231.TW;LIAN HWA FOODS CORP ORD;TAIWAN;TW;0.000159
6213.TW;ITEQ CORP ORD;TAIWAN;TW;0.000451
000080.KS;HITEJINRO CO LTD ORD;KOREA;KR;0.000483
9958.TW;CENTURY IRON AND STEEL INDUSTRIAL CO LTD ORD;TAIWAN;TW;0.000782
3152.TWO;ADVANCED CERAMIC X CORP ORD;TAIWAN;TW;0.000338
MEDC.JK;MEDCO ENERGI INTERNASIONAL TBK PT ORD;INDONESIA;ID;0.000472
2340.TW;TAIWAN-ASIA SEMICONDUCTOR CORP ORD;TAIWAN;TW;0.000428
CSMG3.SA;COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG ORD;BRAZIL;BR;0.000679
1083.HK;TOWNGAS SMART ENERGY CO LTD ORD;HONG KONG;HK;0.000302
BSDE.JK;BUMI SERPONG DAMAI TBK PT ORD;INDONESIA;ID;0.000297
GISS.QA;GULF INTERNATIONAL SERVICES QPSC ORD;QATAR;QA;0.000533
BSRCz.BK;BANGCHAK SRIRACHA PCL ORD;THAILAND;TH;0.000128
SGPn.BK;SIAMGAS NVDR;THAILAND;TH;0.000073
LEVE3.SA;MAHLE METAL LEVE SA ORD;BRAZIL;BR;0.000237
RLIN.NS;RELIANCE INFRASTRUCTURE LTD ORD;INDIA;IN;0.000407
TVEB.NS;TV18 BROADCAST LTD ORD;INDIA;IN;0.000273
INDY.JK;INDIKA ENERGY TBK PT ORD;INDONESIA;ID;0.000122
BOLSAA.MX;BOLSA MEXICANA DE VALORES SAB DE CV ORD;MEXICO;MX;0.000825
LABB.MX;GENOMMA LAB INTERNACIONAL SAB DE CV ORD;MEXICO;MX;0.000507
PIRA.NS;PIRAMAL ENTERPRISES LTD ORD;INDIA;IN;0.000994
AJBNK.DU;AJMAN BANK PJSC ORD;UNITED ARAB EMIRATES;AE;0.000559
0777.HK;NETDRAGON WEBSOFT HOLDINGS LTD ORD;CHINA;CN;0.000373
2059.TW;KING SLIDE WORKS CO LTD ORD;TAIWAN;TW;0.001402
MTEL.BU;MAGYAR TELEKOM TAVKOZLESI NYRT ORD;HUNGARY;HU;0.000619
2877.HK;CHINA SHINEWAY PHARMACEUTICAL GROUP LTD ORD;CHINA;CN;0.000246
2038.HK;FIH MOBILE LTD ORD;TAIWAN;TW;0.000161
MAPI.JK;MITRA ADIPERKASA TBK PT ORD;INDONESIA;ID;0.000884
DRDJ.J;DRDGOLD LTD ORD;SOUTH AFRICA;ZA;0.000272
SPPJ.J;SPAR GROUP LTD ORD;SOUTH AFRICA;ZA;0.001034
GNCH.KL;GUAN CHONG BHD ORD;MALAYSIA;MY;0.000046
DOVT.KL;D & O GREEN TECHNOLOGIES BHD ORD;MALAYSIA;MY;0.000299
BMYS.KL;BURSA MALAYSIA BHD ORD;MALAYSIA;MY;0.000853
078600.KQ;DAEJOO ELECTRONIC MATERIALS CO LTD ORD;KOREA;KR;0.000686
082270.KQ;GEMVAX & KAEL CO LTD ORD;KOREA;KR;0.000295
073240.KS;KUMHO TIRE CO INC ORD;KOREA;KR;0.000412
079160.KS;CJ CGV CO LTD ORD;KOREA;KR;0.000335
HUMN.KW;HUMANSOFT HOLDING COMPANY KSCP ORD;KUWAIT;KW;0.000889
TIJK.KW;COMMERCIAL REAL ESTATE CO KPSC ORD;KUWAIT;KW;0.000481
JKPA.NS;JK PAPER LTD ORD;INDIA;IN;0.000292
JIND.NS;JINDAL SAW LTD ORD;INDIA;IN;0.00048
SUPE.NS;SUPRAJIT ENGINEERING LTD ORD;INDIA;IN;0.000305
SHOP.NS;SHOPPERS STOP LTD ORD;INDIA;IN;0.000285
GRAN.NS;GRANULES INDIA LTD ORD;INDIA;IN;0.000518
IIFL.NS;IIFL FINANCE LTD ORD;INDIA;IN;0.001162
ASTM.NS;ASTRA MICROWAVE PRODUCTS LTD ORD;INDIA;IN;0.000285
JBMA.NS;JBM AUTO LTD ORD;INDIA;IN;0.000307
INRM.NS;INDOCO REMEDIES LTD ORD;INDIA;IN;0.000102
PENG.NS;PATEL ENGINEERING LTD ORD;INDIA;IN;0.000153
GOKL.NS;GOKALDAS EXPORTS LTD ORD;INDIA;IN;0.000413
JAPR.NS;JAIPRAKASH POWER VENTURES LTD ORD;INDIA;IN;0.000419
MWC.PS;MANILA WATER COMPANY INC ORD;PHILIPPINES;PH;0.00027
GRND3.SA;GRENDENE SA ORD;BRAZIL;BR;0.000375
DASA3.SA;DIAGNOSTICOS DA AMERICA SA ORD;BRAZIL;BR;0.00023
2270.SE;SAUDIA DAIRY & FOODSTUFF COMPANY SJSC ORD;SAUDI ARABIA;SA;0.001263
KSLn.BK;KHON KAEN SUGA NVDR;THAILAND;TH;0.000123
BCHn.BK;BANGKOK CHAIN NVDR;THAILAND;TH;0.000103
BCHf.BK;BANGKOK CHAIN HOSPITAL PCL ORD;THAILAND;TH;0.000624
SUPERf.BK;SUPER ENERGY CORPORATION PCL ORD;THAILAND;TH;0.000082
ERWn.BK;ERAWAN GROUP NVDR;THAILAND;TH;0.000344
3189.TW;KINSUS INTERCONNECT TECHNOLOGY CORP ORD;TAIWAN;TW;0.000823
1560.TW;KINIK CO ORD;TAIWAN;TW;0.000544
6166.TW;ADLINK TECHNOLOGY INC ORD;TAIWAN;TW;0.00011
3380.TW;ALPHA NETWORKS INC ORD;TAIWAN;TW;0.000182
5607.TW;FARGLORY F T Z INVESTMENT HOLDING CO LTD ORD;TAIWAN;TW;0.00014
6239.TW;POWERTECH TECHNOLOGY INC ORD;TAIWAN;TW;0.002628
6202.TW;HOLTEK SEMICONDUCTOR INC ORD;TAIWAN;TW;0.000362
3454.TW;VIVOTEK INC ORD;TAIWAN;TW;0.000135
8255.TWO;ACTRON TECHNOLOGY CORP ORD;TAIWAN;TW;0.000284
1795.TW;LOTUS PHARMACEUTICAL CO LTD ORD;TAIWAN;TW;0.000995
EUR.WA;EUROCASH SA ORD;POLAND;PL;0.000342
CCCP.WA;CCC SA ORD;POLAND;PL;0.000674
SIB.AD;SHARJAH ISLAMIC BANK PJSC ORD;UNITED ARAB EMIRATES;AE;0.000766
RAKCEC.AD;RAK CERAMICS PJSC ORD;UNITED ARAB EMIRATES;AE;0.000339
AGTHIA.AD;AGTHIA GROUP PJSC ORD;UNITED ARAB EMIRATES;AE;0.00035
ADAVIATION.AD;ABU DHABI AVIATION PJSC ORD;UNITED ARAB EMIRATES;AE;0.00017
UDCD.QA;UNITED DEVELOPMENT COMPANY QPSC ORD;QATAR;QA;0.000502
EXCL.JK;XL AXIATA TBK PT ORD;INDONESIA;ID;0.000505
AXSR.KL;AXIS REAL ESTATE INVESTMENT TRUST;MALAYSIA;MY;0.000487
VTRX.KL;VITROX CORPORATION BHD ORD;MALAYSIA;MY;0.000464
067310.KQ;HANA MICRON INC ORD;KOREA;KR;0.000651
GETD.NS;GE T&D INDIA LTD ORD;INDIA;IN;0.000297
IAM.SN;INVERSIONES AGUAS METROPOLITANAS SA ORD;CHILE;CL;0.000275
RAKPROP.AD;RAK PROPERTIES PJSC ORD;UNITED ARAB EMIRATES;AE;0.000261
ARMX.DU;ARAMEX PJSC ORD;UNITED ARAB EMIRATES;AE;0.000434
2777.HK;GUANGZHOU R&F PROPERTIES CO LTD ORD;CHINA;CN;0.000191
3339.HK;LONKING HOLDINGS LTD ORD;CHINA;CN;0.000279
064550.KQ;BIONEERCORP ORD;KOREA;KR;0.000466
JKLC.NS;JK LAKSHMI CEMENT LTD ORD;INDIA;IN;0.000548
MARK.NS;MARKSANS PHARMA LTD ORD;INDIA;IN;0.000307
GEOE.NS;GENUS POWER INFRASTRUCTURES LTD ORD;INDIA;IN;0.00021
IDFC.NS;IDFC LTD ORD;INDIA;IN;0.00164
AIAE.NS;AIA ENGINEERING LTD ORD;INDIA;IN;0.001613
SRES.NS;SHREE RENUKA SUGARS LTD ORD;INDIA;IN;0.000304
HANAz.BK;HANA MICROELECTRONICS PCL ORD;THAILAND;TH;0.000693
SASE.NS;SANSERA ENGINEERING LTD ORD;INDIA;IN;0.000296
BYDn.BK;BEYOND SECURITIE NVDR;THAILAND;TH;0.000234
PSGmn.BK;PSG CORPORATION ORD NVDR;THAILAND;TH;0.000196
CMSN.NS;CMS INFO SYSTEMS LTD ORD;INDIA;IN;0.000419
AGHC.KW;ARABI GROUP HOLDINGS KSCP ORD;KUWAIT;KW;0.000297
POLTK.IS;POLITEKNIK METAL SANAYI VE TICARET AS ORD;TURKEY;TR;0.00034
016790.KQ;CANARIABIO INC ORD;KOREA;KR;0.000306
AGRODR.MM;ROS AGRO GDR;CYPRUS;CY;0
KIRP.NS^I07;KIRLOSKAR PNEUMATIC COMPANY LTD ORD;INDIA;IN;0.000201
4081.SE;NAYIFAT FINANCE CO ORD;SAUDI ARABIA;SA;0.000207
GINF.NS;G R INFRAPROJECTS LTD ORD;INDIA;IN;0.000228
4342.SE;JADWA REIT SAUDI FUND;;#N/A;0.000543
DODL.NS;DODLA DAIRY LTD ORD;INDIA;IN;0.000185
SMFT3.SA;SMARTFIT ESCOLA DE GINASTICA E DANCA SA ORD;BRAZIL;BR;0.001194
6756.TW;VIA LABS INC ORD;TAIWAN;TW;0.000195
NEXn.BK;NEX POINT NVDR;THAILAND;TH;0.0002
BBYB.JK;PT BANK NEO COMMERCE TBK ORD;INDONESIA;ID;0.000018
SGP.PS;SYNERGY GRID AND DEVELOPMENT PHILS INC ORD;PHILIPPINES;PH;0.000085
NAZA.NS;NAZARA TECHNOLOGIES LTD ORD;INDIA;IN;0.000288
2247.TW;PAN GERMAN UNIVERSAL MOTORS LTD ORD;;#N/A;0.000177
058970.KQ;EMRO INCORPORATED ORD;KOREA;KR;0.000282
KALN.NS;KALYAN JEWELLERS INDIA LTD ORD;INDIA;IN;0.000943
AMIO.NS;AMI ORGANICS LTD ORD;INDIA;IN;0.000136
BARQ.NS;BARBEQUE-NATION HOSPITALITY LTD ORD;INDIA;IN;0.000086
ZETE.NS;ZEN TECHNOLOGIES LTD ORD;INDIA;IN;0.000235
SCAC.BO;SHARE INDIA SECURITIES LTD ORD;INDIA;IN;0.000211
LSIL.NS;LLOYDS ENGINEERING WORKS LTD ORD;INDIA;IN;0.000187
4323.SE;SUMOU REAL ESTATE COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000185
299030.KQ;HANA TECHNOLOGY CO LTD ORD;KOREA;KR;0.000282
323990.KQ;VAXCELL BIO THERAPEUTICS ORD;KOREA;KR;0.000307
DELH.NS;DELHIVERY LTD ORD;INDIA;IN;0.001328
1855.HK;ZONQING ENVIRONMENTAL LTD ORD;CHINA;CN;0.000205
CRAF.NS;CRAFTSMAN AUTOMATION LTD ORD;INDIA;IN;0.000482
2169.HK;CANGGANG RAILWAY LTD ORD;CHINA;CN;0.000254
0873.HK;SHIMAO SERVICES HOLDINGS LTD ORD;CHINA;CN;0.000083
STAU.NS;STAR HEALTH AND ALLIED INSURANCE COMPANY LTD ORD;INDIA;IN;0.00079
BANK.JK;BANK ALADIN SYARIAH TBK PT ORD;INDONESIA;ID;0.000356
6781.TW;ADVANCED ENERGY SOLUTION HOLDING CO LTD ORD;TAIWAN;TW;0.000711
2081.SE;ALKHORAYEF WATER AND POWER TECHNOLOGIES COMPANY SCJSC ORD;SAUDI ARABIA;SA;0.000432
2390.HK;ZHIHU INC ORD;CHINA;CN;0.000296
HOME.NS;HOME FIRST FINANCE COMPANY INDIA LTD ORD;INDIA;IN;0.000322
INTB3.SA;INTELBRAS SA INDUSTRIA DE TELECOMUNICACAO ELETRONICA BRASILEIRA ORD;BRAZIL;BR;0.000323
ORVR3.SA;ORIZON VALORIZACAO DE RESIDUOS SA ORD;BRAZIL;BR;0.000311
BROF.NS;BROOKFIELD INDIA REAL ESTATE TRUST;INDIA;IN;0.000421
6719.TW;UPI SEMICONDUCTOR CORP ORD;TAIWAN;TW;0.000444
CEBCP.PS;CEBU AIR INC;PHILIPPINES;PH;0.000036
6600.HK;SCICLONE PHARMACEUTICALS (HOLDINGS) LTD ORD;CHINA;CN;0.000416
BEBS.JK;BERKAH BETON SADAYA TBK PT ORD;INDONESIA;ID;0.000036
6606.HK;NEW HORIZON HEALTH LTD ORD;CHINA;CN;0.000698
1921.HK;DALIPAL HOLDINGS LTD ORD;HONG KONG;HK;0.000182
VVEO3.SA;CM HOSPITALAR SA ORD;BRAZIL;BR;0.000388
LAXR.INx;LAXMI ORGANIC INDUSTRIES LTD ORD;INDIA;IN;0.000222
TUYA.A;TUYA ADR REP CL A ORD;CHINA;CN;0.000448
AESB3.SA;AES BRASIL ENERGIA SA ORD;BRAZIL;BR;0.000565
METP.NS;METROPOLIS HEALTHCARE LTD ORD;INDIA;IN;0.000465
4261.SE;THEEB RENT A CAR COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000285
QUAGR.IS;QUA GRANITE HAYAL YAPI VE URUNLERI SANAYI TICARET AS ORD;TURKEY;TR;0.000181
CNVRG.PS;CONVERGE INFORMATION & COMMUNICATIONS TECHNOLOGY SOLUTIONS INC ORD;PHILIPPINES;PH;0.000314
6789.TW;VISERA TECHNOLOGIES CO LTD ORD;TAIWAN;TW;0.000848
MATD3.SA;HOSPITAL MATER DEI SA ORD;BRAZIL;BR;0.000217
9959.HK;LINKLOGIS INC ORD;CHINA;CN;0.00012
6608.HK;BAIRONG INC ORD;CHINA;CN;0.000426
GGPS3.SA;GPS PARTICIPACOES E EMPREENDIMENTOS SA ORD;BRAZIL;BR;0.001046
GLEM.NS;GLENMARK LIFE SCIENCES LTD ORD;INDIA;IN;0.000153
ANUY.NS;ANUPAM RASAYAN INDIA LTD ORD;INDIA;IN;0.000246
RECV3.SA;PETRORECONCAVO SA ORD;BRAZIL;BR;0.000556
CANTE.IS;CAN2 TERMIK AS ORD;TURKEY;TR;0.00021
357780.KQ;SOULBRAIN CO LTD ORD;KOREA;KR;0.000817
293490.KQ;KAKAO GAMES CORP ORD;KOREA;KR;0.00062
DITTOn.BK;DITTO (THAILAND) ORD R;THAILAND;TH;0.00008
ZRGYO.IS;ZIRAAT GAYRIMENKUL YATIRIM ORTAKLIGI AS ORD;TURKEY;TR;0.000198
ISGE.NS;ISGEC HEAVY ENGINEERING LTD ORD;INDIA;IN;0.000214
TIDLORn.BK;NGERN TID LOR ORD SHS NVDR;THAILAND;TH;0.000706
APTS.NS;APTUS VALUE HOUSING FINANCE INDIA LTD ORD;INDIA;IN;0.000522
383800.KS;LX HOLDINGS CORP ORD;KOREA;KR;0.000139
383310.KQ;ECOPRO HN CO LTD ORD;KOREA;KR;0.000551
6699.HK;ANGELALIGN TECHNOLOGY INC ORD;CHINA;CN;0.000231
9858.HK;CHINA YOURAN DAIRY GROUP LTD ORD;CHINA;CN;0.00013
2171.HK;CARSGEN THERAPEUTICS HOLDINGS LTD ORD;CHINA;CN;0.000268
TGAJ.J;THUNGELA RESOURCES LTD ORD;SOUTH AFRICA;ZA;0.000964
OYYAT.IS;OYAK YATIRIM MENKUL DEGERLER AS ORD;TURKEY;TR;0.000084
DDL.N;DINGDONG CAYMAN ADR;CHINA;CN;0.000102
6626.HK;YUEXIU SERVICES GROUP LTD ORD;CHINA;CN;0.000074
2150.HK;NAYUKI HOLDINGS LTD ORD;CHINA;CN;0.000182
KRII.NS;KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD ORD;INDIA;IN;0.000947
SHYE.NS;SHYAM METALICS AND ENERGY LTD ORD;INDIA;IN;0.000258
2190.HK;ZYLOX-TONBRIDGE MEDICAL TECHNOLOGY CO LTD ORD;CHINA;CN;0.000222
2219.HK;CHAOJU EYE CARE HOLDINGS LTD ORD;CHINA;CN;0.000152
2192.HK;MEDLIVE TECHNOLOGY CO LTD ORD;CHINA;CN;0.000234
6616.HK;GLOBAL NEW MATERIAL INTERNATIONAL HOLDINGS LTD ORD;CHINA;CN;0.000225
2162.HK;KEYMED BIOSCIENCES INC ORD;CHINA;CN;0.000899
TTEN3.SA;TRES TENTOS AGROINDUSTRIAL SA ORD;BRAZIL;BR;0.000287
GENIL.IS;GEN ILAC VE SAGLIK URUNLERI SANAYI VE TICARET AS ORD;TURKEY;TR;0.000084
YAHSAT.AD;AL YAH SATELLITE COMMUNICATIONS CO PJSC ORD;UNITED ARAB EMIRATES;AE;0.000652
CBAV3.SA;COMPANHIA BRASILEIRA DE ALUMINIO ORD;BRAZIL;BR;0.000153
137310.KS;SD BIOSENSOR INC ORD;KOREA;KR;0.000326
CTOS.KL;CTOS DIGITAL BHD ORD;MALAYSIA;MY;0.000426
CLEA.NS;CLEAN SCIENCE AND TECHNOLOGY LTD ORD;INDIA;IN;0.000349
SNNPn.BK;SRINANAPORN ORD R;THAILAND;TH;0.000216
TATV.NS;TATVA CHINTAN PHARMA CHEM LTD ORD;INDIA;IN;0.000118
BUKA.JK;BUKALAPAK.COM TBK PT ORD;INDONESIA;ID;0.000741
2281.SE;TANMIAH FOOD COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000095
ARML3.SA;ARMAC LOCACAO LOGISTICA E SERVICOS SA ORD;BRAZIL;BR;0.000324
ROLE.NS;ROLEX RINGS LTD ORD;INDIA;IN;0.000357
195940.KQ;HK INNO.N CORP ORD;KOREA;KR;0.000419
DEVY.NS;DEVYANI INTERNATIONAL LTD ORD;INDIA;IN;0.000712
PBFI.NS;PB FINTECH LTD ORD;INDIA;IN;0.002021
NUVO.NS;NUVOCO VISTAS CORPORATION LTD ORD;INDIA;IN;0.000437
BLAU3OTC=SA;BLAU FARMACEUTICA SA ORD;BRAZIL;BR;0.000067
ONCO3.SA;ONCOCLINICAS DO BRASIL SERVICOS MEDICOS SA ORD;BRAZIL;BR;0.000553
089860.KS;LOTTE RENTAL CO LTD ORD;KOREA;KR;0.000257
GOFA.NS;GO FASHION (INDIA) LTD ORD;INDIA;IN;0.000299
SAPI.NS;SAPPHIRE FOODS INDIA LTD ORD;INDIA;IN;0.000502
RATE.NS;RATEGAIN TRAVEL TECHNOLOGIES LTD ORD;INDIA;IN;0.000266
PRUE.NS;PRUDENT CORPORATE ADVISORY SERVICES LTD ORD;INDIA;IN;0.000125
PRAO.NS;PARADEEP PHOSPHATES LTD ORD;INDIA;IN;0.000251
EPIG.NS;EPIGRAL LTD ORD;INDIA;IN;0.000159
GESAN.IS;GIRISIM ELEKTRIK SANAYI TAAHHUT VE TICARET AS ORD;TURKEY;TR;0.000278
MREIT.PS;MREIT INC ORD;PHILIPPINES;PH;0.000233
CHPA.NS;CHEMPLAST SANMAR LTD ORD;INDIA;IN;0.000322
YEOTK.IS;YEO TEKNOLOJI ENERJI VE ENDUSTRI AS ORD;TURKEY;TR;0.000188
271940.KS;ILJIN HYSOLUS CO LTD ORD;KOREA;KR;0.000123
VIJA.NS;VIJAYA DIAGNOSTIC CENTRE LTD ORD;INDIA;IN;0.000321
FUSN.NS;FUSION MICRO FINANCE LTD ORD;INDIA;IN;0.000162
9869.HK;HELENS INTERNATIONAL HOLDINGS CO LTD ORD;CHINA;CN;0.000162
