,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Free_Float,Mcap_Units_Index_Currency,Weight,SEDOL
32450,2023-12-18,2054,IN303B,INE128S01021,FIVE-STAR BUSINESS FINANCE,IN,INR,30201020.0,1.0,0.2803,718000117.0,0.0005161163192096876,BP5JGC0
32451,2023-12-18,2054,IN04R0,INE233A01035,Godrej Indus,IN,INR,50203000.0,1.0,0.5664,1563744158.0,0.0011240581441473666,B1BFBC9
32452,2023-12-18,2054,SA22DJ,SA000A0LE310,ADVANCED PETROCHEMICALS,SA,SAR,55201020.0,0.4114515,0.9204,975007270.0,0.0007008594448391797,B1P6WF8
32453,2023-12-18,2054,SA226C,SA000A0HNGZ6,ALDREES PTL& TRANSVS,SA,SAR,60101020.0,0.49,1.0,1353772888.0,0.0009731255795887686,B128FF8
32454,2023-12-18,2054,IN05PZ,INE136B01020,Cyient Ltd,IN,INR,10101010.0,1.0,0.8087,2402941966.0,0.001727294374196335,B19HGC2
32455,2023-12-18,2054,IN315E,INE672A01018,TATA INVESTMENT CORPORATION,IN,INR,30202010.0,1.0,0.2662,703551706.0,0.0005057304424846164,6461377
32456,2023-12-18,2054,AE205V,AED000601016,DUBAI INVESTMENT,AE,AED,50203000.0,0.5442071,0.7069,1019936312.0,0.0007331555562653809,6388357
32457,2023-12-18,2054,IN3019,INE171Z01018,BHARAT DYNAMICS,IN,INR,50201020.0,1.0,0.2507,844972485.0,0.0006073872113194418,BDVPZL0
32458,2023-12-18,2054,IN403C,INE217B01036,KAJARIA CERAMICS,IN,INR,50101035.0,1.0,0.594,1557467698.0,0.0011195464687922124,BDB5J63
32459,2023-12-18,2054,IN157I,INE372A01015,APAR INDUSTRIES,IN,INR,50202010.0,1.0,0.4027,1004267924.0,0.0007218927297685027,B01WBY5
32460,2023-12-18,2054,IN20QX,INE872J01023,DEVYANI INTERNATIONAL,IN,INR,40501040.0,1.0,0.4072,1084489014.0,0.000779557641950946,BKVD654
32461,2023-12-18,2054,MY245V,MYL3034OO005,HAP SENG CONSOLIDATED,MY,MYR,50203000.0,1.0,0.2548,624370645.0,0.00044881312898167473,6297743
32462,2023-12-18,2054,PL303G,PLALIOR00045,ALIOR BANK,PL,PLN,30101010.0,1.0,0.6809,1685303203.0,0.0012114378052178743,B8W8F13
32463,2023-12-18,2054,SA25V4,SA14QG523GH3,ARABIAN CENTRES COMPANY,SA,SAR,35101010.0,1.0,0.376,958785256.0,0.0006891986582214416,BKBF694
32464,2023-12-18,2054,IN10SY,INE176A01028,Bata India Ltd,IN,INR,40204025.0,1.0,0.431,1114464146.0,0.0008011045114142898,BYMFG13
32465,2023-12-18,2054,IN04GP,INE322A01010,GILLETTE INDIA,IN,INR,45201020.0,1.0,0.1974,473164516.0,0.0003401224074989299,6139931
32466,2023-12-18,2054,SA24FN,SA1330R2TQ16,CATRION CATERING HOLDING,SA,SAR,50205020.0,0.6687455,0.5612,953188823.0,0.0006851758031657457,B7J4PX9
32467,2023-12-18,2054,SA26MW,SA15D1I1VJH7,ARABIAN CONTRACTING SERVICES,SA,SAR,40301020.0,1.0,0.3,830839677.0,0.0005972281978703435,BP4DC81
32468,2023-12-18,2054,CN2CW9,KYG2215N1097,CLOUD MUSIC,CN,HKD,40301010.0,1.0,0.2338,603084817.0,0.0004335123470756872,BP2TRS6
32469,2023-12-18,2054,IN70CO,INE947Q01028,LAURUS LABS,IN,INR,20103015.0,1.0,0.7696,1989108497.0,0.0014298205970631533,BMZ1CH2
32470,2023-12-18,2054,IN0BAQ,INE466L01038,360 ONE WAM,IN,INR,30202010.0,1.0,0.6832,1958248683.0,0.0014076377962027244,BQKRHR8
32471,2023-12-18,2054,TW30C4,KYG5138S1057,JINAN ACETATE CHEMICAL,TW,TWD,55201020.0,1.0,0.5575,1237131807.0,0.000889281073203599,BYRP845
32472,2023-12-18,2054,IN0BDT,INE258G01013,SUMITOMO CHEMICAL INDIA,IN,INR,55201015.0,1.0,0.25,620394637.0,0.000445955075667307,BL1N1S9
32473,2023-12-18,2054,BR16BK,BRGGPSACNOR9,GPS PART. E EMPREENDIMENTOS ON,BR,BRL,50205020.0,1.0,0.6655,1745905328.0,0.0012550001180235773,BLFG6N4
32474,2023-12-18,2054,SA24QY,SA13J051UJH4,AL HAMMADI HOLDING,SA,SAR,20101010.0,0.540811,0.7596,1033672336.0,0.0007430293515191717,BP7RRL8
32475,2023-12-18,2054,BR0406,BRMDIAACNOR7,M Dias Branco,BR,BRL,45102020.0,1.0,0.3668,975663943.0,0.0007013314777033253,B1FRH89
32476,2023-12-18,2054,TW08ZW,TW0006531007,AP MEMORY TECH.,TW,TWD,10102010.0,1.0,0.835,1940821490.0,0.0013951106969831615,BWY5316
32477,2023-12-18,2054,IN60P0,INE105A01035,TVS HOLDINGS,IN,INR,40101025.0,1.0,0.2555,534412500.0,0.00038414897979695896,B84NYN1
32478,2023-12-18,2054,IN117E,INE944F01028,RADICO KHAITAN,IN,INR,45101015.0,1.0,0.6606,1663428077.0,0.001195713421271335,B0VY3T0
32479,2023-12-18,2054,IN40CL,INE769A01020,AARTI INDUSTRIES,IN,INR,55201020.0,1.0,0.5427,1426674086.0,0.0010255287715756254,B0VX289
32480,2023-12-18,2054,IN709L,INE572E01012,PNB HOUSING FINANCE,IN,INR,30201025.0,1.0,0.1946,494801292.0,0.0003556754595448594,BD6FGZ6
32481,2023-12-18,2054,IN0B6M,INE716A01013,Whirlpool India,IN,INR,40202020.0,1.0,0.25,513778548.0,0.0003693167825523597,6291790
32482,2023-12-18,2054,BR30BG,BRSMTOACNOR3,SAO MARTINHO,BR,BRL,45102035.0,1.0,0.4626,978158367.0,0.0007031245316359729,B1P3R43
32483,2023-12-18,2054,IN20U1,INE07Y701011,HITACHI ENERGY INDIA,IN,INR,50202010.0,1.0,0.25,662965223.0,0.0004765558703367032,BK709V6
32484,2023-12-18,2054,SA2307,SA11RGL0IU14,ASTRA INDUSTRIAL GROUP,SA,SAR,30202000.0,0.8022623,0.4597,932708619.0,0.000670454123802644,B3CQKT5
32485,2023-12-18,2054,KR190L,KR7058470006,LEENO INDUSTRIAL,KR,KRW,10102020.0,1.0,0.6538,1574717777.0,0.0011319462540690668,6430139
32486,2023-12-18,2054,KR70AC,KR7267260008,HD HYUNDAI ELECTRIC,KR,KRW,50202010.0,1.0,0.5414,1271151069.0,0.0009137349637670597,BD4HFR9
32487,2023-12-18,2054,TW090Y,TW0006592009,HOTAI FINANCE,TW,TWD,30201020.0,1.0,0.3165,738921451.0,0.0005311550937744506,BYQKH22
32488,2023-12-18,2054,TW15FA,TW0001519007,FORTUNE ELECTRIC,TW,TWD,10102015.0,1.0,0.7564,2144879741.0,0.0015417928366052733,6347604
32489,2023-12-18,2054,IN02GN,INE472A01039,Blue Star Ltd,IN,INR,50101025.0,1.0,0.7626,1821720108.0,0.001309497665125359,B1FDHG5
32490,2023-12-18,2054,SA274F,SA15H14I11H6,AL DAWAA MEDICAL SERVICES,SA,SAR,45201015.0,1.0,0.3419,785482307.0,0.0005646241936380825,BPW7GB6
32491,2023-12-18,2054,SA25R0,SA14K0Q0SJ16,LEEJAM SPORTS,SA,SAR,40501030.0,0.6925752,0.4889,873700785.0,0.000628037826969901,BF12ZV5
32492,2023-12-18,2054,ID2164,ID1000144900,MD PICTURES,ID,IDR,40301010.0,1.0,0.2727,648080181.0,0.00046585613240292565,BFYR4R6
32493,2023-12-18,2054,IN18GU,INE914M01019,ASTER DM HEALTHCARE,IN,INR,20101010.0,1.0,0.5028,1193623745.0,0.0008580063974985157,BZ2YSF5
32494,2023-12-18,2054,IN809M,INE269A01021,SONATA SOFTWARE,IN,INR,10101015.0,1.0,0.6828,1748973504.0,0.0012572055991458143,6289922
32495,2023-12-18,2054,IN05GQ,INE043D01016,IDFC,IN,INR,30202010.0,1.0,0.8366,2024074311.0,0.0014549548927165487,B0C5QR1
32496,2023-12-18,2054,CN17HO,HK0000112026,CHINA NONFERROUS MINING CORP,CN,HKD,55102040.0,1.0,0.3046,679321082.0,0.0004883128680651487,B890GY2
32497,2023-12-18,2054,IN70KW,INE791I01019,BRIGADE ENTERPRISES,IN,INR,35101010.0,1.0,0.6682,1597124927.0,0.0011480530700822727,B29ZGD4
32498,2023-12-18,2054,TR005P,TREMGTI00012,Migros Ticaret AS,TR,TRY,45201010.0,1.0,0.5082,1044913164.0,0.0007511095379075386,B50PPK4
32499,2023-12-18,2054,SA229F,SA000A0KDVM8,EMAAR THE ECONOMIC CITY,SA,SAR,35101010.0,0.7752989,0.5603,994711380.0,0.0007150232485569203,B19NK95
32500,2023-12-18,2054,515183,TRABRYAT91Q2,BORUSAN YATIRIM VE PAZ.,TR,TRY,55102010.0,1.0,0.2381,592253951.0,0.00042572685155636917,B03MQ26
32501,2023-12-18,2054,IN086J,INE182A01018,Pfizer,IN,INR,20103015.0,1.0,0.3608,843164515.0,0.0006060875975734993,6124960
32502,2023-12-18,2054,IN0AJY,INE517B01013,TATA TLSVS.MAHARASTRA,IN,INR,15102015.0,1.0,0.2564,588981627.0,0.0004233746237806994,6326067
32503,2023-12-18,2054,IN0218,INE058A01010,SANOFI INDIA LTD,IN,INR,20103015.0,1.0,0.3365,752406476.0,0.0005408484647122309,6100250
32504,2023-12-18,2054,IN19BQ,INE064C01022,TRIDENT,IN,INR,55101020.0,1.0,0.2619,599500536.0,0.00043093587685941116,BL0KWD3
32505,2023-12-18,2054,BR00EG,BRCIELACNOR3,CIELO SA INSTITUICAO DE PAGAMENTO,BR,BRL,50205015.0,1.0,0.4129,1029235533.0,0.0007398400673126644,B614LY3
32506,2023-12-18,2054,PL10CN,PLKRK0000010,KRUK,PL,PLN,30201020.0,1.0,0.9094,2070095152.0,0.0014880358163842176,B4PTLY0
32507,2023-12-18,2054,IN806J,INE149A01033,CHOLAMANDALAM FIN HOLDINGS,IN,INR,30201020.0,1.0,0.61,1427649934.0,0.0010262302353580724,BF93XC7
32508,2023-12-18,2054,IN60GR,INE048G01026,NAVIN FLUORINE INTL.,IN,INR,55201020.0,1.0,0.7119,1642916465.0,0.0011809691650576592,BF1BKG2
32509,2023-12-18,2054,KR22WB,KR7328130000,LUNIT,KR,KRW,20101025.0,1.0,0.8764,1700551421.0,0.001222398603081737,BNRKTL7
32510,2023-12-18,2054,TW18VT,TW0003023008,SINBON Elec,TW,TWD,50202010.0,1.0,1.0,2219329640.0,0.0015953092733406351,6349354
32511,2023-12-18,2054,SA20MQ,SA0007879170,NATIONAL INDZT,SA,SAR,55201000.0,0.4055668,0.9377,813688871.0,0.0005848997724918286,B136MP0
32512,2023-12-18,2054,TR20TF,TREPOLT00013,POLITEKNIK METAL,TR,TRY,55201020.0,1.0,0.1969,347096792.0,0.00024950179596771644,BK1PVV1
32513,2023-12-18,2054,IN501B,INE536H01010,CIE AUTOMOTIVE INDIA,IN,INR,40101025.0,1.0,0.343,748510182.0,0.0005380477118011575,B16NQ89
32514,2023-12-18,2054,SA216B,SA0007879469,SAUDI CEMENT,SA,SAR,50101030.0,0.4575816,0.9312,905359576.0,0.0006507949523445042,B132HD1
32515,2023-12-18,2054,QA2013,QA000A0Q5NE9,VODAFONE QATAR,QA,QAR,15102015.0,1.0,0.3722,777787081.0,0.000559092674040006,B3WYBN0
32516,2023-12-18,2054,IN077J,INE338I01027,MOTILAL OSWAL FINL.SVS.,IN,INR,30202015.0,1.0,0.3499,775330515.0,0.0005573268333781504,B233M14
32517,2023-12-18,2054,CN4D6M,US86366E1064,STRUCTURE THERAPEUTICS ADR,CN,USD,20103010.0,1.0,1.0,1294623152.0,0.0009306072800735823,BQS9486
32518,2023-12-18,2054,MY23AZ,MYL5211OO007,SUNWAY,MY,MYR,35101010.0,1.0,0.3718,815779929.0,0.000586402876924072,B6VGS93
32519,2023-12-18,2054,TH303G,TH3871010Z01,WHA CORPORATION,TH,THB,35101010.0,0.5449173,0.6768,803280396.0,0.0005774179021154955,BX8ZRM8
32520,2023-12-18,2054,IN829O,INE410B01037,VINATI ORGANICS,IN,INR,55201020.0,1.0,0.2813,600871093.0,0.00043192106727562256,BKKKN11
32521,2023-12-18,2054,KR1KMI,KR7214150005,CLASSYS,KR,KRW,20102010.0,1.0,0.2623,495717739.0,0.00035633422441298655,BWT5WS1
32522,2023-12-18,2054,IN12V3,INE836A01035,BIRLASOFT,IN,INR,10101010.0,1.0,0.6089,1445128173.0,0.001038794027710417,B1LQJY0
32523,2023-12-18,2054,B018DT,PLINTCS00010,INTER CARS,PL,PLN,40101025.0,1.0,0.6468,1386646247.0,0.0009967557666116192,B018DT2
32524,2023-12-18,2054,BR172C,BRVAMOACNOR7,VAMOS L CAM MAQ SA COM NPV,BR,BRL,50206050.0,1.0,0.3994,892445912.0,0.000641512289886121,BJLSQZ2
32525,2023-12-18,2054,IN07LX,INE139A01034,National Alum,IN,INR,55102035.0,1.0,0.4872,1244162032.0,0.0008943345735642625,6139447
32526,2023-12-18,2054,B28XVV,GRS496003005,TERNA ENERGY,GR,EUR,65101010.0,1.0,0.4501,905161277.0,0.0006506524100975606,B28XVV2
32527,2023-12-18,2054,IN10TZ,INE233B01017,Blue Dart Ex,IN,INR,50206040.0,1.0,0.25,536575657.0,0.0003857039107813402,6098601
32528,2023-12-18,2054,IN506G,INE191H01014,PVR INOX,IN,INR,40301010.0,1.0,0.7798,1667640339.0,0.0011987412998294479,B0LX4M7
32529,2023-12-18,2054,IN0BHX,INE03QK01018,SUVEN PHARMACEUTICALS,IN,INR,20103015.0,1.0,0.4,852013756.0,0.0006124486518192878,BKTQQK0
32530,2023-12-18,2054,IN12HP,INE285A01027,Elgi Equipments,IN,INR,50204050.0,1.0,0.6633,1310924093.0,0.0009423248013794657,6271189
32531,2023-12-18,2054,CN2D6K,KYG5252B1023,KEYMED BIOSCIENCES,CN,HKD,20103010.0,1.0,0.6097,1100435097.0,0.0007910200825117631,BLPPZP6
32532,2023-12-18,2054,MY207T,MYL5031OO009,TIME DOTCOM,MY,MYR,15102015.0,1.0,0.5554,1156075200.0,0.0008310155706473283,6336538
32533,2023-12-18,2054,IN00RW,INE531E01026,HINDUSTAN COPPER,IN,INR,55102040.0,1.0,0.2569,589061367.0,0.0004234319428734396,B02GZ11
32534,2023-12-18,2054,IN21BJ,INE0DK501011,PIRAMAL PHARMA,IN,INR,20103015.0,1.0,0.4673,943014587.0,0.0006778623096011052,BKS9DQ5
32535,2023-12-18,2054,MY407V,MYL5249OO007,IOI PROPERTIES GROUP,MY,MYR,35101010.0,1.0,0.2102,418470833.0,0.00030080722956842064,BH7JFJ2
32536,2023-12-18,2054,CZ602J,CZ0008040318,MONETA MONEY BANK,CZ,CZK,30101010.0,1.0,0.472,981878812.0,0.0007057988799177603,BD3CQ16
32537,2023-12-18,2054,TW1190,TW0004919006,NUVOTON TECHNOLOGY,TW,TWD,10102010.0,1.0,0.4879,899652120.0,0.000646692291198599,B3M1XS0
32538,2023-12-18,2054,EG0060,EGS48031C016,TELECOM EGYPT,EG,EGP,15102015.0,1.0,0.2,415333183.0,0.0002985518088092506,B0S6009
32539,2023-12-18,2054,CN8EM7,KYG844081060,CHINA TIAN.GP.CEMENT,CN,HKD,50101030.0,1.0,0.3042,576704292.0,0.0004145493704139172,B7FL1V4
32540,2023-12-18,2054,TW05NH,TW0003005005,GETAC HOLDINGS,TW,TWD,10102030.0,1.0,0.687,1428584914.0,0.0010269023222069587,6439620
32541,2023-12-18,2054,SA24EM,SA132GSGS910,SEERA GROUP HOLDING,SA,SAR,40501015.0,0.3760035,0.9218,699828553.0,0.0005030541476251623,B6WTLK3
32542,2023-12-18,2054,TW07VR,TW0006176001,Radiant,TW,TWD,10102015.0,1.0,1.0,1968470402.0,0.001414985421727242,6520278
32543,2023-12-18,2054,BR602A,BRTRPLACNPR1,CTEEP CPAD.TMO.DE ENELA. PN,BR,BRL,65101015.0,1.0,0.4752,926543112.0,0.0006660222042199602,2440972
