,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Close_USD_Cutoff,Weight,Mcap_Units_Index_Currency_Open,SEDOL
32734,2023-12-18,2027,IN01TZ,INE438A01022,Apollo Tyres,IN,INR,40101015.0,5.12867819737,0.0012618259336322005,1731282984.0,6168902
32735,2023-12-18,2027,IN0BN3,INE741K01010,CREDITACCESS GRAMEEN,IN,INR,30201020.0,20.38520677,0.0006501446395106817,902462036.0,BYVKG53
32736,2023-12-18,2027,EG20EA,EGS38191C010,ABOU KIR FERTILIZERS,EG,EGP,55201015.0,2.56797005646,0.0005195487434215873,704501444.0,6005474
32737,2023-12-18,2027,IN06S3,INE115A01026,LIC Housing,IN,INR,30201025.0,5.88412997767,0.0013990617438633334,1961033680.0,6101026
32738,2023-12-18,2027,BR02Y2,BREMBRACNOR4,Embraer,BR,BRL,50201010.0,4.3590488083,0.0024087034300065437,3382085834.0,B16FPG6
32739,2023-12-18,2027,BR02JN,BRCPLEACNPB9,COPEL - CIA PR DE ENERGIA,BR,BRL,65101010.0,1.917981475652,0.0015135925603507782,2087932294.0,2200154
32740,2023-12-18,2027,IN0A1G,INE424H01027,Sun TV network,IN,INR,40301035.0,8.09532534731,0.0005958031650247721,822615241.0,B128WL3
32741,2023-12-18,2027,AE2280,AED000901010,DUBAI FINANCIAL MARKET,AE,AED,30202015.0,0.3975757468839999,0.0004250844607830955,589783976.0,B1GPBP7
32742,2023-12-18,2027,MX406T,MX01VE0M0003,VESTA,MX,MXN,35101010.0,3.768824558934,0.0024053408667490017,3320236688.0,B8F6ZF8
32743,2023-12-18,2027,IN50W6,INE387A01021,SUNDRAM FASTENERS,IN,INR,40101025.0,14.945953951840002,0.0011953975830329287,1633256165.0,6730895
32744,2023-12-18,2027,IN80DQ,INE298J01013,NIPPON LIFE INDIA ASSET MGM,IN,INR,30202010.0,5.0243539039,0.0004963911616649556,688780972.0,BF29PR1
32745,2023-12-18,2027,IN811F,INE878B01027,KEI INDUSTRIES,IN,INR,50202010.0,34.525945054425,0.0017751828073391705,2467856658.0,B1L9PJ6
32746,2023-12-18,2027,IN30KS,INE474Q01031,GLOBAL HEALTH,IN,INR,20101010.0,11.50924791638,0.0007196680110234734,992235125.0,BN960L0
32747,2023-12-18,2027,IN18V9,INE732I01013,ANGEL ONE,IN,INR,30202015.0,36.77611214289,0.00127239886948223,1703737723.0,BMCMVV5
32748,2023-12-18,2027,MX504S,MX01OM000018,GRUPO AERO DEL CENTRO 'B',MX,MXN,50206060.0,8.943402832992001,0.0007865268298730369,1050411045.0,B1KFX13
32749,2023-12-18,2027,SA23GN,SA1230K1UGH7,ABDULLAH AL OTHAIM MKTS,SA,SAR,45201010.0,3.35866681332,0.0009350456384109248,1311555404.0,B3BQB93
32750,2023-12-18,2027,IN60U5,INE410P01011,NARAYANA HRUDAYALAYA,IN,INR,20101010.0,14.70852624946,0.000791648713871438,1100612885.0,BD0CSH9
32751,2023-12-18,2027,BR906H,BRALOSACNOR5,ALLOS,BR,BRL,35101010.0,5.186254349596,0.001831739201003736,2534280479.0,BMHVKZ4
32752,2023-12-18,2027,IN30EM,INE031B01049,AJANTA PHARMA,IN,INR,20103015.0,23.6348485551,0.0007584551981295842,1041311519.0,BWFGD74
32753,2023-12-18,2027,QA20MO,QA0007227695,QATAR NAVIGATION,QA,QAR,50206030.0,2.6091703431,0.0019373598343118375,2668824578.0,6148205
32754,2023-12-18,2027,KR22S7,KR7403870009,HPSP,KR,KRW,10102020.0,35.96544736,0.0008502940737909419,1172062974.0,BPDWY61
32755,2023-12-18,2027,IN0B9P,INE256A01028,Zee Entrtainment,IN,INR,40301035.0,3.03259928949,0.002234548072808407,3045390728.0,6188535
32756,2023-12-18,2027,IN041A,INE302A01020,Exide Industries,IN,INR,50205010.0,3.418119523405,0.001225351649335194,1634222274.0,B1D3ZC9
32757,2023-12-18,2027,IN025C,INE462A01022,BayerCrop,IN,INR,55201015.0,64.44723163845,0.0006845157939647776,937775941.0,6716992
32758,2023-12-18,2027,QA20UW,QA000A0KD6J5,BARWA REAL ESTATE,QA,QAR,35101010.0,0.7415536764600001,0.0011606297029299508,1598834141.0,B0YTG26
32759,2023-12-18,2027,MX109T,US92837L1098,VISTA ENERGY ADR,MX,USD,60101010.0,30.83,0.001982798264397765,2567189835.0,BJ84772
32760,2023-12-18,2027,MX302O,MXP001391012,ALSEA,MX,MXN,40501040.0,3.499417213038,0.0013306675720419956,1810285061.0,2563017
32761,2023-12-18,2027,BR10X0,BRGMATACNOR7,GRUPO MATEUS ON,BR,BRL,40401010.0,1.28743999687,0.00045147854180651486,625581150.0,BN7JD67
32762,2023-12-18,2027,MX204P,MX01R0000006,REGIONAL S.A.B. DE C.V.,MX,MXN,30101010.0,8.664209322822,0.0008888091444785185,1234734047.0,BG1Z6X0
32763,2023-12-18,2027,IN07NZ,INE589A01014,NLC INDIA,IN,INR,65101015.0,2.04451632605,0.0005094374914666848,717248617.0,6374895
32764,2023-12-18,2027,IN07GS,INE331A01037,RAMCO CEMENTS,IN,INR,50101030.0,11.941534212885,0.0011614349360447812,1633505972.0,6698153
32765,2023-12-18,2027,IN70O0,INE913H01037,ENDURANCE TECHNOLOGIES,IN,INR,40101025.0,19.945725694635,0.000545527152792205,737653164.0,BYZ02R3
32766,2023-12-18,2027,TW02OF,TW0002313004,Compeq Mftg,TW,TWD,10102015.0,2.34635172082,0.0019790274825937566,2781482570.0,6215273
32767,2023-12-18,2027,IN60ZA,INE572A01036,JB CHEMICALS & PHARMS.,IN,INR,20103015.0,17.9149993614,0.0009197949509620554,1221374716.0,BNQNGS3
32768,2023-12-18,2027,TW11B2,TW0001477008,Makalot,TW,TWD,40204020.0,11.4596714332,0.0019687607433203523,2721580374.0,6580432
32769,2023-12-18,2027,SA2239,SA000A0EAXM3,SAUDIA DAIRY & FDSF,SA,SAR,45102020.0,85.03291376579999,0.0008369504697978963,1120792210.0,B133P41
32770,2023-12-18,2027,IN12IQ,INE536A01023,Grindwell Norton,IN,INR,55101000.0,24.899330939745,0.0010243037211994782,1414452512.0,B156WQ9
32771,2023-12-18,2027,IN05KU,INE530B01024,IIFL FINANCE,IN,INR,30201020.0,7.2307527543,0.001306919577516522,1812599886.0,B0838V7
32772,2023-12-18,2027,BR171B,BRSMFTACNOR1,SMARTFIT ESCOLA SA COM NPV,BR,BRL,40501030.0,4.69358046103,0.0009188823167483352,1275752975.0,BF4XNJ9
32773,2023-12-18,2027,TW03JB,TW0002388006,VIA TECHNOLOGIES,TW,TWD,10102010.0,5.5217690565,0.0008428896344179691,1190242595.0,6146823
32774,2023-12-18,2027,IN09N1,INE640A01023,SKF India Ltd,IN,INR,50204000.0,55.207936452400006,0.0009693289969129895,1306556424.0,6411510
32775,2023-12-18,2027,IN10U0,INE120A01034,Carborundum Univ,IN,INR,55101000.0,14.309815587635,0.0013640662271494066,1884755663.0,B6X5768
32776,2023-12-18,2027,IN60FQ,INE600L01024,DR LAL PATHLABS,IN,INR,20102020.0,32.245200155805,0.0009058828448954552,1250376709.0,BYY2W03
32777,2023-12-18,2027,IN05T3,INE821I01022,IRB Infrast Dvlp,IN,INR,50101010.0,0.4452368984530001,0.0005603842019654507,743436228.0,BMTY040
32778,2023-12-18,2027,IN08AN,INE140A01024,PIRAMAL ENTERPRISES,IN,INR,30201020.0,11.114134643985,0.0010122463126954924,1405116566.0,B058J56
32779,2023-12-18,2027,KR22L0,KR7277810008,RAINBOW ROBOTICS,KR,KRW,50204000.0,137.50582676,0.0008469160743930363,1152129732.0,BM9Q3J2
32780,2023-12-18,2027,TW04YR,TW0002812005,Taichung Comm Bk,TW,TWD,30101010.0,0.50576203532,0.001411200629839021,1978577810.0,6869971
32781,2023-12-18,2027,IN0BJZ,INE325A01013,TIMKEN INDIA,IN,INR,50204000.0,35.134503433,0.0008847156969614835,1209003823.0,6143857
32782,2023-12-18,2027,IN04LU,INE935A01035,Glenmark Phrm,IN,INR,20103015.0,9.353212518,0.0010993341339654203,1530182976.0,6698755
32783,2023-12-18,2027,IN0BBR,INE763G01038,ICICI SECURITIES,IN,INR,30202015.0,8.146288364235001,0.0005196126933533588,721684264.0,BF2LT08
32784,2023-12-18,2027,IN303B,INE128S01021,FIVE-STAR BUSINESS FINANCE,IN,INR,30201020.0,9.0294474693,0.0005212186189012113,721261199.0,BP5JGC0
32785,2023-12-18,2027,IN04R0,INE233A01035,Godrej Indus,IN,INR,50203000.0,7.771560298610001,0.0011351705145352172,1554596355.0,B1BFBC9
32786,2023-12-18,2027,SA22DJ,SA000A0LE310,ADVANCED PETROCHEMICALS,SA,SAR,55201020.0,9.969376096679998,0.0007077855033397643,960569631.0,B1P6WF8
32787,2023-12-18,2027,SA226C,SA000A0HNGZ6,ALDREES PTL& TRANSVS,SA,SAR,60101020.0,34.43966287943999,0.0009827422348567612,1342014064.0,B128FF8
32788,2023-12-18,2027,IN05PZ,INE136B01020,Cyient Ltd,IN,INR,10101010.0,23.33986262184,0.001744370322781756,2372989393.0,B19HGC2
32789,2023-12-18,2027,IN315E,INE672A01018,TATA INVESTMENT CORPORATION,IN,INR,30202010.0,50.78434658331,0.0005107300773029806,698594837.0,6461377
32790,2023-12-18,2027,IN3019,INE171Z01018,BHARAT DYNAMICS,IN,INR,50201020.0,13.932089697485,0.0006133918056181327,770214291.0,BDVPZL0
32791,2023-12-18,2027,IN403C,INE217B01036,KAJARIA CERAMICS,IN,INR,50101035.0,15.993393840875,0.0011306142470451927,1562586832.0,BDB5J63
32792,2023-12-18,2027,IN157I,INE372A01015,APAR INDUSTRIES,IN,INR,50202010.0,66.296889370375,0.0007290293332627799,1004866127.0,B01WBY5
32793,2023-12-18,2027,IN20QX,INE872J01023,DEVYANI INTERNATIONAL,IN,INR,40501040.0,2.1020745569300003,0.0007872643106434159,1092710650.0,BKVD654
32794,2023-12-18,2027,MY245V,MYL3034OO005,HAP SENG CONSOLIDATED,MY,MYR,50203000.0,1.015126912316,0.0004532483500341982,632943025.0,6297743
32795,2023-12-18,2027,PL303G,PLALIOR00045,ALIOR BANK,PL,PLN,30101010.0,19.342202886664,0.0012234091289611993,1685608412.0,B8W8F13
32796,2023-12-18,2027,SA25V4,SA14QG523GH3,ARABIAN CENTRES COMPANY,SA,SAR,35101010.0,5.293898643852,0.0006960094864407984,940692219.0,BKBF694
32797,2023-12-18,2027,IN10SY,INE176A01028,Bata India Ltd,IN,INR,40204025.0,19.440892044625,0.0008090241986725091,1102031525.0,BYMFG13
32798,2023-12-18,2027,IN04GP,INE322A01010,GILLETTE INDIA,IN,INR,45201020.0,76.09917600222,0.0003434848501850054,478333971.0,6139931
32799,2023-12-18,2027,SA24FN,SA1330R2TQ16,CATRION CATERING HOLDING,SA,SAR,50205020.0,30.22800131988,0.0006919468727302884,943342462.0,B7J4PX9
32800,2023-12-18,2027,SA26MW,SA15D1I1VJH7,ARABIAN CONTRACTING SERVICES,SA,SAR,40301020.0,49.36707093863999,0.0006031301471172269,847629917.0,BP4DC81
32801,2023-12-18,2027,CN2CW9,KYG2215N1097,CLOUD MUSIC,CN,HKD,40301010.0,11.523269673,0.0004377963437806602,574874862.0,BP2TRS6
32802,2023-12-18,2027,IN70CO,INE947Q01028,LAURUS LABS,IN,INR,20103015.0,4.56148979724,0.0014439557501930373,1921697927.0,BMZ1CH2
32803,2023-12-18,2027,IN0BAQ,INE466L01038,360 ONE WAM,IN,INR,30202010.0,6.827245573235,0.001421553629000075,1952073071.0,BQKRHR8
32804,2023-12-18,2027,TW30C4,KYG5138S1057,JINAN ACETATE CHEMICAL,TW,TWD,55201020.0,28.3930965398,0.0008980681471173617,1211987554.0,BYRP845
32805,2023-12-18,2027,IN0BDT,INE258G01013,SUMITOMO CHEMICAL INDIA,IN,INR,55201015.0,4.87686093727,0.0004503637648594525,609065002.0,BL1N1S9
32806,2023-12-18,2027,BR16BK,BRGGPSACNOR9,GPS PART. E EMPREENDIMENTOS ON,BR,BRL,50205020.0,3.6190242431700006,0.001267402298864673,1736710339.0,BLFG6N4
32807,2023-12-18,2027,SA24QY,SA13J051UJH4,AL HAMMADI HOLDING,SA,SAR,20101010.0,15.193968917399998,0.0007503721442417921,1017901473.0,BP7RRL8
32808,2023-12-18,2027,BR0406,BRMDIAACNOR7,M Dias Branco,BR,BRL,45102020.0,7.152894974736,0.0007082621943516022,979344051.0,B1FRH89
32809,2023-12-18,2027,TW08ZW,TW0006531007,AP MEMORY TECH.,TW,TWD,10102010.0,14.9807995272,0.0014088959380054457,1957842798.0,BWY5316
32810,2023-12-18,2027,IN60P0,INE105A01035,TVS HOLDINGS,IN,INR,40101025.0,72.72122732745001,0.00038794669031801446,496322946.0,B84NYN1
32811,2023-12-18,2027,IN117E,INE944F01028,RADICO KHAITAN,IN,INR,45101015.0,18.09007231366,0.0012075341975788197,1718757746.0,B0VY3T0
32812,2023-12-18,2027,IN40CL,INE769A01020,AARTI INDUSTRIES,IN,INR,55201020.0,6.646176971925001,0.0010356671030039165,1399673020.0,B0VX289
32813,2023-12-18,2027,IN709L,INE572E01012,PNB HOUSING FINANCE,IN,INR,30201025.0,9.277067775065,0.0003591916551104396,488482648.0,BD6FGZ6
32814,2023-12-18,2027,IN0B6M,INE716A01013,Whirlpool India,IN,INR,40202020.0,18.97622924325,0.0003729678361756243,515908882.0,6291790
32815,2023-12-18,2027,BR30BG,BRSMTOACNOR3,SAO MARTINHO,BR,BRL,45102035.0,6.714962629344,0.0007100729703455297,947744385.0,B1P3R43
32816,2023-12-18,2027,IN20U1,INE07Y701011,HITACHI ENERGY INDIA,IN,INR,50202010.0,56.02214559339,0.00048126708991238414,650806647.0,BK709V6
32817,2023-12-18,2027,SA2307,SA11RGL0IU14,ASTRA INDUSTRIAL GROUP,SA,SAR,30202000.0,29.534943088559995,0.0006770797012121766,920123013.0,B3CQKT5
32818,2023-12-18,2027,KR190L,KR7058470006,LEENO INDUSTRIAL,KR,KRW,10102020.0,154.86845652,0.0011431066724664905,1560309325.0,6430139
32819,2023-12-18,2027,KR70AC,KR7267260008,HD HYUNDAI ELECTRIC,KR,KRW,50202010.0,65.18737334,0.0009227438882328767,1234298232.0,BD4HFR9
32820,2023-12-18,2027,TW090Y,TW0006592009,HOTAI FINANCE,TW,TWD,30201020.0,4.1453280743,0.0005364034944120999,743330015.0,BYQKH22
32821,2023-12-18,2027,TW15FA,TW0001519007,FORTUNE ELECTRIC,TW,TWD,10102015.0,8.962871512,0.0015570274579629585,2196757782.0,6347604
32822,2023-12-18,2027,IN02GN,INE472A01039,Blue Star Ltd,IN,INR,50101025.0,12.024274169775,0.0013224432946017856,1831893302.0,B1FDHG5
32823,2023-12-18,2027,SA274F,SA15H14I11H6,AL DAWAA MEDICAL SERVICES,SA,SAR,45201015.0,27.24251970804,0.0005702039421482526,797874174.0,BPW7GB6
32824,2023-12-18,2027,SA25R0,SA14K0Q0SJ16,LEEJAM SPORTS,SA,SAR,40501030.0,44.03585377463999,0.0006342442505471126,880317158.0,BF12ZV5
32825,2023-12-18,2027,ID2164,ID1000144900,MD PICTURES,ID,IDR,40301010.0,0.24117016,0.0004704706944431125,647534983.0,BFYR4R6
32826,2023-12-18,2027,IN18GU,INE914M01019,ASTER DM HEALTHCARE,IN,INR,20101010.0,4.57827761458,0.0008664886132761518,1198164605.0,BZ2YSF5
32827,2023-12-18,2027,IN809M,INE269A01021,SONATA SOFTWARE,IN,INR,10101015.0,16.2961741179,0.0012696342788113323,1787910119.0,6289922
32828,2023-12-18,2027,IN05GQ,INE043D01016,IDFC,IN,INR,30202010.0,1.419170130135,0.0014693384562290222,2045776173.0,B0C5QR1
32829,2023-12-18,2027,CN17HO,HK0000112026,CHINA NONFERROUS MINING CORP,CN,HKD,55102040.0,0.6056118394810001,0.0004931383478845049,682964798.0,B890GY2
32830,2023-12-18,2027,IN70KW,INE791I01019,BRIGADE ENTERPRISES,IN,INR,35101010.0,9.787297509220002,0.0011594026691492878,1590536172.0,B29ZGD4
32831,2023-12-18,2027,TR005P,TREMGTI00012,Migros Ticaret AS,TR,TRY,45201010.0,12.4688142679,0.0007585314155244861,1117087557.0,B50PPK4
32832,2023-12-18,2027,SA229F,SA000A0KDVM8,EMAAR THE ECONOMIC CITY,SA,SAR,35101010.0,1.983212785008,0.00072208925791239,997333033.0,B19NK95
32833,2023-12-18,2027,515183,TRABRYAT91Q2,BORUSAN YATIRIM VE PAZ.,TR,TRY,55102010.0,79.6479087912,0.0004299335205828242,656884186.0,B03MQ26
32834,2023-12-18,2027,IN086J,INE182A01018,Pfizer,IN,INR,20103015.0,48.95807188268,0.0006120793612859854,836249981.0,6124960
32835,2023-12-18,2027,IN0AJY,INE517B01013,TATA TLSVS.MAHARASTRA,IN,INR,15102015.0,1.141691492101,0.0004275600601051123,550356507.0,6326067
32836,2023-12-18,2027,IN0218,INE058A01010,SANOFI INDIA LTD,IN,INR,20103015.0,96.529949705,0.0005461952457015675,743745191.0,6100250
32837,2023-12-18,2027,IN19BQ,INE064C01022,TRIDENT,IN,INR,55101020.0,0.434924382087,0.0004351960800577414,595615692.0,BL0KWD3
32838,2023-12-18,2027,BR00EG,BRCIELACNOR3,CIELO SA INSTITUICAO DE PAGAMENTO,BR,BRL,50205015.0,0.815040753924,0.0007471513308347193,1027547602.0,B614LY3
32839,2023-12-18,2027,PL10CN,PLKRK0000010,KRUK,PL,PLN,30201020.0,114.47937650464,0.001502740492710672,2129781490.0,B4PTLY0
32840,2023-12-18,2027,IN806J,INE149A01033,CHOLAMANDALAM FIN HOLDINGS,IN,INR,30201020.0,11.773656039485,0.001036375507440298,1449232224.0,BF93XC7
32841,2023-12-18,2027,IN60GR,INE048G01026,NAVIN FLUORINE INTL.,IN,INR,55201020.0,44.319238212695,0.0011926441854512083,1644423537.0,BF1BKG2
32842,2023-12-18,2027,KR22WB,KR7328130000,LUNIT,KR,KRW,20101025.0,77.35671652,0.001234450759722328,1643846160.0,BNRKTL7
32843,2023-12-18,2027,TW18VT,TW0003023008,SINBON Elec,TW,TWD,50202010.0,9.1709381721,0.001611072696335087,2308307411.0,6349354
32844,2023-12-18,2027,SA20MQ,SA0007879170,NATIONAL INDZT,SA,SAR,55201000.0,3.25204247004,0.0005906798894217305,797412768.0,B136MP0
32845,2023-12-18,2027,TR20TF,TREPOLT00013,POLITEKNIK METAL,TR,TRY,55201020.0,579.856185412,0.0002519671789429122,345824066.0,BK1PVV1
32846,2023-12-18,2027,IN501B,INE536H01010,CIE AUTOMOTIVE INDIA,IN,INR,40101025.0,5.712054849935001,0.0005433668256030037,750099652.0,B16NQ89
32847,2023-12-18,2027,SA216B,SA0007879469,SAUDI CEMENT,SA,SAR,50101030.0,14.074413312959996,0.0006572262621775321,908832391.0,B132HD1
32848,2023-12-18,2027,QA2013,QA000A0Q5NE9,VODAFONE QATAR,QA,QAR,15102015.0,0.5053550980320001,0.0005646176897716984,777793374.0,B3WYBN0
32849,2023-12-18,2027,IN077J,INE338I01027,MOTILAL OSWAL FINL.SVS.,IN,INR,30202015.0,14.412940751295,0.0005628365374617417,759298045.0,B233M14
32850,2023-12-18,2027,CN4D6M,US86366E1064,STRUCTURE THERAPEUTICS ADR,CN,USD,20103010.0,55.69,0.0009398036442922023,2263964105.0,BQS9486
32851,2023-12-18,2027,MY23AZ,MYL5211OO007,SUNWAY,MY,MYR,35101010.0,0.424936847016,0.0005921977751056271,815901685.0,B6VGS93
32852,2023-12-18,2027,TH303G,TH3871010Z01,WHA CORPORATION,TH,THB,35101010.0,0.142136506,0.0005831240097807887,798829208.0,BX8ZRM8
32853,2023-12-18,2027,IN829O,INE410B01037,VINATI ORGANICS,IN,INR,55201020.0,20.499723666855,0.00043619102438297724,596870059.0,BKKKN11
32854,2023-12-18,2027,KR1KMI,KR7214150005,CLASSYS,KR,KRW,20102010.0,32.32239558,0.0003598474841863135,497331713.0,BWT5WS1
32855,2023-12-18,2027,IN12V3,INE836A01035,BIRLASOFT,IN,INR,10101010.0,7.5785003992,0.0010490635008619021,1453709240.0,B1LQJY0
32856,2023-12-18,2027,BR172C,BRVAMOACNOR7,VAMOS L CAM MAQ SA COM NPV,BR,BRL,50206050.0,1.871349790726,0.0006478518492723501,886522952.0,BJLSQZ2
32857,2023-12-18,2027,IN07LX,INE139A01034,National Alum,IN,INR,55102035.0,1.103319338181,0.0009031759299576287,1193792093.0,6139447
32858,2023-12-18,2027,B28XVV,GRS496003005,TERNA ENERGY,GR,EUR,65101010.0,17.119359,0.0006570822285564842,905202741.0,B28XVV2
32859,2023-12-18,2027,IN10TZ,INE233B01017,Blue Dart Ex,IN,INR,50206040.0,85.13821651,0.0003895169945618958,527578887.0,6098601
32860,2023-12-18,2027,IN506G,INE191H01014,PVR INOX,IN,INR,40301010.0,20.60224926561,0.0012105919979682209,1636368196.0,B0LX4M7
32861,2023-12-18,2027,IN0BHX,INE03QK01018,SUVEN PHARMACEUTICALS,IN,INR,20103015.0,7.922051089765,0.0006185032856114692,861373692.0,BKTQQK0
32862,2023-12-18,2027,IN12HP,INE285A01027,Elgi Equipments,IN,INR,50204050.0,6.355387993,0.0009516405745646657,1331044756.0,6271189
32863,2023-12-18,2027,CN2D6K,KYG5252B1023,KEYMED BIOSCIENCES,CN,HKD,20103010.0,7.189239912655,0.0007988369950124796,1132026361.0,BLPPZP6
32864,2023-12-18,2027,MY207T,MYL5031OO009,TIME DOTCOM,MY,MYR,15102015.0,1.09453430292,0.000839227758562313,1153152071.0,6336538
32865,2023-12-18,2027,IN00RW,INE531E01026,HINDUSTAN COPPER,IN,INR,55102040.0,2.077492395825,0.0004276179681352545,561224560.0,B02GZ11
32866,2023-12-18,2027,IN21BJ,INE0DK501011,PIRAMAL PHARMA,IN,INR,20103015.0,1.51689920965,0.0006845636232057547,936657064.0,BKS9DQ5
32867,2023-12-18,2027,MY407V,MYL5249OO007,IOI PROPERTIES GROUP,MY,MYR,35101010.0,0.3626986219479999,0.00030377983992935237,423063576.0,BH7JFJ2
32868,2023-12-18,2027,CZ602J,CZ0008040318,MONETA MONEY BANK,CZ,CZK,30101010.0,3.9158520633,0.000712774029945312,967509461.0,BD3CQ16
32869,2023-12-18,2027,TW1190,TW0004919006,NUVOTON TECHNOLOGY,TW,TWD,10102010.0,4.7535229269,0.0006530823365069831,924473278.0,B3M1XS0
32870,2023-12-18,2027,EG0060,EGS48031C016,TELECOM EGYPT,EG,EGP,15102015.0,1.164728951884,0.0003015017838586732,405170713.0,B0S6009
32871,2023-12-18,2027,CN8EM7,KYG844081060,CHINA TIAN.GP.CEMENT,CN,HKD,50101030.0,0.674751457519,0.0004186459932091145,572645074.0,B7FL1V4
32872,2023-12-18,2027,TW05NH,TW0003005005,GETAC HOLDINGS,TW,TWD,10102030.0,3.2490409231,0.0010370492538796243,1451628064.0,6439620
32873,2023-12-18,2027,SA24EM,SA132GSGS910,SEERA GROUP HOLDING,SA,SAR,40501015.0,6.552065894555999,0.0005080254454098044,706755483.0,B6WTLK3
32874,2023-12-18,2027,TW07VR,TW0006176001,Radiant,TW,TWD,10102015.0,4.2253537128,0.0014289670466548395,2002343686.0,6520278
32875,2023-12-18,2027,BR602A,BRTRPLACNPR1,CTEEP CPAD.TMO.DE ENELA. PN,BR,BRL,65101015.0,4.894299452668,0.0006726039791018568,910768769.0,2440972
32876,2023-12-18,2027,IN20CJ,INE745G01035,MULTI CMOD.EX.OF INDIA,IN,INR,30202015.0,38.3601626219,0.000705647667588528,987552560.0,B7L5LS7
32877,2023-12-18,2027,TW0841,TW0006285000,Wistron Neweb,TW,TWD,15101010.0,4.3693998621,0.0014483470991034802,2017608101.0,6682598
32878,2023-12-18,2027,IN04U3,INE246F01010,Gujarat Petro,IN,INR,65102020.0,3.460089066755,0.0007869382766228611,1096814678.0,B0YVBS3
32879,2023-12-18,2027,TR807Z,TREENSA00014,ENERJISA ENERJI,TR,TRY,65101015.0,1.648413638864,0.000266604673991421,381013770.0,BD0MXB8
32880,2023-12-18,2027,TR211O,TREKLRH00038,KILER HOLDING A S,TR,TRY,35101010.0,1.197838001664,0.00022796684301299577,325236381.0,BMWPNC9
32881,2023-12-18,2027,PH405F,PHY1249R1024,CENTURY PACIFIC FOOD,PH,PHP,45102020.0,0.54784637392,0.00048420762383666435,702290226.0,BLRL853
32882,2023-12-18,2027,QA21GJ,QA000M2522L9,QATAR ALUMINIUM MANUFACTURING,QA,QAR,55102035.0,0.3468823308774,0.0005904400201922119,813365121.0,BH4NZS6
