,Date,Index_Component_Count,Internal_Number,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,InfoCode,shares_Cutoff,freeFloat_Cutoff,Free_Float,Capfactor,Free_Float_Market_Cutoff,Full_Market_Cap_Cutoff,FOR_FF,Source,Weight,Mcap_Units_Index_Currency_Open
25,2023-12-18,2027,IN0A1G,INE424H01027,B128WL,Sun TV network,IN,INR,40301035.0,820746521.0,30343.0,394084620.0,0.25,0.25,1.0,797560803.3177574,3190243213.271029,0.25,SMALL Cap Index,0.0005948332000572398,822615241.0
26,2023-12-18,2027,AE2280,AED000901010,B1GPBP,DUBAI FINANCIAL MARKET,AE,AED,30202015.0,585573580.0,162093.0,8000000000.0,0.1934,0.1934,1.0,615129195.5789247,3180605975.0719995,0.19,SMALL Cap Index,0.0004264728785721128,589783976.0
27,2023-12-18,2027,MX406T,MX01VE0M0003,B8F6ZF,VESTA,MX,MXN,35101010.0,3313468716.0,262359.0,841986436.0,1.0,1.0,1.0,3173299158.2861104,3173299158.2861104,1.0,SMALL Cap Index,0.0024008636305712346,3320236688.0
28,2023-12-18,2027,IN50W6,INE387A01021,673089,SUNDRAM FASTENERS,IN,INR,40101025.0,1646715669.0,26500.0,210128370.0,0.5164,0.5164,1.0,1621789801.6463203,3140568941.9951982,0.52,SMALL Cap Index,0.0011810077697553445,1633256165.0
29,2023-12-18,2027,IN80DQ,INE298J01013,BF29PR,NIPPON LIFE INDIA ASSET MGM,IN,INR,30202010.0,683801871.0,301645.0,623651704.0,0.2028,0.2043,1.0,640163196.2900225,3133446873.666287,0.2,SMALL Cap Index,0.0004980576207355926,688780972.0
30,2023-12-18,2027,IN811F,INE878B01027,B1L9PJ,KEI INDUSTRIES,IN,INR,50202010.0,2445396733.0,30358.0,90192438.0,0.74,0.7403,1.0,2305278771.1949625,3113979158.7126336,0.74,SMALL Cap Index,0.001784507507271805,2467856658.0
31,2023-12-18,2027,IN30KS,INE474Q01031,BN960L,GLOBAL HEALTH,IN,INR,20101010.0,991376097.0,359334.0,268360382.0,0.3276,0.3318,1.0,1024806162.3341758,3088626167.372441,0.33,SMALL Cap Index,0.0007174853627747766,992235125.0
32,2023-12-18,2027,IN18V9,INE732I01013,BMCMVV,ANGEL ONE,IN,INR,30202015.0,1752788516.0,330348.0,83858307.0,0.4924,0.5173,1.0,1595344148.4630153,3083982502.3448973,0.52,SMALL Cap Index,0.0012319729945659069,1703737723.0
33,2023-12-18,2027,MX504S,MX01OM000018,B1KFX1,GRUPO AERO DEL CENTRO 'B',MX,MXN,50206060.0,1083477224.0,33345.0,340345556.0,0.808,0.808,0.3662669,900807328.3055532,3043847409.726638,0.3,SMALL Cap Index,0.000759552378963058,1050411045.0
34,2023-12-18,2027,SA23GN,SA1230K1UGH7,B3BQB9,ABDULLAH AL OTHAIM MKTS,SA,SAR,45201010.0,1288068778.0,152916.0,900000000.0,0.6633,0.6633,0.6151063,1233302480.4215171,3022800131.988,0.41,SMALL Cap Index,0.0009483859028253598,1311555404.0
35,2023-12-18,2027,IN60U5,INE410P01011,BD0CSH,NARAYANA HRUDAYALAYA,IN,INR,20101010.0,1090532857.0,287254.0,204360804.0,0.3758,0.3758,1.0,1129597020.748027,3005846249.99475,0.38,SMALL Cap Index,0.0007958533367469917,1100612885.0
36,2023-12-18,2027,BR906H,BRALOSACNOR5,BMHVKZ,ALLOS,BR,BRL,35101010.0,2523305791.0,248825.0,573936909.0,0.8139,0.8139,1.0,2422640733.3466067,2976582790.694934,0.81,SMALL Cap Index,0.0018325385818692415,2534280479.0
37,2023-12-18,2027,IN30EM,INE031B01049,BWFGD7,AJANTA PHARMA,IN,INR,20103015.0,1044807248.0,6485.0,125915655.0,0.3647,0.3647,1.0,1085346265.143053,2975997436.64122,0.36,SMALL Cap Index,0.0007529725103929058,1041311519.0
38,2023-12-18,2027,QA20MO,QA0007227695,614820,QATAR NAVIGATION,QA,QAR,50206030.0,2668803117.0,169120.0,1136164750.0,0.8631,0.8625,1.0,2556835857.1214776,2964447370.575626,0.86,SMALL Cap Index,0.0019298274393668236,2668824578.0
39,2023-12-18,2027,KR22S7,KR7403870009,BPDWY6,HPSP,KR,KRW,10102020.0,1171319563.0,356308.0,81159000.0,0.4066,0.4066,1.0,1186832767.2152116,2918919742.29024,0.41,SMALL Cap Index,0.000847518906464104,1172062974.0
40,2023-12-18,2027,IN0B9P,INE256A01028,618853,Zee Entrtainment,IN,INR,40301035.0,3078193713.0,5401.0,960519420.0,0.9488,0.9488,1.0,2763731540.48892,2912870510.633347,0.95,SMALL Cap Index,0.0022021224770389187,3045390728.0
41,2023-12-18,2027,IN041A,INE302A01020,B1D3ZC,Exide Industries,IN,INR,50205010.0,1687978786.0,45149.0,850000000.0,0.5401,0.5401,1.0,1569207401.4023843,2905401594.89425,0.54,SMALL Cap Index,0.001181706363313343,1634222274.0
42,2023-12-18,2027,IN025C,INE462A01022,671699,BayerCrop,IN,INR,55201015.0,942952286.0,26553.0,44942092.0,0.32,0.32,1.0,926845892.3009698,2896393413.440531,0.32,SMALL Cap Index,0.0006781059189270714,937775941.0
43,2023-12-18,2027,QA20UW,QA000A0KD6J5,B0YTG2,BARWA REAL ESTATE,QA,QAR,35101010.0,1598821300.0,169105.0,3891246370.0,0.55,0.55,1.0,1587062428.4268217,2885568051.68513,0.55,SMALL Cap Index,0.0011561171992092935,1598834141.0
44,2023-12-18,2027,MX109T,US92837L1098,BJ8477,VISTA ENERGY ADR,MX,USD,60101010.0,2731396664.0,318525.0,92858055.0,0.9429,0.9429,1.0,2699347165.6343846,2862813835.65,0.94,SMALL Cap Index,0.0018563353419651354,2567189835.0
45,2023-12-18,2027,MX302O,MXP001391012,256301,ALSEA,MX,MXN,40501040.0,1833056359.0,39876.0,815072646.0,0.6301,0.6278,1.0,1790660911.4479263,2852279247.2888284,0.63,SMALL Cap Index,0.0013090173901244865,1810285061.0
46,2023-12-18,2027,BR10X0,BRGMATACNOR7,BN7JD6,GRUPO MATEUS ON,BR,BRL,40401010.0,621932652.0,330606.0,2209346079.0,0.21,0.209,1.0,594479706.3877938,2844400509.0325065,0.21,SMALL Cap Index,0.00045235782028257864,625581150.0
47,2023-12-18,2027,MX204P,MX01R0000006,BG1Z6X,REGIONAL S.A.B. DE C.V.,MX,MXN,30101010.0,1224375861.0,254183.0,327931333.0,0.4,0.4,1.0,1136506285.0496185,2841265712.624046,0.4,SMALL Cap Index,0.0008928363684385423,1234734047.0
48,2023-12-18,2027,IN07NZ,INE589A01014,637489,NLC INDIA,IN,INR,65101015.0,701773796.0,45215.0,1386636609.0,0.208,0.208,1.0,589680246.5630149,2835001185.39911,0.21,SMALL Cap Index,0.0005186425789632793,717248617.0
49,2023-12-18,2027,IN07GS,INE331A01037,669815,RAMCO CEMENTS,IN,INR,50101030.0,1599930546.0,26584.0,236292380.0,0.544,0.5545,1.0,1564629067.937776,2821693540.014024,0.55,SMALL Cap Index,0.0011811884052332698,1633505972.0
50,2023-12-18,2027,IN70O0,INE913H01037,BYZ02R,ENDURANCE TECHNOLOGIES,IN,INR,40101025.0,751488980.0,293282.0,140662848.0,0.25,0.25,1.0,701405645.4085344,2805622581.6341376,0.25,SMALL Cap Index,0.0005333971098579097,737653164.0
51,2023-12-18,2027,TW02OF,TW0002313004,621527,Compeq Mftg,TW,TWD,10102015.0,2726202237.0,35658.0,1191820589.0,1.0,1.0,1.0,2796430289.908856,2796430289.908856,1.0,SMALL Cap Index,0.0020112904497189294,2781482570.0
52,2023-12-18,2027,IN60ZA,INE572A01036,BNQNGS,JB CHEMICALS & PHARMS.,IN,INR,20103015.0,1267060248.0,5515.0,154928020.0,0.4609,0.4614,1.0,1280632024.0380726,2775535379.3629665,0.46,SMALL Cap Index,0.0008831762342551618,1221374716.0
53,2023-12-18,2027,TW11B2,TW0001477008,658043,Makalot,TW,TWD,40204020.0,2712059327.0,11057.0,241856581.0,1.0,1.0,1.0,2771596952.217122,2771596952.217122,1.0,SMALL Cap Index,0.001967975163104715,2721580374.0
54,2023-12-18,2027,SA2239,SA000A0EAXM3,B133P4,SAUDIA DAIRY & FDSF,SA,SAR,45102020.0,1152938129.0,24359.0,32500000.0,0.482,0.482,0.836722,1114547670.0110607,2763569697.3885,0.4,SMALL Cap Index,0.000810445009580762,1120792210.0
55,2023-12-18,2027,IN12IQ,INE536A01023,B156WQ,Grindwell Norton,IN,INR,55101000.0,1411025931.0,5438.0,110720000.0,0.484,0.484,1.0,1334317298.077906,2756853921.6485662,0.48,SMALL Cap Index,0.0010227908165416075,1414452512.0
56,2023-12-18,2027,IN05KU,INE530B01024,B0838V,IIFL FINANCE,IN,INR,30201020.0,1800342394.0,30357.0,380863841.0,0.6007,0.6079,1.0,1674115425.306276,2753932267.324027,0.61,SMALL Cap Index,0.0013106912404176668,1812599886.0
57,2023-12-18,2027,BR171B,BRSMFTACNOR1,BF4XNJ,SMARTFIT ESCOLA SA COM NPV,BR,BRL,40501030.0,1265803052.0,342240.0,586242289.0,0.4128,0.4227,1.0,1163090901.7468748,2751575353.079902,0.42,SMALL Cap Index,0.0009224971612236319,1275752975.0
58,2023-12-18,2027,TW03JB,TW0002388006,614682,VIA TECHNOLOGIES,TW,TWD,10102010.0,1161119604.0,38655.0,498269941.0,0.4781,0.4782,1.0,1315686743.3833866,2751331541.997881,0.48,SMALL Cap Index,0.0008606645930454907,1190242595.0
59,2023-12-18,2027,IN09N1,INE640A01023,641151,SKF India Ltd,IN,INR,50204000.0,1335295696.0,5342.0,49437963.0,0.4782,0.4782,1.0,1305183739.1718972,2729367919.640103,0.48,SMALL Cap Index,0.0009447711396624413,1306556424.0
60,2023-12-18,2027,IN10U0,INE120A01034,B6X576,Carborundum Univ,IN,INR,55101000.0,1879064557.0,31746.0,189957262.0,0.69,0.6901,1.0,1875866663.5778008,2718253388.7520657,0.6900000000000001,SMALL Cap Index,0.0013628670932299132,1884755663.0
61,2023-12-18,2027,IN60FQ,INE600L01024,BYY2W0,DR LAL PATHLABS,IN,INR,20102020.0,1247895676.0,287102.0,83464852.0,0.4886,0.4923,1.0,1324947104.745218,2691340858.7146416,0.49,SMALL Cap Index,0.0009041475795991362,1250376709.0
62,2023-12-18,2027,IN05T3,INE821I01022,BMTY04,IRB Infrast Dvlp,IN,INR,50101010.0,771955255.0,149287.0,6039000000.0,0.2518,0.25,1.0,672196407.4394169,2688785629.7576675,0.25,SMALL Cap Index,0.0005375788442749308,743436228.0
63,2023-12-18,2027,IN08AN,INE140A01024,B058J5,PIRAMAL ENTERPRISES,IN,INR,30201020.0,1394416291.0,2406.0,238663700.0,0.563,0.5357,1.0,1420965943.938431,2652540496.431643,0.54,SMALL Cap Index,0.0010160399926351714,1405116566.0
64,2023-12-18,2027,KR22L0,KR7277810008,BM9Q3J,RAINBOW ROBOTICS,KR,KRW,50204000.0,1166666212.0,335037.0,19250946.0,0.4287,0.4287,1.0,1134819163.2067747,2647117245.642114,0.43,SMALL Cap Index,0.0008331051762833191,1152129732.0
65,2023-12-18,2027,TW04YR,TW0002812005,686997,Taichung Comm Bk,TW,TWD,30101010.0,1943994385.0,41432.0,5226095343.0,0.7187,0.73,1.0,1929507250.739999,2643160617.452053,0.73,SMALL Cap Index,0.001430709901331071,1978577810.0
66,2023-12-18,2027,IN0BJZ,INE325A01013,614385,TIMKEN INDIA,IN,INR,50204000.0,1218736947.0,4906.0,75218734.0,0.423,0.423,1.0,1117892923.1423905,2642772867.9489136,0.42,SMALL Cap Index,0.000874230839732918,1209003823.0
67,2023-12-18,2027,IN04LU,INE935A01035,669875,Glenmark Phrm,IN,INR,20103015.0,1514383808.0,5734.0,282168156.0,0.5455,0.5455,1.0,1439671996.6041365,2639178728.880177,0.55,SMALL Cap Index,0.0011064755318424626,1530182976.0
68,2023-12-18,2027,IN0BBR,INE763G01038,BF2LT0,ICICI SECURITIES,IN,INR,30202015.0,715790609.0,305333.0,323095550.0,0.2521,0.2522,1.0,663797844.8181794,2632029519.501108,0.25,SMALL Cap Index,0.000521849995952207,721684264.0
69,2023-12-18,2027,IN303B,INE128S01021,BP5JGC,FIVE-STAR BUSINESS FINANCE,IN,INR,30201020.0,718002846.0,359440.0,291434920.0,0.2784,0.2803,1.0,737608413.1309594,2631496300.859648,0.28,SMALL Cap Index,0.000521544077589357,721261199.0
70,2023-12-18,2027,IN04R0,INE233A01035,B1BFBC,Godrej Indus,IN,INR,50203000.0,1563750086.0,31759.0,336638257.0,0.5664,0.5664,1.0,1481818236.216708,2616204513.09447,0.5700000000000001,SMALL Cap Index,0.001124128849737627,1554596355.0
71,2023-12-18,2027,SA22DJ,SA000A0LE310,B1P6WF,ADVANCED PETROCHEMICALS,SA,SAR,55201020.0,975007391.0,34316.0,260000000.0,0.9204,0.9204,0.4114515,981604607.1050172,2592037785.1368,0.38,SMALL Cap Index,0.0006945880394714593,960569631.0
72,2023-12-18,2027,SA226C,SA000A0HNGZ6,B128FF,ALDREES PTL& TRANSVS,SA,SAR,60101020.0,1353773054.0,29286.0,75000000.0,1.0,1.0,0.49,1265657610.81942,2582974715.958,0.49,SMALL Cap Index,0.0009704105642882702,1342014064.0
73,2023-12-18,2027,IN05PZ,INE136B01020,B19HGC,Cyient Ltd,IN,INR,10101010.0,2402951105.0,38856.0,110607559.0,0.8083,0.8087,1.0,2087711803.1160245,2581565231.9970627,0.81,SMALL Cap Index,0.001715908974193291,2372989393.0
74,2023-12-18,2027,IN315E,INE672A01018,646137,TATA INVESTMENT CORPORATION,IN,INR,30202010.0,703554393.0,45172.0,50595296.0,0.2662,0.2662,1.0,683987336.4575858,2569449047.549158,0.27,SMALL Cap Index,0.0005051540279402333,698594837.0
75,2023-12-18,2027,IN3019,INE171Z01018,BDVPZL,BHARAT DYNAMICS,IN,INR,50201020.0,844975690.0,305086.0,183281250.0,0.2507,0.2507,1.0,640160147.2872,2553490814.867172,0.25,SMALL Cap Index,0.0005569420655134057,770214291.0
76,2023-12-18,2027,IN403C,INE217B01036,BDB5J6,KAJARIA CERAMICS,IN,INR,50101035.0,1557473616.0,4666.0,159251300.0,0.594,0.594,1.0,1512899443.779374,2546968760.571337,0.59,SMALL Cap Index,0.0011299067648150522,1562586832.0
77,2023-12-18,2027,IN157I,INE372A01015,B01WBY,APAR INDUSTRIES,IN,INR,50202010.0,1004271753.0,4987.0,38268619.0,0.4027,0.4027,1.0,1021686304.1605524,2537090400.200031,0.4,SMALL Cap Index,0.0007266188421526397,1004866127.0
78,2023-12-18,2027,IN20QX,INE872J01023,BKVD65,DEVYANI INTERNATIONAL,IN,INR,40501040.0,1084493138.0,343352.0,1205498878.0,0.407,0.4072,1.0,1031864557.2835156,2534048519.8514624,0.41,SMALL Cap Index,0.0007901392294725627,1092710650.0
79,2023-12-18,2027,MY245V,MYL3034OO005,629774,HAP SENG CONSOLIDATED,MY,MYR,50203000.0,624370645.0,48883.0,2489681583.0,0.2548,0.2548,1.0,643966939.8346041,2527342778.000801,0.25,SMALL Cap Index,0.0004576811931626483,632943025.0
80,2023-12-18,2027,PL303G,PLALIOR00045,B8W8F1,ALIOR BANK,PL,PLN,30101010.0,1685302874.0,264718.0,130553991.0,0.6809,0.6809,1.0,1719409893.0817072,2525201781.585706,0.68,SMALL Cap Index,0.001218863687152816,1685608412.0
81,2023-12-18,2027,SA25V4,SA14QG523GH3,BKBF69,ARABIAN CENTRES COMPANY,SA,SAR,35101010.0,958785381.0,316947.0,475000000.0,0.3384,0.376,1.0,945490297.7919672,2514601855.8297,0.38,SMALL Cap Index,0.0006802146799717705,940692219.0
82,2023-12-18,2027,IN10SY,INE176A01028,BYMFG1,Bata India Ltd,IN,INR,40204025.0,1114468394.0,5231.0,128527540.0,0.431,0.431,1.0,1076935402.8874266,2498690029.9012218,0.43,SMALL Cap Index,0.0007968791555367134,1102031525.0
83,2023-12-18,2027,IN04GP,INE322A01010,613993,GILLETTE INDIA,IN,INR,45201020.0,473166328.0,5573.0,32585217.0,0.1974,0.1974,1.0,489494391.485467,2479708163.553531,0.2,SMALL Cap Index,0.00034588336379488127,478333971.0
84,2023-12-18,2027,SA24FN,SA1330R2TQ16,B7J4PX,CATRION CATERING HOLDING,SA,SAR,50205020.0,953188942.0,263827.0,82000000.0,0.549,0.5612,0.6687455,930254586.459898,2478696108.23016,0.38,SMALL Cap Index,0.0006821310710693908,943342462.0
85,2023-12-18,2027,SA26MW,SA15D1I1VJH7,BP4DC8,ARABIAN CONTRACTING SERVICES,SA,SAR,40301020.0,830839779.0,346575.0,50000000.0,0.3,0.3,1.0,740506064.0795999,2468353546.932,0.3,SMALL Cap Index,0.0006129213159003002,847629917.0
86,2023-12-18,2027,CN2CW9,KYG2215N1097,BP2TRS,CLOUD MUSIC,CN,HKD,40301010.0,603084789.0,348483.0,213667126.0,0.2329,0.2338,1.0,575649246.8951411,2462143913.1528707,0.23,SMALL Cap Index,0.00041569209607669315,574874862.0
87,2023-12-18,2027,IN70CO,INE947Q01028,BMZ1CH,LAURUS LABS,IN,INR,20103015.0,1989116084.0,294681.0,538650925.0,0.7696,0.7696,1.0,1890946217.6898043,2457050698.6613884,0.77,SMALL Cap Index,0.0013895800496854323,1921697927.0
88,2023-12-18,2027,IN0BAQ,INE466L01038,BQKRHR,360 ONE WAM,IN,INR,30202010.0,1958256122.0,319372.0,357086638.0,0.682,0.6832,1.0,1665585692.7512212,2437918168.5468693,0.68,SMALL Cap Index,0.0014115443207166319,1952073071.0
89,2023-12-18,2027,TW30C4,KYG5138S1057,BYRP84,JINAN ACETATE CHEMICAL,TW,TWD,55201020.0,1237130567.0,286157.0,85813350.0,0.5032,0.5575,1.0,1358352502.5066578,2436506730.953646,0.56,SMALL Cap Index,0.0008763883760516985,1211987554.0
90,2023-12-18,2027,IN0BDT,INE258G01013,BL1N1S,SUMITOMO CHEMICAL INDIA,IN,INR,55201015.0,620396995.0,322504.0,499145736.0,0.25,0.25,1.0,608566085.475821,2434264341.903284,0.25,SMALL Cap Index,0.00044041499126871775,609065002.0
91,2023-12-18,2027,BR16BK,BRGGPSACNOR9,BLFG6N,GPS PART. E EMPREENDIMENTOS ON,BR,BRL,50205020.0,1745905508.0,338804.0,672170267.0,0.6088,0.6655,1.0,1618895627.3002553,2432600491.8110523,0.67,SMALL Cap Index,0.0012558154979769743,1736710339.0
92,2023-12-18,2027,SA24QY,SA13J051UJH4,BP7RRL,AL HAMMADI HOLDING,SA,SAR,20101010.0,1033672466.0,277605.0,160000000.0,0.7596,0.7596,0.540811,998669275.547714,2431035026.7839994,0.41,SMALL Cap Index,0.0007360447027355381,1017901473.0
93,2023-12-18,2027,BR0406,BRMDIAACNOR7,B1FRH8,M Dias Branco,BR,BRL,45102020.0,975664055.0,32854.0,339000000.0,0.3668,0.3668,1.0,889428156.2125429,2424831396.435504,0.37,SMALL Cap Index,0.0007081638252959996,979344051.0
94,2023-12-18,2027,TW08ZW,TW0006531007,BWY531,AP MEMORY TECH.,TW,TWD,10102010.0,1940819565.0,283554.0,161853246.0,0.835,0.835,1.0,2024617011.0124087,2424691031.152585,0.84,SMALL Cap Index,0.0014157164111470188,1957842798.0
95,2023-12-18,2027,IN60P0,INE105A01035,B84NYN,TVS HOLDINGS,IN,INR,40101025.0,534414577.0,4820.0,33326545.0,0.5934,0.2555,1.0,619216323.6482823,2423547254.9834924,0.26,SMALL Cap Index,0.0003588911942260216,496322946.0
96,2023-12-18,2027,IN117E,INE944F01028,B0VY3T,RADICO KHAITAN,IN,INR,45101015.0,1663434419.0,21239.0,133673765.0,0.6605,0.6606,1.0,1597441830.536041,2418168075.289193,0.66,SMALL Cap Index,0.0012428339753753096,1718757746.0
97,2023-12-18,2027,IN40CL,INE769A01020,B0VX28,AARTI INDUSTRIES,IN,INR,55201020.0,1426679517.0,5151.0,362504035.0,0.5418,0.5427,1.0,1307508641.7273695,2409265969.6468945,0.54,SMALL Cap Index,0.0010121037637331849,1399673020.0
98,2023-12-18,2027,IN709L,INE572E01012,BD6FGZ,PNB HOUSING FINANCE,IN,INR,30201025.0,494803181.0,293920.0,259543696.0,0.1943,0.1946,1.0,468558747.6013058,2407804458.3828664,0.19,SMALL Cap Index,0.00035322187360527425,488482648.0
99,2023-12-18,2027,IN0B6M,INE716A01013,629179,Whirlpool India,IN,INR,40202020.0,513780510.0,31653.0,126871830.0,0.25,0.25,1.0,601887232.6476606,2407548930.5906425,0.25,SMALL Cap Index,0.00037305378738784257,515908882.0
100,2023-12-18,2027,BR30BG,BRSMTOACNOR3,B1P3R4,SAO MARTINHO,BR,BRL,45102035.0,978158483.0,34230.0,354011329.0,0.4626,0.4626,1.0,1099680157.9116845,2377172844.599404,0.46,SMALL Cap Index,0.0006853141022290282,947744385.0
