,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Mcap_Units_Index_Currency,Weight
136245,2020-09-21,1245,ID00UP,ID1000118409,PP LONDON SUMATRA INDONESIA,ID,IDR,45102010.0,1.0,187054492.0,0.00033873208483982024
135002,2020-09-21,1245,BR804E,BRBKBRACNOR4,BK BRA.OPEAS.A RTR. ON,BR,BRL,40501040.0,1.0,346740607.0,0.0003375336021372936
134847,2020-09-21,1245,TW0830,TW0006282007,AcBel Polytech,TW,TWD,50202010.0,1.0,353435686.0,0.00033726747601208146
134795,2020-09-21,1245,TW1AHH,TW0002014008,CHUNG HUNG STEEL,TW,TWD,55102010.0,1.0,291192817.0,0.0003365023489187143
136261,2020-09-21,1245,ID30EC,ID1000095607,PANIN FINANCIAL,ID,IDR,30301010.0,1.0,147876705.0,0.0003341798153183897
136301,2020-09-21,1245,TH22AO,TH0617A10Z08,AMATA,TH,THB,35101010.0,0.6481481,245471231.0,0.0003339664998494405
135628,2020-09-21,1245,B0663T,PLCIECH00018,CIECH,PL,PLN,55201000.0,1.0,194399898.0,0.0003328773718980867
135034,2020-09-21,1245,BR10HK,BRRAPTACNPR4,RANDON PN,BR,BRL,50206015.0,1.0,390026888.0,0.0003309154056937793
136042,2020-09-21,1245,HK12X1,KYG5438W1116,LEE'S PHARM.HDG.,CN,HKD,20103015.0,1.0,187955853.0,0.0003304079184452447
134814,2020-09-21,1245,TW05QK,TW0003010005,WAH LEE INDUS,TW,TWD,50205010.0,1.0,401053185.0,0.000329394818573097
134947,2020-09-21,1245,MY90OH,MYL7233OO009,DUFU TECHNOLOGY,MY,MYR,50202010.0,1.0,276241208.0,0.0003290241883539809
136424,2020-09-21,1245,PH30BK,PHY1234G1032,CEBU AIR,PH,PHP,40501010.0,1.0,146857834.0,0.00032879967669404705
134790,2020-09-21,1245,TW05LF,TW0002913001,Taiwan Tea Corp,TW,TWD,45101020.0,1.0,386598304.0,0.0003278435123685632
135058,2020-09-21,1245,BR13EK,BRTUPYACNOR1,TUPY ON,BR,BRL,40101025.0,1.0,189821768.0,0.0003277727877297246
134753,2020-09-21,1245,TW00XM,TW0001103000,Chia Hsin Cement,TW,TWD,50101030.0,1.0,311048303.0,0.0003273735204967772
135801,2020-09-21,1245,IN0229,INE119A01028,Balrampur Chi,IN,INR,45102035.0,0.8193363,269127739.0,0.0003248958274498624
135970,2020-09-21,1245,CN1RYP,US68276W1036,ONESMART INTL.ED.GP.ADR 1:40,CN,USD,40201010.0,1.0,295866216.0,0.0003243285593482225
136183,2020-09-21,1245,LU10M2,VGG5884M1041,MAS REAL ESTATE N,ZA,EUR,35101010.0,1.0,216758373.0,0.0003231468759662927
134631,2020-09-21,1245,TW11D4,TW0008070004,Chang Wah Elec,TW,TWD,10102015.0,1.0,194870698.0,0.00032293572735776516
134661,2020-09-21,1245,TW12QI,TW0002367000,Unitech,TW,TWD,10102015.0,1.0,435884763.0,0.00032247951719725554
135135,2020-09-21,1245,404164,TRAANSGR91O1,ANADOLU SIGORTA,TR,TRY,30302025.0,1.0,148430820.0,0.0003203990738770176
135095,2020-09-21,1245,TR8080,TREMLPC00021,MLP SAGLIK HIZMETLERI,TR,TRY,20101010.0,1.0,192315553.0,0.00031919260746395006
136236,2020-09-21,1245,PK20X8,PK0003101018,ICI PAKISTAN,PK,PKR,55201000.0,1.0,83997598.0,0.00031892999534289965
134802,2020-09-21,1245,TW04E7,TW0002545001,Huang Hsiang,TW,TWD,35101010.0,1.0,190771202.0,0.000318586680901714
134822,2020-09-21,1245,TW11A1,TW0001702009,Namchow Holdings,TW,TWD,45102020.0,1.0,239618762.0,0.00031699329859681584
135812,2020-09-21,1245,IN80R4,INE665A01038,SWAN ENERGY,IN,INR,40204020.0,1.0,150096605.0,0.00031345535567653795
134685,2020-09-21,1245,TW0492,TW0002515004,BES,TW,TWD,50101010.0,1.0,387306592.0,0.00031336641004251636
134811,2020-09-21,1245,TW60KF,TW0004438007,QUANG VIET ENTERPRISE,TW,TWD,40204020.0,1.0,270492590.0,0.00031186736146507864
134632,2020-09-21,1245,TW10A0,TW0001718005,China Manmade,TW,TWD,55201020.0,1.0,380794819.0,0.000310328457538364
136412,2020-09-21,1245,PH903I,PHY1001B1053,AC ENERGY Corp.,PH,PHP,65101015.0,0.61529,197103312.0,0.0003091126433623174
135832,2020-09-21,1245,IN40DM,INE786A01032,J K LAKSHMI CEMENT,IN,INR,50101030.0,1.0,237477023.0,0.00030909074018074665
134706,2020-09-21,1245,TW0773,TW0005305007,Lite On Semi,TW,TWD,10102010.0,1.0,344195148.0,0.0003072714011528546
136440,2020-09-21,1245,EG00C6,EGS30901C010,JUHAYNA FOOD INDS.,EG,EGP,45102020.0,1.0,169803124.0,0.0003068239293153116
135104,2020-09-21,1245,486998,TRATSKBW91N0,T.S.K.B.,TR,TRY,30101010.0,1.0,170948855.0,0.00030605883363776456
135063,2020-09-21,1245,BR153B,BRTRISACNOR4,TRISUL ON,BR,BRL,35101010.0,1.0,190514749.0,0.00030601633260491897
136374,2020-09-21,1245,ZA103D,ZAE000067211,IMPERIAL LOGISTICS,ZA,ZAR,50206060.0,1.0,343802199.0,0.000303926724541187
134702,2020-09-21,1245,TW1OR5,TW0008462003,POWER WIND HEALTH IND.,TW,TWD,40501030.0,1.0,253344121.0,0.0003029739566922069
136253,2020-09-21,1245,ID6012,ID1000128903,JAYA REAL PROPERTY,ID,IDR,35101010.0,1.0,87049248.0,0.0003009192647901118
136378,2020-09-21,1245,ZA13V8,ZAE000180915,INVESTEC PROPERTY,ZA,ZAR,35102000.0,1.0,270206239.0,0.0002994361056285775
134693,2020-09-21,1245,TW9064,TW0003563003,MACHVISION,TW,TWD,10102020.0,1.0,441767985.0,0.0002989876817964308
134961,2020-09-21,1245,MY90JC,MYL7090OO003,APEX HEALTHCARE,MY,MYR,20103015.0,1.0,107473604.0,0.0002971392916602352
136128,2020-09-21,1245,HK01KM,KYG4587J1123,HONBRIDGE HOLDINGS,CN,HKD,40301030.0,1.0,180559092.0,0.00029558011725375416
134820,2020-09-21,1245,TW01SI,TW0003705000,YUNG SHIN GLOBAL HLDG,TW,TWD,20103015.0,1.0,389806102.0,0.0002951706405303445
134676,2020-09-21,1245,TW02KB,TW0002208006,CSBC Corp,TW,TWD,50206030.0,1.0,211723596.0,0.00029443153730413256
134371,2020-09-21,1245,CN1T92,CNE1000023P0,BANK OF ZHENGZHOU CO.'H',CN,CNY,30101010.0,1.0,227199063.0,0.00029255753614422346
136050,2020-09-21,1245,CN8B7P,KYG9827V1068,XINGDA INTL.HOLDINGS,CN,HKD,55102015.0,1.0,216094134.0,0.0002922527672172455
135795,2020-09-21,1245,IN13S1,INE312H01016,INOX LEISURE,IN,INR,40301010.0,0.49,189096693.0,0.00029191139232894825
134655,2020-09-21,1245,TW14YS,TW0001218006,Taisun,TW,TWD,45102020.0,1.0,255244544.0,0.0002886073698759479
135744,2020-09-21,1245,IN05Q0,INE069I01010,Indiabulls Real,IN,INR,35101010.0,1.0,239065723.0,0.0002871770339100365
136447,2020-09-21,1245,EG8024,EGS512O1C012,IBNSINA PHARMA,EG,EGP,45201015.0,1.0,140287853.0,0.00028710869284732433
135978,2020-09-21,1245,CN1QUK,US97264L1008,WIMI HOLOGRAM CLOUD ADR 1:2,CN,USD,10101020.0,1.0,348870541.0,0.0002867600333929399
134836,2020-09-21,1245,TW17TQ,TW0001537009,Kung Long,TW,TWD,50202010.0,1.0,322425397.0,0.0002859210360788298
134935,2020-09-21,1245,MY222Q,MYL2852OO001,CAHYA MATA SARAWAK,MY,MYR,50101030.0,1.0,172681625.0,0.00028551041699527603
134735,2020-09-21,1245,TW08GD,TW0008163007,Darfon,TW,TWD,10102030.0,1.0,281501284.0,0.0002848604245759583
134831,2020-09-21,1245,TW16XT,TW0008112004,SUPREME ELECTRONICS,TW,TWD,10102010.0,1.0,384696562.0,0.00028339933107575306
136099,2020-09-21,1245,CN88IX,KYG8917X1218,TONGDA GROUP HOLDINGS,CN,HKD,10102015.0,1.0,226981638.0,0.0002807254859705989
134697,2020-09-21,1245,TW12IA,TW0002850005,Shinkong Ins,TW,TWD,30302025.0,1.0,268110844.0,0.00028052198597776286
134967,2020-09-21,1245,MY50AZ,MYL5248OO009,BERMAZ AUTO,MY,MYR,40401030.0,1.0,226553618.0,0.00027964247126450797
136271,2020-09-21,1245,ID00VQ,ID1000138100,BINTANG OTO GLOBAL,ID,IDR,40401030.0,1.0,214720937.0,0.00027939457079941487
134881,2020-09-21,1245,TW04VO,TW0002704004,Ambassador Hotel,TW,TWD,40501040.0,1.0,183669022.0,0.0002787005610803128
134994,2020-09-21,1245,MY010L,MYL7803OO009,RUBBEREX CORPORATION (M),MY,MYR,20102015.0,1.0,162101090.0,0.00027818693095082493
136211,2020-09-21,1245,PK20R2,PK0078701015,BANK AL-FALAH LIMITED,PK,PKR,30101010.0,0.4590428,130849885.0,0.0002771469042432338
136232,2020-09-21,1245,PK210C,PK0017501013,DAWOOD HRC.CHEMS.CORP.,PK,PKR,55201015.0,1.0,87801669.0,0.0002770645464035931
135106,2020-09-21,1245,TR906Z,TRATUKAS91A3,TUKAS GIDA SANVETC.,TR,TRY,45102020.0,1.0,121081119.0,0.00027587799298905155
135759,2020-09-21,1245,IN205C,INE503A01015,DCB BANK,IN,INR,30101010.0,0.4063345,114397227.0,0.0002755818103535632
134877,2020-09-21,1245,TW1G39,TW0008210006,CHENBRO MICOM,TW,TWD,10102030.0,1.0,200022809.0,0.0002752263083100144
134930,2020-09-21,1245,MY22F3,MYL7052OO003,PADINI HOLDINGS,MY,MYR,40204020.0,1.0,187261103.0,0.0002750759836783867
136075,2020-09-21,1245,CN89DT,BMG2345T1099,CONCORD NEW ENERGY GROUP,CN,HKD,50203000.0,1.0,260396307.0,0.0002748589529081775
134741,2020-09-21,1245,TW05WQ,TW0003035002,Faraday Tech,TW,TWD,10102010.0,1.0,309330414.0,0.00027079991914421425
135967,2020-09-21,1245,CN24GL,CNE000000J85,INNER MONGOLIA EERDUOSI 'B',CN,USD,40204020.0,1.0,235913244.0,0.0002699642563403527
135132,2020-09-21,1245,TR806Y,TRAHEKTS91E4,HEKTAS TICARET,TR,TRY,55201000.0,1.0,169081955.0,0.000268604918668989
134523,2020-09-21,1245,CN1XYV,CNE100003NH7,SHANGHAI KINDLY MEDICAL INSTRUMENTS 'H',CN,CNY,20102010.0,1.0,237741052.0,0.00026718764979351457
136460,2020-09-21,1245,EV062,RU000A0DKXV5,MECHEL OAO,RU,RUB,55102010.0,1.0,182551893.0,0.000265843379841426
134869,2020-09-21,1245,TW00ZO,TW0001201002,Wei-Chuan Foods,TW,TWD,45102020.0,1.0,211977024.0,0.00026537873380372284
136246,2020-09-21,1245,ID5044,ID1000131808,LINK NET PT,ID,IDR,15102015.0,1.0,136274963.0,0.0002647143082478213
135968,2020-09-21,1245,CN1RTK,US31810T1016,FINVOLUTION GROUP ADR 1:5,CN,USD,30201020.0,1.0,305442557.0,0.00026436679923374877
134623,2020-09-21,1245,TW14B5,TW0009911008,Taiwan Sakura,TW,TWD,50101035.0,1.0,252165398.0,0.000264167585678473
136033,2020-09-21,1245,CN89CS,KYG312371035,ESSEX BIO-TECHNOLOGY,CN,HKD,20103010.0,1.0,172470041.0,0.0002641498293738887
134872,2020-09-21,1245,TW05OI,TW0003006003,ESMT,TW,TWD,10102010.0,1.0,377457307.0,0.00026161144854016104
136063,2020-09-21,1245,CN8FG2,KYG2524A1031,CONSUN PHARMACEUTICAL GP.,CN,HKD,20103015.0,1.0,168130680.0,0.00026097367448761486
136389,2020-09-21,1245,ZA00S1,ZAE000152617,MASSMART,ZA,ZAR,40401010.0,1.0,154883011.0,0.00026021935040030183
134925,2020-09-21,1245,MY405T,MYL5236OO004,MATRIX CONCEPTS HOLDINGS,MY,MYR,35101010.0,1.0,218623046.0,0.00026011464084175313
134734,2020-09-21,1245,TW01J9,TW0001532000,China Metal,TW,TWD,55102010.0,1.0,321683660.0,0.000259678133380825
135127,2020-09-21,1245,TR00I2,TRERTAL00018,RTA LAB BIYOLOJIK,TR,TRY,20102010.0,1.0,70520035.0,0.00025820454942677463
134887,2020-09-21,1245,TW60FA,TW0004119003,SCI PHARMTECH,TW,TWD,20103015.0,1.0,228350070.0,0.000257888597956381
136299,2020-09-21,1245,TH228M,TH0577C10Z04,SANSIRI,TH,THB,35101010.0,0.4170231,124395647.0,0.00025726821249759065
134778,2020-09-21,1245,TW111S,TW0002534005,Hung Sheng Const,TW,TWD,35101010.0,1.0,291832743.0,0.0002571827494217801
134878,2020-09-21,1245,TW091Z,TW0006706005,FITTECH,TW,TWD,10102020.0,1.0,344383867.0,0.000256841539646414
134956,2020-09-21,1245,MY8080,MYQ0021OO004,GHL SYSTEMS,MY,MYR,50205015.0,1.0,105996523.0,0.0002561739056095101
134816,2020-09-21,1245,TW01KA,TW0001582005,Syncmold,TW,TWD,50204000.0,1.0,371058480.0,0.00025548146033475865
135741,2020-09-21,1245,IN125D,INE933K01021,BAJAJ CONSUMER CARE,IN,INR,40204035.0,0.7654577,153308225.0,0.00025530106907532504
134786,2020-09-21,1245,TW034W,TW0002355005,Chin Poon Ind,TW,TWD,10102015.0,1.0,357605737.0,0.000254434192456454
134789,2020-09-21,1245,TW14IC,TW0006277007,Aten Intl,TW,TWD,10102030.0,1.0,309957533.0,0.0002539074066094014
136392,2020-09-21,1245,ZA20MX,ZAE000057428,REUNERT,ZA,ZAR,50202010.0,1.0,267122854.0,0.0002513902574685206
136144,2020-09-21,1245,CN88WB,BMG4512G1261,HI SUN TECHNOLOGY CHINA,CN,HKD,10101010.0,1.0,201005305.0,0.00025118969350934844
134108,2020-09-21,1245,CN1G4K,CNE100000X69,CHINA DATANG CORP.RNP. 'H',CN,CNY,65101010.0,1.0,360151393.0,0.0002500599239361929
136397,2020-09-21,1245,ZA201C,ZAE000029757,ASTRAL FOODS,ZA,ZAR,45102010.0,1.0,269029912.0,0.0002491963930834672
136006,2020-09-21,1245,CN24CH,CNE0000002M3,CSG HOLDING 'B',CN,HKD,50203020.0,1.0,326365946.0,0.0002482404337760598
135977,2020-09-21,1245,CN1RWN,US44331K1034,ZEPP HEALTH CORPORATION ADR EACH 1:4,CN,USD,40203010.0,1.0,190777343.0,0.00024473063442515935
134628,2020-09-21,1245,TW028Z,TW0002034006,Yeun Chyang,TW,TWD,55102010.0,1.0,265854460.0,0.00024370610756613417
135929,2020-09-21,1245,CN25Z5,CNE000000ZS5,HUANGSHI DONGBEI ELECT.APP.'B',CN,USD,50204000.0,1.0,368230000.0,0.00024365192907608262
135855,2020-09-21,1245,IN30HP,INE599M01018,JUST DIAL LIMITED,IN,INR,10101020.0,0.9880754,188512330.0,0.0002406446650944069
135092,2020-09-21,1245,550391,TRAKRDMR91G7,KARDEMIR (D),TR,TRY,55102015.0,1.0,300851146.0,0.0002386385758339539
134726,2020-09-21,1245,TW04F8,TW0002547007,RADIUM LIFE,TW,TWD,35101010.0,1.0,260729669.0,0.0002386328421704802
135056,2020-09-21,1245,BR12HM,BRUNIPACNPB8,UNIPAR PARTICIPACOES B PN,BR,BRL,55201020.0,1.0,234131743.0,0.00023796987804486648
135655,2020-09-21,1245,PL00AK,PLBMDLB00018,BIOMED LUBLIN,PL,PLN,20103015.0,1.0,133998598.0,0.00023796349447342783
135052,2020-09-21,1245,BR10GJ,BRMYPKACNOR7,IOCHPE MAXION S.A.,BR,BRL,40101025.0,1.0,272613293.0,0.0002378021418127617
135022,2020-09-21,1245,BR5018,BRSMLSACNOR1,SMILES FIDELIDADE ON,BR,BRL,40201070.0,1.0,163233349.0,0.00023516320442762913
134774,2020-09-21,1245,TW15RM,TW0003450003,Elite Advanced,TW,TWD,10102010.0,1.0,279615922.0,0.00023376542850144823
135101,2020-09-21,1245,515183,TRABRYAT91Q2,BORUSAN YATIRIM VE PAZ.,TR,TRY,55102010.0,1.0,90390340.0,0.00023310724873182664
134943,2020-09-21,1245,MY70A1,MYL7161OO002,KERJAYA PROSPEK GROUP,MY,MYR,50101010.0,1.0,72153261.0,0.00023103324988863104
134663,2020-09-21,1245,TW02TK,TW0002328002,Pan Intl Ind,TW,TWD,10102015.0,1.0,255591539.0,0.00023075377392703974
136382,2020-09-21,1245,ZA808P,ZAE000261913,MOTUS HOLDINGS,ZA,ZAR,40401030.0,1.0,348551613.0,0.00023075212210652035
135057,2020-09-21,1245,BR2037,BRPOMOACNPR7,MARCOPOLO PN,BR,BRL,50206015.0,1.0,308122495.0,0.00022960686905927743
136030,2020-09-21,1245,CN24RW,CNE000000J36,WEIFU HIGH TECH.GP.'B',CN,HKD,40101025.0,1.0,298938069.0,0.00022913999775288333
136184,2020-09-21,1245,B1ZBHG,GRS495003006,AEGEAN AIRLINES,GR,EUR,40501010.0,1.0,108268168.0,0.00022691152589208804
136029,2020-09-21,1245,CN8E2N,KYG215A81084,CHINA ZHENGTONG AUTO SVS.,CN,HKD,40401030.0,1.0,137325314.0,0.00022667320632176037
135633,2020-09-21,1245,PL802K,PL11BTS00015,11 BIT STUDIOS,PL,PLN,40203040.0,1.0,269992238.0,0.00022636736517787969
135089,2020-09-21,1245,TR507W,TREGZDF00014,GOZDE GIRISIM SERMAYESI YATOTA,TR,TRY,30202010.0,1.0,55386366.0,0.00022547270037717889
135085,2020-09-21,1245,TR603T,TREPOHO00012,POLISAN HOLDING,TR,TRY,55201020.0,1.0,77765103.0,0.0002251477886402895
135635,2020-09-21,1245,B1B59T,PLFAMUR00012,FAMUR,PL,PLN,50204020.0,1.0,128979909.0,0.00022384071105078655
135938,2020-09-21,1245,CN873H,US98585L1008,YIREN DIGITAL ADR 1:2,CN,USD,30201020.0,1.0,255218040.0,0.00022327244930859657
135935,2020-09-21,1245,CN878M,US7477981069,QUDIAN ADR 1:1,CN,USD,30201020.0,1.0,213067500.0,0.00022322111891048024
134707,2020-09-21,1245,TW14A4,TW0006206006,Flytech Tech,TW,TWD,10102030.0,1.0,252353661.0,0.00022308610639368637
136445,2020-09-21,1245,EG20KG,EGS65571C019,MEDINET NASR HOUSING,EG,EGP,35101010.0,1.0,160889316.0,0.00021991304132986547
135984,2020-09-21,1245,CN24KP,CNE000000VS4,HANGZHOU STM.TURBINE 'B',CN,HKD,50204000.0,1.0,301425035.0,0.00021982918186576634
135147,2020-09-21,1245,TR00K4,TRABFREN91H5,BOSCH FREN SIST.SANVETC. LTD.,TR,TRY,40101025.0,1.0,42291667.0,0.00021896443749936395
136433,2020-09-21,1245,EG00A4,EGS655L1C012,PALM HILLS DEVS.SAE,EG,EGP,35101010.0,1.0,130670780.0,0.000217733999422551
134639,2020-09-21,1245,TW80A7,TW0006416001,CASWELL,TW,TWD,10102030.0,1.0,256768715.0,0.0002173180080192803
134968,2020-09-21,1245,MY90VO,MYL7184OO004,G3 GLOBAL,MY,MYR,40204020.0,1.0,119799068.0,0.00021651882978581825
134129,2020-09-21,1245,CN0PBZ,CNE100000239,BEIJING CAPITAL LAND 'H',CN,CNY,35101010.0,1.0,249010101.0,0.00021431846328691707
134140,2020-09-21,1245,CN0OL8,CNE1000004B0,XINHUA WINSHARE PUBLISHING AND MEDIA 'H',CN,CNY,40401030.0,1.0,229748513.0,0.00021377294950548665
135950,2020-09-21,1245,CN2517,CNE000000941,SHANGHAI JINQIAO EX PR.Z.D.'B',CN,USD,35101010.0,1.0,269182252.0,0.00020849051651228136
136379,2020-09-21,1245,ZA20JU,ZAE000190724,HYPROP INVESTMENTS,ZA,ZAR,35102045.0,1.0,235135005.0,0.00020789031380931885
136381,2020-09-21,1245,ZA21HT,ZAE000180865,VUKILE PROPERTY FUND,ZA,ZAR,35102045.0,1.0,225090695.0,0.0002074362324500399
136118,2020-09-21,1245,CN0YQN,CNE100001W69,SHANGHAI HAOHAI BILG. TECH.'H',CN,HKD,20103010.0,1.0,256738419.0,0.0002063765104771537
134448,2020-09-21,1245,CN1DP2,CNE100000379,GUANGSHEN RAILWAY 'H',CN,CNY,40501015.0,1.0,206198027.0,0.0002057957577631453
135954,2020-09-21,1245,CN24UZ,CNE000000G39,SHANGHAI MECH.&ELECT. IND. 'B',CN,USD,50204000.0,1.0,272023640.0,0.00020553258813284578
135919,2020-09-21,1245,CN24PU,CNE000000461,DAZHONG TRSP.(GROUP) 'B',CN,USD,40501015.0,1.0,218799555.0,0.00020152122288161401
136390,2020-09-21,1245,ZA405I,ZAE000191516,ALEXANDER FORBES EQ.HDG.,ZA,ZAR,30202010.0,1.0,152958723.0,0.00020147176942469295
135061,2020-09-21,1245,BR1519,BRABCBACNPR4,BANCO ABC BRASIL PN,BR,BRL,30101010.0,1.0,195508931.0,0.00019904841913222308
135672,2020-09-21,1245,PL804M,PLSELVT00013,RYVU THERAPEUTICS,PL,PLN,20103010.0,1.0,141315044.0,0.00019598053207098547
135641,2020-09-21,1245,PL906P,PLPCCRK00076,PCC ROKITA,PL,PLN,55201020.0,1.0,35736501.0,0.00019409472614062215
134276,2020-09-21,1245,CN0Q7W,CNE1000002D0,CHINA BLUE CHEMICAL 'H',CN,CNY,55201015.0,1.0,242728213.0,0.00019224387575200142
135096,2020-09-21,1245,B03MNM,TRAALKIM91E0,ALKIM ALKALI KIMYA,TR,TRY,55201000.0,1.0,63960380.0,0.00018877973601674045
135765,2020-09-21,1245,IN60LW,INE988K01017,EQUITAS HOLDINGS,IN,INR,30201020.0,0.531684,119106063.0,0.00018692733178178998
135638,2020-09-21,1245,PL90DW,PLATPRT00018,AUTO PARTNER,PL,PLN,40101025.0,1.0,121814265.0,0.00018655753243483882
134704,2020-09-21,1245,TW03NF,TW0002401007,Sunplus Tech,TW,TWD,10102010.0,1.0,249653348.0,0.00018462700422028063
134178,2020-09-21,1245,CN1F7M,CNE1000001X0,ANHUI EXPRESSWAY 'H',CN,CNY,50206060.0,1.0,202915032.0,0.00017838896699003888
134993,2020-09-21,1245,MY607X,MYL2658OO002,AJINOMOTO,MY,MYR,45102020.0,1.0,118550847.0,0.000177726245289177
136097,2020-09-21,1245,CN25SY,CNE000000347,KONKA GROUP 'B',CN,HKD,40203010.0,1.0,223149575.0,0.00017769104729888587
134186,2020-09-21,1245,CN0V60,CNE100001SS7,CENTRAL CHINA SECURITIES 'H',CN,CNY,30202015.0,1.0,194989558.0,0.00017756361240688884
134918,2020-09-21,1245,MY90G9,MYL7034OO001,THONG GUAN INDS.,MY,MYR,50203030.0,1.0,128365681.0,0.00017683613259495933
134169,2020-09-21,1245,CN0OYL,CNE1000003Z1,SHANGHAI JIN JIANG CAPITAL COMPANY 'H',CN,CNY,40501025.0,1.0,184700110.0,0.0001762233954150422
135651,2020-09-21,1245,PL90I1,PLPILAB00012,DATAWALK,PL,PLN,10101015.0,1.0,140946535.0,0.00017514812964734483
134972,2020-09-21,1245,MY80A2,MYL7204OO000,D & O GREEN TECHS.,MY,MYR,10102010.0,1.0,145717135.0,0.00017459694226724996
136466,2020-09-21,1245,RU10WI,RU0006765096,NIZHNEKAMSKNEFTEKHIM PF.,RU,RUB,55201000.0,1.0,223957215.0,0.0001738849459987223
136277,2020-09-21,1245,ID0195,ID1000133705,BUANA LINTAS LAUTAN,ID,IDR,50206030.0,1.0,122262147.0,0.0001704937325827291
134621,2020-09-21,1245,TW18WU,TW0003003000,KS TERMINALS,TW,TWD,50202010.0,1.0,225393020.0,0.00017002612884300922
134922,2020-09-21,1245,MY609Z,MYL5272OO009,RANHILL UTILITIES,MY,MYR,65102030.0,1.0,111069129.0,0.00016902314020514767
135917,2020-09-21,1245,LU104K,LU0011857645,BRAIT,ZA,USD,30202000.0,1.0,170986049.0,0.00016782918735030485
136173,2020-09-21,1245,CN24MR,CNE000000HW5,GUANGDONG ELEC.PWR.DEV. 'B',CN,HKD,65101010.0,1.0,222522378.0,0.0001664936232554145
134981,2020-09-21,1245,MY7090,MYL7087OO009,MAGNI-TECH INDUSTRIES,MY,MYR,40204020.0,1.0,113139469.0,0.00016606133979136213
134946,2020-09-21,1245,MY90QJ,MYL9822OO007,SAM ENGR.& EQU.(M),MY,MYR,50204050.0,1.0,63163463.0,0.00016523204569105694
135694,2020-09-21,1245,MX11N8,MX00CR000000,CREDITO REAL SOFOM ENR,MX,MXN,30201020.0,1.0,152461939.0,0.00016495626447111678
135125,2020-09-21,1245,B07DQ4,TREAKMG00018,AKMERKEZ GAYMEN.YATRIM ORTAKLI,TR,TRY,35102045.0,1.0,57325889.0,0.00016434825067047294
136443,2020-09-21,1245,EG8035,EGS691D1C018,C I CAPITAL HOLDING,EG,EGP,30202015.0,1.0,134957608.0,0.0001629606293729948
135924,2020-09-21,1245,CN1S1T,US91818X1081,UXIN ADR 1:3,CN,USD,40201070.0,1.0,182374078.0,0.00016247882966894165
134912,2020-09-21,1245,MY60B1,MYL7216OO004,KAWAN FOOD,MY,MYR,45102020.0,1.0,102788307.0,0.000161782296515369
134914,2020-09-21,1245,MY90WP,MYL7237OO000,POWER ROOT,MY,MYR,45101020.0,1.0,107068889.0,0.00016162160605343249
136348,2020-09-21,1245,TH00Y8,TH0851010007,MCS STEEL,TH,THB,55102010.0,0.5957447,98879088.0,0.00016124025155322166
136205,2020-09-21,1245,PK20T4,PK0082901015,ATTOCK PETROLEUM,PK,PKR,60101020.0,1.0,47953741.0,0.00016009863544654842
134281,2020-09-21,1245,CN08X4,CNE1000000W4,SHAI.FUDAN ZHGJG.BIO PHARM.H,CN,CNY,20103010.0,1.0,129264824.0,0.0001599316964560466
135087,2020-09-21,1245,TR401P,TREODAS00014,ODAS ELEKTRIK B,TR,TRY,65101010.0,1.0,128271061.0,0.00015824404963315613
136219,2020-09-21,1245,PK21X9,PK0075001013,KOHAT CEMENT,PK,PKR,50101030.0,1.0,68781452.0,0.000157515440077408
134271,2020-09-21,1245,CN0SC3,CNE100001NP4,CHINA MACHINERY ENGR.'H',CN,CNY,50101015.0,1.0,151885038.0,0.00015740370878396498
135657,2020-09-21,1245,PL00LV,PLSNTFG00017,ALL IN GAMES,PL,PLN,40203040.0,1.0,37920746.0,0.00015600764570066327
134966,2020-09-21,1245,MY70C3,MYQ0101OO004,TMC LIFE SCIENCES,MY,MYR,20101025.0,1.0,45863591.0,0.00015375788248026646
134125,2020-09-21,1245,CN0OSF,CNE1000003C0,HARBIN ELECTRIC 'H',CN,CNY,50202010.0,1.0,204849034.0,0.00015310050672047182
136335,2020-09-21,1245,TH906P,TH7398010002,RAJTHANEE HOSPITAL PUBLIC,TH,THB,20101010.0,0.3808557,63132712.0,0.00015294112095857058
135972,2020-09-21,1245,CN25AG,CNE0000009V9,SHAI.WAI GAOQIAO FR TR Z D.'B',CN,USD,50205010.0,1.0,198551925.0,0.00015274163179676247
136187,2020-09-21,1245,410827,GRS395363005,HELLENIC EXCHANGES HLDG,GR,EUR,30202015.0,1.0,201969971.0,0.00015179574086958796
134332,2020-09-21,1245,CN0O9W,CNE100000494,SICHUAN EXPRESSWAY 'H',CN,CNY,50206060.0,1.0,169566553.0,0.00015174938956795479
135942,2020-09-21,1245,CN1S4W,US92762J1034,VIOMI TECHNOLOGY ADR 1:3,CN,USD,40202025.0,1.0,161635053.0,0.00014990538615543045
134862,2020-09-21,1245,TW18ZX,TW0006189004,Promate Electron,TW,TWD,10102010.0,1.0,208712589.0,0.00014928004563269555
136203,2020-09-21,1245,PK903L,PK0113801010,AGP,PK,PKR,20103015.0,1.0,69590302.0,0.00014472055769496617
136197,2020-09-21,1245,PK902K,PK0092201018,ENGRO POLYMER & CHEMICALS,PK,PKR,50203015.0,1.0,87413746.0,0.00014458048436077808
135939,2020-09-21,1245,CN25QW,CNE0000003Y6,SHANGHAI SHIBEI HI-TECH 'B',CN,USD,35101010.0,1.0,182147350.0,0.00014335768398757837
