,Date,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Free_Float,Mcap_Units_Index_Currency,Weight
175327,2023-12-18,TW11MD,TW0002505005,Kuo Yang Const,TW,TWD,35101010.0,1.0,0.653,168061113.0,0.00013165312184302723
176661,2023-12-18,MY24OE,MYL5302OO004,AURELIUS TECHNOLOGIES,MY,MYR,10102015.0,1.0,0.3893,88226589.0,0.00013143696850933376
175307,2023-12-18,TW02F6,TW0002107000,Formosan Rubber,TW,TWD,50203015.0,1.0,0.8472,193510171.0,0.00013119728982290284
175290,2023-12-18,TW16GC,TW0001558005,ZENG HSING INDUSTRIAL,TW,TWD,40202025.0,1.0,1.0,229568673.0,0.00012997201021106112
177287,2023-12-18,TH20DP,TH0409010Z03,LANNA RESOURCES,TH,THB,60101040.0,0.509684,0.4905,55504003.0,0.0001288802825523946
174952,2023-12-18,IN70HT,INE384A01010,RANE HOLDINGS,IN,INR,40101025.0,1.0,0.7013,146715845.0,0.0001288704688121883
175295,2023-12-18,TW04HA,TW0002601002,FIRST STEAMSHIP,TW,TWD,50206030.0,1.0,0.9308,221224644.0,0.00012843472200923752
175331,2023-12-18,TW80A7,TW0006416001,CASWELL,TW,TWD,15101010.0,1.0,0.7273,161053807.0,0.00012841161146695215
174953,2023-12-18,IN60Q1,INE107A01015,TAMIL NADU NWPT.& PAPERS,IN,INR,55101015.0,1.0,0.577,143081849.0,0.00012809618018264627
177395,2023-12-18,ID013Z,ID1000114002,PP (PERSERO),ID,IDR,50101010.0,1.0,0.49,98797770.0,0.00012774090931272133
177272,2023-12-18,TH20LX,TH0748010Z04,UNIVANICH PALM OIL,TH,THB,45102010.0,0.5416601,0.6349,75280278.0,0.0001276856608609828
177396,2023-12-18,ID20TQ,ID1000099500,RAMAYANA LESTARI SENTOSA,ID,IDR,40401010.0,1.0,0.4412,98791920.0,0.00012750038299075837
177131,2023-12-18,B03MY2,TRATIREW91D1,MONDI TURKEY OLUKLU MUKAVVA KAGIT,TR,TRY,55101015.0,1.0,0.1535,28076699.0,0.00012740803144378385
176689,2023-12-18,MY601R,MYL5517OO007,SHANGRI-LA HOTELS (MAL.),MY,MYR,40501025.0,1.0,0.2419,49204586.0,0.00012666841899344942
177091,2023-12-18,B03MV8,TRAKARTN91D4,KARTONSAN,TR,TRY,50203030.0,1.0,0.2187,44310089.0,0.00012653182735875026
175001,2023-12-18,CN1RVM,US5288771034,LEXINFINTECH HOLDINGS ADR,CN,USD,30201020.0,1.0,0.747,168050658.0,0.00012597636704874042
177402,2023-12-18,ID3031,ID1000107600,WIJAYA KARYA,ID,IDR,50101010.0,1.0,0.3495,48453275.0,0.0001258735293070316
176536,2023-12-18,CL02HG,CL0000000449,SALFA CORPORATION,CL,CLP,50101015.0,1.0,0.9307,208053032.0,0.00012575346836205158
176659,2023-12-18,MY10PA,MYL5271OO001,PECCA GROUP,MY,MYR,40101010.0,1.0,0.4349,91968366.0,0.00012450373824748258
175418,2023-12-18,PL00MW,PLUNMOT00013,UNIMOT,PL,PLN,65102020.0,1.0,0.3644,86192771.0,0.0001239542056896658
177463,2023-12-18,EG7056,EGS75011C014,MM GRP INDUS.& INTL TRADE,EG,EGP,40203010.0,1.0,0.2586,57446641.0,0.00012392737538838622
177265,2023-12-18,TH10OZ,TH9882010001,NR INSTANT PRODUCE,TH,THB,45102020.0,1.0,0.3936,83253054.0,0.00012345600931392607
176646,2023-12-18,MY30J6,MYL5311OO005,CAPE EMS,MY,MYR,50202040.0,1.0,0.4778,101467928.0,0.0001231644038133341
176670,2023-12-18,MY10DY,MYL7179OO004,LAGENDA PROPERTIES,MY,MYR,35101010.0,1.0,0.3608,76588911.0,0.00012311242990152078
177392,2023-12-18,ID20GD,ID1000108400,ALAM SUTERA REALTY,ID,IDR,35101010.0,1.0,0.5262,107202217.0,0.00012254944787082087
177399,2023-12-18,ID5011,ID1000097207,ADHI KARYA PERSERO,ID,IDR,50101010.0,1.0,0.3567,62574312.0,0.00012235200573502684
174906,2023-12-18,IN18WA,INE754A01055,SUBEX,IN,INR,10101015.0,1.0,1.0,256707823.0,0.00012190219211642424
176908,2023-12-18,KW21RA,KW0EQ0202832,ALIMTIAZ INVESTMENT,KW,KWD,30202010.0,1.0,0.7803,166500503.0,0.00012153418812272987
177255,2023-12-18,TH20Q2,TH0823010002,SOMBOON ADVANCE TECHNOLOGY,TH,THB,40101025.0,0.6992009,0.7008,105370694.0,0.00012108001054605707
177259,2023-12-18,TH22P3,THA490010008,HENG LEASING AND CAPITAL,TH,THB,30201020.0,0.5922379,0.7936,97216565.0,0.00012096587973441018
174998,2023-12-18,CN1SIA,US00851L1035,AGORA ADR,CN,USD,10101015.0,1.0,0.8556,198932869.0,0.00011999192239936602
176644,2023-12-18,MY20G2,MYL5071OO005,COASTAL CONTRACTS,MY,MYR,50206015.0,1.0,0.5504,105321870.0,0.00011972328426999465
174938,2023-12-18,IN81FT,INE231F01020,SASKEN TECHNOLOGIES,IN,INR,10101010.0,1.0,0.7692,183983142.0,0.00011948853182052844
177036,2023-12-18,518610,TRAALGYO91Q5,ALARKO GAYMEN.YATOTA.,TR,TRY,35102000.0,1.0,0.4379,79743819.0,0.00011906377075131407
177031,2023-12-18,TR202O,TRAVKGYO91Q3,VAKIF GAYMEN.YATOTA.,TR,TRY,35102000.0,1.0,0.4623,81661673.0,0.00011890449913523106
177032,2023-12-18,TR30K7,TREBLSM00027,BIRLESIM MUHENDISLIK ISITMA SOGUT,TR,TRY,50101025.0,1.0,0.4804,81395729.0,0.00011880313464187822
175301,2023-12-18,TW19FE,TW0001219004,Fwusow,TW,TWD,45102020.0,1.0,1.0,206087534.0,0.00011857385702036158
177260,2023-12-18,TH012D,TH0818010Z05,UNITED PAPER,TH,THB,50203030.0,1.0,0.444,95657249.0,0.00011807895964009111
176616,2023-12-18,MY90OH,MYL7233OO009,DUFU TECHNOLOGY,MY,MYR,10102030.0,1.0,0.71,150167458.0,0.0001179727100964374
177472,2023-12-18,EG00JD,EGS690C1C010,RAYA HLDG.FOR TECH.& COMMS.,EG,EGP,10101010.0,1.0,0.184,36130230.0,0.00011743964044862423
177015,2023-12-18,TR00CW,TREINDX00019,INDEKS BILGISAYAR SISTEMLERI,TR,TRY,10102030.0,1.0,0.599,100644938.0,0.00011732815215761111
176645,2023-12-18,MY607X,MYL2658OO002,AJINOMOTO,MY,MYR,45102020.0,1.0,0.4962,102189026.0,0.00011718646624154498
177104,2023-12-18,TR12E1,TREAKFG00012,AKFEN GAYMEN.YATOTA.,TR,TRY,35102015.0,1.0,0.4455,38465521.0,0.00011672953913639881
176630,2023-12-18,MY21UH,MYL4383OO005,JAYA TIASA HOLDINGS,MY,MYR,45102010.0,1.0,0.6608,124053507.0,0.00011669831747465986
176649,2023-12-18,MY236V,MYL4324OO009,HENGYUAN REFINING,MY,MYR,60101020.0,1.0,0.4898,97354877.0,0.00011638865654684877
177084,2023-12-18,TR108T,TRAGOODY91E9,GOODYEAR LASTIKLERI,TR,TRY,40101015.0,1.0,0.254,47436916.0,0.00011626262097985321
177085,2023-12-18,TR213Q,TREKNKA00026,KONYA KAGIT SANAYI VE TICARET,TR,TRY,55101015.0,1.0,0.2205,47231203.0,0.0001162107411846815
174999,2023-12-18,CN24UZ,CNE000000G39,SHANGHAI MECH.&ELECT. IND. 'B',CN,USD,50204000.0,1.0,1.0,192665392.0,0.00011515115302485949
176856,2023-12-18,PH108,KYG2112Y1098,China Dongxiang Group Co. Ltd.,CN,HKD,40204020.0,1.0,0.5992,106342804.0,0.00011500456067160516
177345,2023-12-18,GR136H,GRS239003007,THRACE PLSTC.HLDG.&. COML.SA,GR,EUR,50203015.0,1.0,0.3648,72454455.0,0.0001144388034971574
177046,2023-12-18,TR80C4,TRACEMTS91G6,CEMTAS CK.MAKINA SANVETC,TR,TRY,55102010.0,1.0,0.4227,74695697.0,0.0001143350870515496
174954,2023-12-18,IN608J,INE049A01027,HIMATSINGKA SEIDE,IN,INR,55101020.0,1.0,0.6687,139704678.0,0.0001137469530929511
176639,2023-12-18,MY30E1,MYL5238OO000,AIRASIA X,MY,MYR,40501010.0,1.0,0.624,114703692.0,0.00011323791505902138
177090,2023-12-18,B07DQ4,TREAKMG00018,AKMERKEZ GAYMEN.YATRIM ORTAKLI,TR,TRY,35102045.0,1.0,0.2615,45404902.0,0.00011287198104962336
175308,2023-12-18,TW05YS,TW0003041000,Ali,TW,TWD,10102010.0,1.0,1.0,192713020.0,0.00011286437148641206
175338,2023-12-18,TW03PH,TW0002417003,AVERMEDIA TECHNOLOGIES,TW,TWD,10102030.0,1.0,0.8157,148290685.0,0.00011254023239341296
177019,2023-12-18,B03MNM,TRAALKIM91E0,ALKIM ALKALI KIMYA,TR,TRY,55201000.0,1.0,0.5335,96661989.0,0.00011223994147730655
177457,2023-12-18,EG2084,EGS38081C013,EGYP.INTL.PHARMS. INDS. SAE,EG,EGP,20103015.0,1.0,0.4482,86070087.0,0.00011219095415543704
176654,2023-12-18,MY90WP,MYL7237OO000,POWER ROOT,MY,MYR,45101020.0,1.0,0.5273,94565498.0,0.00011150133035594811
175333,2023-12-18,TW15ZU,TW0003501003,Well Shin,TW,TWD,50202010.0,1.0,0.8116,158524849.0,0.00011136295684625808
176973,2023-12-18,ET013,TRAKRDMA91G3,KARDEMIR (A),TR,TRY,55102015.0,1.0,1.0,172337989.0,0.0001111472435302091
177049,2023-12-18,490804,TRATRCAS92E6,TURCAS PETROL,TR,TRY,65101015.0,1.0,0.4555,74001251.0,0.00011108198444907348
177285,2023-12-18,TH10S3,THA078010008,KERRY EXPRESS (THAILAND),TH,THB,50206040.0,1.0,0.2743,55914254.0,0.00011105804852635597
177072,2023-12-18,TR10G1,TRAVAKFN91P9,VAKIF FINANSAL KIRALAMA,TR,TRY,30202000.0,1.0,0.3795,56156892.0,0.0001109429465980132
175314,2023-12-18,TW15GB,TW0002405008,SHUTTLE,TW,TWD,10102030.0,1.0,1.0,184322654.0,0.00011043835811881474
174594,2023-12-18,BR05Z6,BRLJQQACNOR5,LOJAS QUERO-QUERO ON,BR,BRL,40401010.0,1.0,1.0,220774960.0,0.00011039779901469274
177044,2023-12-18,TR12J6,TREKZBG00026,KIZILBUK GAYMEN. YATOTA.,TR,TRY,35102015.0,1.0,0.348,75806396.0,0.00010990535069457857
175312,2023-12-18,TW114V,TW0002406006,Gigastorage,TW,TWD,10102010.0,1.0,1.0,184973267.0,0.00010928657225010136
177089,2023-12-18,TR10I3,TREESEN00024,ESENBOGA ELEKTRIK URETIM AS,TR,TRY,65101010.0,1.0,0.303,45843996.0,0.00010915508904132583
176987,2023-12-18,TR00BV,TRECMAS00010,CEMAS DOKUM SANAYI,TR,TRY,55102015.0,1.0,0.8998,136427095.0,0.00010906350124908034
176682,2023-12-18,MY506V,MYL5123TO003,SENTRAL REIT,MY,MYR,35102030.0,1.0,0.3337,59221485.0,0.00010886416696754613
175409,2023-12-18,PL90H0,PLENTER00017,ENTER AIR,PL,PLN,40501010.0,1.0,0.4849,106020390.0,0.00010884101854690236
177023,2023-12-18,B03MPM,TRABAGFS91E2,BANDIRMA GUBRE FABRIKALARI,TR,TRY,55201015.0,1.0,0.5611,90557991.0,0.00010866622174066911
176632,2023-12-18,MY50ZO,MYL5789OO002,LBS BINA GROUP,MY,MYR,35101010.0,1.0,0.6379,121555300.0,0.00010857679068297909
177092,2023-12-18,TR10F0,TRAMAALT91K5,MARMARIS ALTINYUNUS,TR,TRY,40501025.0,1.0,0.2663,42660334.0,0.000108294830728939
176642,2023-12-18,MY24QG,MYQ0186OO005,PERAK TRANSIT,MY,MYR,50206010.0,1.0,0.5997,108086702.0,0.00010789796909774978
175335,2023-12-18,TW132V,TW0001455004,ZIG SHENG IND,TW,TWD,55101020.0,1.0,0.7987,153982472.0,0.0001077803389198392
175401,2023-12-18,PL00NX,PLVOXEL00014,VOXEL,PL,PLN,20103010.0,1.0,0.6257,138318045.0,0.00010698015878070031
177065,2023-12-18,TR111N,TREKRVG00013,KERVAN GIDA SANAYI VE TICARET,TR,TRY,45102020.0,1.0,0.3912,64684034.0,0.00010688834106766857
175336,2023-12-18,TW0920,TW0001598001,DYACO INTERNATIONAL,TW,TWD,40203050.0,1.0,0.8153,151949352.0,0.00010677159835128636
175428,2023-12-18,PL11MY,PLONDE000018,ONDE,PL,PLN,50101015.0,1.0,0.3285,72859213.0,0.00010617778063861546
176662,2023-12-18,MY10BW,MYL5916OO001,MALAYSIA SMELTING,MY,MYR,55102050.0,1.0,0.4804,86398389.0,0.000105342854110237
175325,2023-12-18,TW03QI,TW0002426004,TYNTEK,TW,TWD,10102010.0,1.0,0.9208,170236129.0,0.00010526025446790342
177083,2023-12-18,TR120N,TREULSY00014,ULUSOY UN SANAYI VE TICARET,TR,TRY,45102020.0,1.0,0.2762,47375330.0,0.00010524796978714743
177017,2023-12-18,B03MT9,TRAGOLTS91F0,GOLTAS CIMENTO,TR,TRY,50101030.0,1.0,0.6317,98606794.0,0.00010505658522275894
176635,2023-12-18,MY220O,MYL3417OO002,EASTERN & ORIENTAL,MY,MYR,35101010.0,1.0,0.5112,116264266.0,0.00010504279421367257
177047,2023-12-18,TR00G0,TRAEGGUB91E8,EGE GUBRE SANAYI,TR,TRY,55201000.0,1.0,0.4611,74261531.0,0.00010487700131639524
176693,2023-12-18,MY30AX,MYL1368OO009,UEM EDGENTA,MY,MYR,50101015.0,1.0,0.2505,43714771.0,0.00010480619498498066
175419,2023-12-18,PL703K,PLCLNPH00015,CELON PHARMA,PL,PLN,20103015.0,1.0,0.4119,83658389.0,0.00010474959393558052
177040,2023-12-18,TR508X,TRAAFYON91F6,AFYON CIMENTO,TR,TRY,50101030.0,1.0,0.49,78308919.0,0.0001043981108994254
175442,2023-12-18,EW036,NL0000686509,ASTARTA HOLDING,PL,PLN,45102035.0,1.0,0.2998,53591950.0,0.00010406089046745703
175315,2023-12-18,TW031T,TW0002349008,Ritek Corp,TW,TWD,10102030.0,1.0,1.0,182830027.0,0.00010392958632048736
175328,2023-12-18,TW40A3,KYG984291065,YEONG GUAN EN.TECH.GP.,TW,TWD,55102015.0,1.0,0.8408,164058938.0,0.00010355648878479273
175329,2023-12-18,TW19GF,TW0001527000,BASSO INDUSTRY,TW,TWD,50204040.0,1.0,0.9025,163808669.0,0.00010355039792644013
177057,2023-12-18,TR10AV,TREKGYO00014,KILER GAYMEN.YATOTA.,TR,TRY,35102000.0,1.0,0.4646,69141381.0,0.0001029913702995765
177118,2023-12-18,TR20XJ,TRAALKAW91D8,ALKIM KAGIT,TR,TRY,55101015.0,1.0,0.2007,33529762.0,0.0001028821234232052
177267,2023-12-18,TH108J,TH8463010000,CHAYO GROUP,TH,THB,30202010.0,0.8105873,0.6045,83140413.0,0.00010278936094323707
177112,2023-12-18,TR20RD,TREISBS00012,ISBIR SENTETIK DOKUMA SANAYI,TR,TRY,55101020.0,1.0,0.2358,36125638.0,0.00010229753036910673
175000,2023-12-18,CN24W1,CNE0000004C0,SHAI.CHLOR-ALKALI CHM. 'B',CN,USD,55201000.0,1.0,1.0,175227360.0,0.00010204968970422381
176633,2023-12-18,MY10YJ,MYL7241OO002,NEXTGREEN GLOBAL,MY,MYR,50101010.0,1.0,0.6609,116696627.0,0.00010150083852215025
176684,2023-12-18,MY70D4,MYL5283OO006,ECO WORLD INTERNATIONAL,MY,MYR,35101010.0,1.0,0.2976,57060134.0,0.00010082074707242951
174598,2023-12-18,BR905G,BRBHIAACNOR1,CASAS BAHIA,BR,BRL,40401030.0,1.0,0.852,168017711.0,0.00010074918821338344
175431,2023-12-18,PL90CV,PLAMBRA00013,AMBRA,PL,PLN,45101015.0,1.0,0.3888,68102013.0,0.00010037506085445914
175319,2023-12-18,TW19KJ,TW0003645008,TAIMIDE TECH,TW,TWD,10102015.0,1.0,0.9464,177728174.0,9.94616574835599e-05
175414,2023-12-18,PL00KU,PLSNKTK00019,SYNEKTIK,PL,PLN,20101025.0,1.0,0.4987,93169312.0,9.943007237305562e-05
177067,2023-12-18,TR30RE,TRABISAS91B7,RAL YATIRIM HOLDING ANONIM SIRKETI,TR,TRY,55101020.0,1.0,0.3723,63361604.0,9.937275458634811e-05
177309,2023-12-18,TH205H,TH0438010Z02,ITALIAN-THAI DEVELOPMENT,TH,THB,50101010.0,0.3172109,0.8146,34305187.0,9.936990004724115e-05
175403,2023-12-18,PL909S,PLTSQGM00016,TEN SQUARE GAMES,PL,PLN,40203040.0,1.0,0.6609,124978374.0,9.89470615836638e-05
177022,2023-12-18,487560,TRATATKS91A5,TAT GIDA,TR,TRY,45102020.0,1.0,0.5635,91355277.0,9.845348452343976e-05
175407,2023-12-18,PL401F,PLPKPCR00011,PKP CARGO,PL,PLN,50206020.0,1.0,0.6699,108624956.0,9.834845280669671e-05
177306,2023-12-18,TH40ES,TH0940010Y08,SINGHA ESTATE,TH,THB,35101010.0,0.5482051,0.39,37682594.0,9.758470385258106e-05
175413,2023-12-18,PL005F,PLMRBUD00015,MIRBUD,PL,PLN,50101010.0,1.0,0.5454,94611357.0,9.662804433239326e-05
175433,2023-12-18,PL00HR,PLOPNPL00013,OPONEO PL SERIES A B,PL,PLN,40101010.0,1.0,0.3982,65247798.0,9.631088260888686e-05
176860,2023-12-18,CN24NS,CNE000000ST8,LU THAI TEX.JOINT STK. 'B',CN,HKD,55101020.0,1.0,0.5658,94861112.0,9.61436795246092e-05
177037,2023-12-18,ET015,TRESNGY00019,SINPAS GAYMEN.YATOTA.,TR,TRY,35102000.0,1.0,0.5237,79747779.0,9.54787768833621e-05
176634,2023-12-18,MY804W,MYL5072OO003,HIAP TECK VENTURE,MY,MYR,55102010.0,1.0,0.7181,116306489.0,9.501338389703678e-05
175404,2023-12-18,PL90J2,PLRNBWT00031,RAINBOW TOURS SR.B C2 E,PL,PLN,40501015.0,1.0,0.6337,120731145.0,9.42693991069689e-05
175006,2023-12-18,CN871F,US06684L1035,BAOZUN ADR,CN,USD,10101020.0,1.0,0.8416,137818307.0,9.417825546796131e-05
176669,2023-12-18,MY213Q,MYL5142OO004,WASCO,MY,MYR,60101030.0,1.0,0.4658,77663557.0,9.382637299606029e-05
176677,2023-12-18,MY22NB,MYL5173OO009,SHIN YANG GROUP,MY,MYR,50206030.0,1.0,0.4497,67253876.0,9.340745684651557e-05
175011,2023-12-18,CN1S7Z,US65481N1000,NIU TECHNOLOGIES ADR,CN,USD,40203055.0,1.0,0.6865,103065644.0,9.27754977962034e-05
176655,2023-12-18,MY90A3,MYL5184OO006,CYPARK RESOURCES,MY,MYR,65101010.0,1.0,0.5721,94268353.0,9.277497093714747e-05
176637,2023-12-18,MY406U,MYL5247OO001,KAREX INDUSTRIES,MY,MYR,45201020.0,1.0,0.7098,115491383.0,9.176292176413558e-05
175339,2023-12-18,TW091Z,TW0006706005,FITTECH,TW,TWD,10102020.0,1.0,0.9457,145968270.0,9.106763853674885e-05
177108,2023-12-18,TR00L5,TRAISTMP91H7,FED.MOGUL IZMIT PISTON,TR,TRY,40101025.0,1.0,0.2226,37293490.0,9.094658207133363e-05
177305,2023-12-18,TH50JY,TH0712010Z00,ADVANCED INFORMATION TECH,TH,THB,10101010.0,0.2997602,0.834,38084277.0,9.089101467823498e-05
176648,2023-12-18,MY90G9,MYL7034OO001,THONG GUAN INDS.,MY,MYR,50203030.0,1.0,0.6261,99761314.0,9.063670352185684e-05
175003,2023-12-18,CN25GM,CNE0000002N1,INESA INTEL.TECH. 'B',CN,USD,10101010.0,1.0,1.0,150792419.0,9.035885578053248e-05
