,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Free_Float,Mcap_Units_Index_Currency,Weight,SEDOL
33639,2023-12-18,2034,420535,GRS191213008,ELLAKTOR,GR,EUR,50101010.0,1.0,0.2496,222448747.0,0.00015858933221048335,4205351
33640,2023-12-18,2034,TR121O,TREZRGY00023,ZIRAAT GAYRIMENKUL,TR,TRY,35102000.0,1.0,0.1894,140724120.0,0.00010032578073684507,BNG2TV4
33641,2023-12-18,2034,IN20PW,INE864I01014,MTAR TECHNOLOGIES,IN,INR,50201020.0,1.0,0.6282,539104942.0,0.000384341534381182,BN92WP6
33642,2023-12-18,2034,TH21LY,TH0975010008,BANGCHAK SRIRACHA,TH,THB,60101020.0,1.0,0.2366,188346645.0,0.00013427708205807505,B2R3SR8
33643,2023-12-18,2034,BR20AE,BREZTCACNOR0,EZTEC,BR,BRL,35101010.0,1.0,0.7144,605625148.0,0.0004317654699632682,B1YW5V4
33644,2023-12-18,2034,CN10AA,BMG8162K1137,SIHUAN PHARM HLDG GRP,CN,HKD,20103015.0,1.0,0.5198,385693493.0,0.0002749706362373834,B4X3RF7
33645,2023-12-18,2034,KY11L5,KYG211921021,China MeiDong Auto Holdings Lt,CN,HKD,40401030.0,1.0,0.4771,343560202.0,0.000244932748527816,BH0VXF7
33646,2023-12-18,2034,KR31P4,KR7457190007,Isu Specialty Chemical,KR,KRW,55201020.0,1.0,0.7374,551818859.0,0.000393405607045118,BMXDJH9
33647,2023-12-18,2034,IN18P3,INE0BY001018,JUBILANT INGREVIA LTD,IN,INR,55201020.0,1.0,0.6005,546004612.0,0.00038926048345385404,BMFMT18
33648,2023-12-18,2034,ID80MP,ID1000142805,BANK BTPN SYARIAH TBK PT,ID,IDR,30101010.0,1.0,0.2929,236128281.0,0.0001683418176313637,BFNBJ41
33649,2023-12-18,2034,IN06HS,INE614B01018,Karnataka Bank,IN,INR,30101010.0,0.49,1.0,489920460.0,0.00034927667444965566,6130064
33650,2023-12-18,2034,IN80ZC,INE858B01029,ISGEC HEAVY ENGINEERING,IN,INR,50204000.0,1.0,0.3982,333470374.0,0.00023773945521320526,BJXFHW5
33651,2023-12-18,2034,TW301T,TW0002867009,MERCURIES LIFE INSURANCE,TW,TWD,30301010.0,1.0,0.6577,543248021.0,0.00038729524008088314,B6S2Z37
33652,2023-12-18,2034,KR10NZ,KR7009970005,Youngone Holding,KR,KRW,40204020.0,1.0,0.3925,330031277.0,0.00023528763606837962,6150493
33653,2023-12-18,2034,IN10OU,INE517F01014,Gujarat Pipavav,IN,INR,50206060.0,1.0,0.5599,486700059.0,0.00034698076920888587,B53NR43
33654,2023-12-18,2034,BR16DM,BRMOVIACNOR0,MOVIDA PARTICIPACOES ON,BR,BRL,40201040.0,1.0,0.3498,317007268.0,0.00022600249098274187,BD448C6
33655,2023-12-18,2034,TH22AO,TH0617A10Z08,AMATA,TH,THB,35101010.0,0.5454792,0.7377,347095225.0,0.00024745295574174427,6592954
33656,2023-12-18,2034,TW01A0,TW0001409001,Shinkong Syn Fib,TW,TWD,55201010.0,1.0,0.895,724202960.0,0.0005163025881699184,6804886
33657,2023-12-18,2034,IN06DO,INE700A01033,JUBILANT PHARMOVA,IN,INR,20103015.0,1.0,0.5353,541537349.0,0.0003860756587895973,B10SSN9
33658,2023-12-18,2034,TW08KH,TW0009907006,Ton Yi Ind,TW,TWD,50203030.0,1.0,0.4884,400392257.0,0.0002854497564775145,6897864
33659,2023-12-18,2034,SA25W5,SA14QH2GSJH8,MAHARAH HUMAN RESOURCES,SA,SAR,50205025.0,0.6134767,0.6975,395493345.0,0.00028195719833495084,BJYHVR3
33660,2023-12-18,2034,TW05RL,TW0003014007,ITE,TW,TWD,10102010.0,1.0,0.9133,714387078.0,0.000509304597880331,6548753
