,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Mcap_Units_Index_Currency,Weight,Mcap_Units_Index_Currency_Open,SEDOL
32868,2023-12-18,2034,IN80DQ,INE298J01013,NIPPON LIFE INDIA ASSET MGM,IN,INR,30202010.0,1.0,683799266.0,0.000496646080964931,688780972.0,BF29PR1
32869,2023-12-18,2034,IN811F,INE878B01027,KEI INDUSTRIES,IN,INR,50202010.0,1.0,2445387410.0,0.0017794500536505995,2467856658.0,B1L9PJ6
32870,2023-12-18,2034,IN30KS,INE474Q01031,GLOBAL HEALTH,IN,INR,20101010.0,1.0,991372325.0,0.0007154519451896219,992235125.0,BN960L0
32871,2023-12-18,2034,IN18V9,INE732I01013,ANGEL ONE,IN,INR,30202015.0,1.0,1752781833.0,0.0012284814730916598,1703737723.0,BMCMVV5
32872,2023-12-18,2034,MX504S,MX01OM000018,GRUPO AERO DEL CENTRO 'B',MX,MXN,50206060.0,0.3662669,1083476870.0,0.0007573997396976986,1050411045.0,B1KFX13
32873,2023-12-18,2034,SA23GN,SA1230K1UGH7,ABDULLAH AL OTHAIM MKTS,SA,SAR,45201010.0,0.6151063,1288068631.0,0.0009456980924916968,1311555404.0,B3BQB93
32874,2023-12-18,2034,IN60U5,INE410P01011,NARAYANA HRUDAYALAYA,IN,INR,20101010.0,1.0,1090528712.0,0.0007935978173258194,1100612885.0,BD0CSH9
32875,2023-12-18,2034,BR906H,BRALOSACNOR5,ALLOS,BR,BRL,35101010.0,1.0,2523305511.0,0.0018273450038937462,2534280479.0,BMHVKZ4
32876,2023-12-18,2034,IN30EM,INE031B01049,AJANTA PHARMA,IN,INR,20103015.0,1.0,1044803285.0,0.0007508385190626162,1041311519.0,BWFGD74
32877,2023-12-18,2034,QA20MO,QA0007227695,QATAR NAVIGATION,QA,QAR,50206030.0,1.0,2668803117.0,0.0019243581360818805,2668824578.0,6148205
32878,2023-12-18,2034,KR22S7,KR7403870009,HPSP,KR,KRW,10102020.0,1.0,1171345868.0,0.0008451169622049343,1172062974.0,BPDWY61
32879,2023-12-18,2034,IN0B9P,INE256A01028,Zee Entrtainment,IN,INR,40301035.0,1.0,3078181956.0,0.0021958814653029327,3045390728.0,6188535
32880,2023-12-18,2034,IN041A,INE302A01020,Exide Industries,IN,INR,50205010.0,1.0,1687972359.0,0.0011783573019605682,1634222274.0,B1D3ZC9
32881,2023-12-18,2034,IN025C,INE462A01022,BayerCrop,IN,INR,55201015.0,1.0,942948727.0,0.0006761841062021243,937775941.0,6716992
32882,2023-12-18,2034,QA20UW,QA000A0KD6J5,BARWA REAL ESTATE,QA,QAR,35101010.0,1.0,1598821300.0,0.0011528406598325454,1598834141.0,B0YTG26
32883,2023-12-18,2034,MX109T,US92837L1098,VISTA ENERGY ADR,MX,USD,60101010.0,1.0,2731396665.0,0.0018510743218466232,2567189835.0,BJ84772
32884,2023-12-18,2034,MX302O,MXP001391012,ALSEA,MX,MXN,40501040.0,1.0,1833055748.0,0.0013053075179536335,1810285061.0,2563017
32885,2023-12-18,2034,BR10X0,BRGMATACNOR7,GRUPO MATEUS ON,BR,BRL,40401010.0,1.0,621932559.0,0.0004510757978271134,625581150.0,BN7JD67
32886,2023-12-18,2034,MX204P,MX01R0000006,REGIONAL S.A.B. DE C.V.,MX,MXN,30101010.0,1.0,1224375470.0,0.000890305990445565,1234734047.0,BG1Z6X0
32887,2023-12-18,2034,IN07NZ,INE589A01014,NLC INDIA,IN,INR,65101015.0,1.0,701771141.0,0.0005171726995828898,717248617.0,6374895
32888,2023-12-18,2034,IN07GS,INE331A01037,RAMCO CEMENTS,IN,INR,50101030.0,1.0,1599924450.0,0.0011778408118199445,1633505972.0,6698153
32889,2023-12-18,2034,IN70O0,INE913H01037,ENDURANCE TECHNOLOGIES,IN,INR,40101025.0,1.0,751486121.0,0.0005318854148194755,737653164.0,BYZ02R3
32890,2023-12-18,2034,TW02OF,TW0002313004,Compeq Mftg,TW,TWD,10102015.0,1.0,2726204978.0,0.0020055902729885,2781482570.0,6215273
32891,2023-12-18,2034,IN60ZA,INE572A01036,JB CHEMICALS & PHARMS.,IN,INR,20103015.0,1.0,1267055435.0,0.000880673233945051,1221374716.0,BNQNGS3
32892,2023-12-18,2034,TW11B2,TW0001477008,Makalot,TW,TWD,40204020.0,1.0,2712062036.0,0.0019623977457643403,2721580374.0,6580432
32893,2023-12-18,2034,SA2239,SA000A0EAXM3,SAUDIA DAIRY & FDSF,SA,SAR,45102020.0,0.836722,1152937999.0,0.0008081481360558317,1120792210.0,B133P41
32894,2023-12-18,2034,IN12IQ,INE536A01023,Grindwell Norton,IN,INR,55101000.0,1.0,1411020561.0,0.0010198921360385694,1414452512.0,B156WQ9
32895,2023-12-18,2034,IN05KU,INE530B01024,IIFL FINANCE,IN,INR,30201020.0,1.0,1800335558.0,0.0013069766244056184,1812599886.0,B0838V7
32896,2023-12-18,2034,BR171B,BRSMFTACNOR1,SMARTFIT ESCOLA SA COM NPV,BR,BRL,40501030.0,1.0,1265802901.0,0.0009198827218953744,1275752975.0,BF4XNJ9
32897,2023-12-18,2034,TW03JB,TW0002388006,VIA TECHNOLOGIES,TW,TWD,10102010.0,1.0,1161120771.0,0.0008582253927367199,1190242595.0,6146823
32898,2023-12-18,2034,IN09N1,INE640A01023,SKF India Ltd,IN,INR,50204000.0,1.0,1335290611.0,0.0009420935738903583,1306556424.0,6411510
32899,2023-12-18,2034,IN10U0,INE120A01034,Carborundum Univ,IN,INR,55101000.0,1.0,1879057404.0,0.0013590046061920107,1884755663.0,B6X5768
32900,2023-12-18,2034,IN60FQ,INE600L01024,DR LAL PATHLABS,IN,INR,20102020.0,1.0,1247890930.0,0.0009015851446237078,1250376709.0,BYY2W03
32901,2023-12-18,2034,IN05T3,INE821I01022,IRB Infrast Dvlp,IN,INR,50101010.0,1.0,771952386.0,0.0005360552978277555,743436228.0,BMTY040
32902,2023-12-18,2034,IN08AN,INE140A01024,PIRAMAL ENTERPRISES,IN,INR,30201020.0,1.0,1394410984.0,0.0010131604445698912,1405116566.0,B058J56
32903,2023-12-18,2034,KR22L0,KR7277810008,RAINBOW ROBOTICS,KR,KRW,50204000.0,1.0,1166692333.0,0.0008307440818225395,1152129732.0,BM9Q3J2
32904,2023-12-18,2034,TW04YR,TW0002812005,Taichung Comm Bk,TW,TWD,30101010.0,1.0,1943996293.0,0.0014266551417170623,1978577810.0,6869971
32905,2023-12-18,2034,IN0BJZ,INE325A01013,TIMKEN INDIA,IN,INR,50204000.0,1.0,1218732330.0,0.0008717531914696523,1209003823.0,6143857
32906,2023-12-18,2034,IN04LU,INE935A01035,Glenmark Phrm,IN,INR,20103015.0,1.0,1514378052.0,0.001103339681383729,1530182976.0,6698755
32907,2023-12-18,2034,IN0BBR,INE763G01038,ICICI SECURITIES,IN,INR,30202015.0,1.0,715787886.0,0.0005203710264656682,721684264.0,BF2LT08
32908,2023-12-18,2034,IN303B,INE128S01021,FIVE-STAR BUSINESS FINANCE,IN,INR,30201020.0,1.0,718000117.0,0.0005200659751027751,721261199.0,BP5JGC0
32909,2023-12-18,2034,IN04R0,INE233A01035,Godrej Indus,IN,INR,50203000.0,1.0,1563744158.0,0.0011209429681996452,1554596355.0,B1BFBC9
32910,2023-12-18,2034,SA22DJ,SA000A0LE310,ADVANCED PETROCHEMICALS,SA,SAR,55201020.0,0.4114515,975007270.0,0.0006926195149451369,960569631.0,B1P6WF8
32911,2023-12-18,2034,SA226C,SA000A0HNGZ6,ALDREES PTL& TRANSVS,SA,SAR,60101020.0,0.49,1353772888.0,0.0009676603340973539,1342014064.0,B128FF8
32912,2023-12-18,2034,IN05PZ,INE136B01020,Cyient Ltd,IN,INR,10101010.0,1.0,2402941966.0,0.0017110459349402593,2372989393.0,B19HGC2
32913,2023-12-18,2034,IN315E,INE672A01018,TATA INVESTMENT CORPORATION,IN,INR,30202010.0,1.0,703551706.0,0.0005037223763178882,698594837.0,6461377
32914,2023-12-18,2034,IN3019,INE171Z01018,BHARAT DYNAMICS,IN,INR,50201020.0,1.0,844972485.0,0.0005553636419682235,770214291.0,BDVPZL0
32915,2023-12-18,2034,IN403C,INE217B01036,KAJARIA CERAMICS,IN,INR,50101035.0,1.0,1557467698.0,0.0011267045081498085,1562586832.0,BDB5J63
32916,2023-12-18,2034,IN157I,INE372A01015,APAR INDUSTRIES,IN,INR,50202010.0,1.0,1004267924.0,0.0007245595394713643,1004866127.0,B01WBY5
32917,2023-12-18,2034,IN20QX,INE872J01023,DEVYANI INTERNATIONAL,IN,INR,40501040.0,1.0,1084489014.0,0.0007878999043416409,1092710650.0,BKVD654
32918,2023-12-18,2034,MY245V,MYL3034OO005,HAP SENG CONSOLIDATED,MY,MYR,50203000.0,1.0,624370645.0,0.0004563840837930964,632943025.0,6297743
32919,2023-12-18,2034,PL303G,PLALIOR00045,ALIOR BANK,PL,PLN,30101010.0,1.0,1685303203.0,0.0012154093186263583,1685608412.0,B8W8F13
32920,2023-12-18,2034,SA25V4,SA14QG523GH3,ARABIAN CENTRES COMPANY,SA,SAR,35101010.0,1.0,958785256.0,0.0006782868908297232,940692219.0,BKBF694
32921,2023-12-18,2034,IN10SY,INE176A01028,Bata India Ltd,IN,INR,40204025.0,1.0,1114464146.0,0.0007946207288534917,1102031525.0,BYMFG13
32922,2023-12-18,2034,IN04GP,INE322A01010,GILLETTE INDIA,IN,INR,45201020.0,1.0,473164516.0,0.0003449030994566194,478333971.0,6139931
32923,2023-12-18,2034,SA24FN,SA1330R2TQ16,CATRION CATERING HOLDING,SA,SAR,50205020.0,0.6687455,953188823.0,0.000680197850703851,943342462.0,B7J4PX9
32924,2023-12-18,2034,SA26MW,SA15D1I1VJH7,ARABIAN CONTRACTING SERVICES,SA,SAR,40301020.0,1.0,830839677.0,0.0006111842421609169,847629917.0,BP4DC81
32925,2023-12-18,2034,CN2CW9,KYG2215N1097,CLOUD MUSIC,CN,HKD,40301010.0,1.0,603084817.0,0.00041451398755765217,574874862.0,BP2TRS6
32926,2023-12-18,2034,IN70CO,INE947Q01028,LAURUS LABS,IN,INR,20103015.0,1.0,1989108497.0,0.0013856418557436313,1921697927.0,BMZ1CH2
32927,2023-12-18,2034,IN0BAQ,INE466L01038,360 ONE WAM,IN,INR,30202010.0,1.0,1958248683.0,0.0014075438780694533,1952073071.0,BQKRHR8
32928,2023-12-18,2034,TW30C4,KYG5138S1057,JINAN ACETATE CHEMICAL,TW,TWD,55201020.0,1.0,1237131807.0,0.0008739046131378506,1211987554.0,BYRP845
32929,2023-12-18,2034,IN0BDT,INE258G01013,SUMITOMO CHEMICAL INDIA,IN,INR,55201015.0,1.0,620394637.0,0.00043916681585709933,609065002.0,BL1N1S9
32930,2023-12-18,2034,BR16BK,BRGGPSACNOR9,GPS PART. E EMPREENDIMENTOS ON,BR,BRL,50205020.0,1.0,1745905328.0,0.0012522564047190705,1736710339.0,BLFG6N4
32931,2023-12-18,2034,SA24QY,SA13J051UJH4,AL HAMMADI HOLDING,SA,SAR,20101010.0,0.540811,1033672336.0,0.0007339586863236991,1017901473.0,BP7RRL8
32932,2023-12-18,2034,BR0406,BRMDIAACNOR7,M Dias Branco,BR,BRL,45102020.0,1.0,975663943.0,0.0007061568257804159,979344051.0,B1FRH89
32933,2023-12-18,2034,TW08ZW,TW0006531007,AP MEMORY TECH.,TW,TWD,10102010.0,1.0,1940821490.0,0.0014117041444230186,1957842798.0,BWY5316
32934,2023-12-18,2034,IN60P0,INE105A01035,TVS HOLDINGS,IN,INR,40101025.0,1.0,534412500.0,0.0003578740645347983,496322946.0,B84NYN1
32935,2023-12-18,2034,IN117E,INE944F01028,RADICO KHAITAN,IN,INR,45101015.0,1.0,1663428077.0,0.0012393116729116297,1718757746.0,B0VY3T0
32936,2023-12-18,2034,IN40CL,INE769A01020,AARTI INDUSTRIES,IN,INR,55201020.0,1.0,1426674086.0,0.0010092353712920941,1399673020.0,B0VX289
32937,2023-12-18,2034,IN709L,INE572E01012,PNB HOUSING FINANCE,IN,INR,30201025.0,1.0,494801292.0,0.00035222081127492575,488482648.0,BD6FGZ6
32938,2023-12-18,2034,IN0B6M,INE716A01013,Whirlpool India,IN,INR,40202020.0,1.0,513778548.0,0.0003719965196429658,515908882.0,6291790
32939,2023-12-18,2034,BR30BG,BRSMTOACNOR3,SAO MARTINHO,BR,BRL,45102035.0,1.0,978158367.0,0.0006833718608689567,947744385.0,B1P3R43
32940,2023-12-18,2034,IN20U1,INE07Y701011,HITACHI ENERGY INDIA,IN,INR,50202010.0,1.0,662965223.0,0.0004692646629885085,650806647.0,BK709V6
32941,2023-12-18,2034,SA2307,SA11RGL0IU14,ASTRA INDUSTRIAL GROUP,SA,SAR,30202000.0,0.8022623,932708619.0,0.0006634554480870507,920123013.0,B3CQKT5
32942,2023-12-18,2034,KR190L,KR7058470006,LEENO INDUSTRIAL,KR,KRW,10102020.0,1.0,1574717777.0,0.0011250623098721243,1560309325.0,6430139
32943,2023-12-18,2034,KR70AC,KR7267260008,HD HYUNDAI ELECTRIC,KR,KRW,50202010.0,1.0,1271151069.0,0.0008899917456847853,1234298232.0,BD4HFR9
32944,2023-12-18,2034,TW090Y,TW0006592009,HOTAI FINANCE,TW,TWD,30201020.0,1.0,738921451.0,0.0005359787128575808,743330015.0,BYQKH22
32945,2023-12-18,2034,TW15FA,TW0001519007,FORTUNE ELECTRIC,TW,TWD,10102015.0,1.0,2144879741.0,0.0015839739882644644,2196757782.0,6347604
32946,2023-12-18,2034,IN02GN,INE472A01039,Blue Star Ltd,IN,INR,50101025.0,1.0,1821720108.0,0.0013208881577294893,1831893302.0,B1FDHG5
32947,2023-12-18,2034,SA274F,SA15H14I11H6,AL DAWAA MEDICAL SERVICES,SA,SAR,45201015.0,1.0,785482307.0,0.0005753078231380519,797874174.0,BPW7GB6
32948,2023-12-18,2034,SA25R0,SA14K0Q0SJ16,LEEJAM SPORTS,SA,SAR,40501030.0,0.6925752,873700785.0,0.0006347534039121016,880317158.0,BF12ZV5
32949,2023-12-18,2034,ID2164,ID1000144900,MD PICTURES,ID,IDR,40301010.0,1.0,648080181.0,0.00046690562699610005,647534983.0,BFYR4R6
32950,2023-12-18,2034,IN18GU,INE914M01019,ASTER DM HEALTHCARE,IN,INR,20101010.0,1.0,1193623745.0,0.0008639375645007577,1198164605.0,BZ2YSF5
32951,2023-12-18,2034,IN809M,INE269A01021,SONATA SOFTWARE,IN,INR,10101015.0,1.0,1748973504.0,0.0012891740477971472,1787910119.0,6289922
32952,2023-12-18,2034,IN05GQ,INE043D01016,IDFC,IN,INR,30202010.0,1.0,2024074311.0,0.001475108576100277,2045776173.0,B0C5QR1
32953,2023-12-18,2034,CN17HO,HK0000112026,CHINA NONFERROUS MINING CORP,CN,HKD,55102040.0,1.0,679321082.0,0.0004924523239641785,682964798.0,B890GY2
32954,2023-12-18,2034,IN70KW,INE791I01019,BRIGADE ENTERPRISES,IN,INR,35101010.0,1.0,1597124927.0,0.0011468574025252885,1590536172.0,B29ZGD4
32955,2023-12-18,2034,TR005P,TREMGTI00012,Migros Ticaret AS,TR,TRY,45201010.0,1.0,1044913164.0,0.0008054768929922458,1117087557.0,B50PPK4
32956,2023-12-18,2034,SA229F,SA000A0KDVM8,EMAAR THE ECONOMIC CITY,SA,SAR,35101010.0,0.7752989,994711380.0,0.0007191277959059506,997333033.0,B19NK95
32957,2023-12-18,2034,515183,TRABRYAT91Q2,BORUSAN YATIRIM VE PAZ.,TR,TRY,55102010.0,1.0,592253951.0,0.0004736468774354278,656884186.0,B03MQ26
32958,2023-12-18,2034,IN086J,INE182A01018,Pfizer,IN,INR,20103015.0,1.0,843164515.0,0.0006029787300376353,836249981.0,6124960
32959,2023-12-18,2034,IN0AJY,INE517B01013,TATA TLSVS.MAHARASTRA,IN,INR,15102015.0,1.0,588981627.0,0.00039683500771141896,550356507.0,6326067
32960,2023-12-18,2034,IN0218,INE058A01010,SANOFI INDIA LTD,IN,INR,20103015.0,1.0,752406476.0,0.0005362780758505972,743745191.0,6100250
32961,2023-12-18,2034,IN19BQ,INE064C01022,TRIDENT,IN,INR,55101020.0,1.0,599500536.0,0.00042946917992533546,595615692.0,BL0KWD3
32962,2023-12-18,2034,BR00EG,BRCIELACNOR3,CIELO SA INSTITUICAO DE PAGAMENTO,BR,BRL,50205015.0,1.0,1029235533.0,0.0007409140354972128,1027547602.0,B614LY3
32963,2023-12-18,2034,PL10CN,PLKRK0000010,KRUK,PL,PLN,30201020.0,1.0,2070095152.0,0.0015356806783567063,2129781490.0,B4PTLY0
32964,2023-12-18,2034,IN806J,INE149A01033,CHOLAMANDALAM FIN HOLDINGS,IN,INR,30201020.0,1.0,1427649934.0,0.001044970075708902,1449232224.0,BF93XC7
32965,2023-12-18,2034,IN60GR,INE048G01026,NAVIN FLUORINE INTL.,IN,INR,55201020.0,1.0,1642916465.0,0.0011857129309570129,1644423537.0,BF1BKG2
32966,2023-12-18,2034,KR22WB,KR7328130000,LUNIT,KR,KRW,20101025.0,1.0,1700551421.0,0.001185296612800812,1643846160.0,BNRKTL7
32967,2023-12-18,2034,TW18VT,TW0003023008,SINBON Elec,TW,TWD,50202010.0,1.0,2219329640.0,0.001664406939127024,2308307411.0,6349354
32968,2023-12-18,2034,SA20MQ,SA0007879170,NATIONAL INDZT,SA,SAR,55201000.0,0.4055668,813688871.0,0.0005749751259658749,797412768.0,B136MP0
32969,2023-12-18,2034,TR20TF,TREPOLT00013,POLITEKNIK METAL,TR,TRY,55201020.0,1.0,347096792.0,0.0002493567245093084,345824066.0,BK1PVV1
32970,2023-12-18,2034,IN501B,INE536H01010,CIE AUTOMOTIVE INDIA,IN,INR,40101025.0,1.0,748510182.0,0.0005408599651312066,750099652.0,B16NQ89
32971,2023-12-18,2034,SA216B,SA0007879469,SAUDI CEMENT,SA,SAR,50101030.0,0.4575816,905359576.0,0.0006553143358962272,908832391.0,B132HD1
32972,2023-12-18,2034,QA2013,QA000A0Q5NE9,VODAFONE QATAR,QA,QAR,15102015.0,1.0,777787081.0,0.0005608285459395515,777793374.0,B3WYBN0
32973,2023-12-18,2034,IN077J,INE338I01027,MOTILAL OSWAL FINL.SVS.,IN,INR,30202015.0,1.0,775330515.0,0.0005474924738971794,759298045.0,B233M14
32974,2023-12-18,2034,CN4D6M,US86366E1064,STRUCTURE THERAPEUTICS ADR,CN,USD,20103010.0,1.0,1294623152.0,0.0016324331622121636,2263964105.0,BQS9486
32975,2023-12-18,2034,MY23AZ,MYL5211OO007,SUNWAY,MY,MYR,35101010.0,1.0,815779929.0,0.0005883065746304236,815901685.0,B6VGS93
32976,2023-12-18,2034,TH303G,TH3871010Z01,WHA CORPORATION,TH,THB,35101010.0,0.5449173,803280396.0,0.000575996451181755,798829208.0,BX8ZRM8
32977,2023-12-18,2034,IN829O,INE410B01037,VINATI ORGANICS,IN,INR,55201020.0,1.0,600871093.0,0.00043037364227253535,596870059.0,BKKKN11
32978,2023-12-18,2034,KR1KMI,KR7214150005,CLASSYS,KR,KRW,20102010.0,1.0,495717739.0,0.0003586014368019241,497331713.0,BWT5WS1
32979,2023-12-18,2034,IN12V3,INE836A01035,BIRLASOFT,IN,INR,10101010.0,1.0,1445128173.0,0.001048198231742831,1453709240.0,B1LQJY0
32980,2023-12-18,2034,B018DT,PLINTCS00010,INTER CARS,PL,PLN,40101025.0,1.0,1386646247.0,0.0010012849453155056,1388646854.0,B018DT2
32981,2023-12-18,2034,BR172C,BRVAMOACNOR7,VAMOS L CAM MAQ SA COM NPV,BR,BRL,50206050.0,1.0,892445912.0,0.0006392280967312518,886522952.0,BJLSQZ2
32982,2023-12-18,2034,IN07LX,INE139A01034,National Alum,IN,INR,55102035.0,1.0,1244162032.0,0.0008607847611611613,1193792093.0,6139447
32983,2023-12-18,2034,B28XVV,GRS496003005,TERNA ENERGY,GR,EUR,65101010.0,1.0,905161277.0,0.0006526971738068912,905202741.0,B28XVV2
32984,2023-12-18,2034,IN10TZ,INE233B01017,Blue Dart Ex,IN,INR,50206040.0,1.0,536575657.0,0.00038041118625499747,527578887.0,6098601
32985,2023-12-18,2034,IN506G,INE191H01014,PVR INOX,IN,INR,40301010.0,1.0,1667640339.0,0.0011799046207668091,1636368196.0,B0LX4M7
32986,2023-12-18,2034,IN0BHX,INE03QK01018,SUVEN PHARMACEUTICALS,IN,INR,20103015.0,1.0,852013756.0,0.000621094202320812,861373692.0,BKTQQK0
32987,2023-12-18,2034,IN12HP,INE285A01027,Elgi Equipments,IN,INR,50204050.0,1.0,1310924093.0,0.0009597509056279837,1331044756.0,6271189
32988,2023-12-18,2034,CN2D6K,KYG5252B1023,KEYMED BIOSCIENCES,CN,HKD,20103010.0,1.0,1100435097.0,0.0008162485297861019,1132026361.0,BLPPZP6
32989,2023-12-18,2034,MY207T,MYL5031OO009,TIME DOTCOM,MY,MYR,15102015.0,1.0,1156075200.0,0.0008314812401913215,1153152071.0,6336538
32990,2023-12-18,2034,IN00RW,INE531E01026,HINDUSTAN COPPER,IN,INR,55102040.0,1.0,589061367.0,0.00040467142618055336,561224560.0,B02GZ11
32991,2023-12-18,2034,IN21BJ,INE0DK501011,PIRAMAL PHARMA,IN,INR,20103015.0,1.0,943014587.0,0.0006753773390297991,936657064.0,BKS9DQ5
32992,2023-12-18,2034,MY407V,MYL5249OO007,IOI PROPERTIES GROUP,MY,MYR,35101010.0,1.0,418470833.0,0.00030505033611673185,423063576.0,BH7JFJ2
32993,2023-12-18,2034,CZ602J,CZ0008040318,MONETA MONEY BANK,CZ,CZK,30101010.0,1.0,981878812.0,0.0006976234850200577,967509461.0,BD3CQ16
32994,2023-12-18,2034,TW1190,TW0004919006,NUVOTON TECHNOLOGY,TW,TWD,10102010.0,1.0,899652120.0,0.000666592210209174,924473278.0,B3M1XS0
32995,2023-12-18,2034,EG0060,EGS48031C016,TELECOM EGYPT,EG,EGP,15102015.0,1.0,415333183.0,0.000292148672674449,405170713.0,B0S6009
32996,2023-12-18,2034,CN8EM7,KYG844081060,CHINA TIAN.GP.CEMENT,CN,HKD,50101030.0,1.0,576704292.0,0.00041290619710379124,572645074.0,B7FL1V4
32997,2023-12-18,2034,TW05NH,TW0003005005,GETAC HOLDINGS,TW,TWD,10102030.0,1.0,1428584914.0,0.0010466975980926345,1451628064.0,6439620
32998,2023-12-18,2034,SA24EM,SA132GSGS910,SEERA GROUP HOLDING,SA,SAR,40501015.0,0.3760035,699828553.0,0.0005096066167641271,706755483.0,B6WTLK3
32999,2023-12-18,2034,TW07VR,TW0006176001,Radiant,TW,TWD,10102015.0,1.0,1968470402.0,0.0014437915459673506,2002343686.0,6520278
